카페명|주소|영업시간|전화번호
37.5 동작이수점|서울 동작구 동작대로27가길 23 이오빌딩 2층|매일 09:50 ~ 20:50 · 휴게시간 월,화,수,목,금,일 15:50 ~ 17:00|02-595-3705
릿잇커피|서울 동작구 상도로47바길 48 1층|매일 11:00 ~ 01:00|070-8866-4344
더디저트랩|서울 동작구 장승배기로10길 100 상도더샵 2차 상가1층|영업시간 월,수,목,금,토,일 11:00 ~ 18:00|010-4495-0890
커피나무 랩|서울 동작구 상도로53길 65 커피나무빌딩 1층|월~금 07:00 ~ 23:00|02-824-1391
클라소피|서울 동작구 여의대방로22길 94 1층 101호|월,수,목,금,토,일 11:30 ~ 21:00|0507-1406-0987
밍구네다방|서울 동작구 노량진로 132 2층|월~토 07:00 ~ 22:40|02-812-3935
그랩커피&브런치|서울 동작구 흑석로8길 12 1층|월~금 10:00 ~ 22:00|0507-1330-7209
블랙모티브 사당역점|서울 동작구 동작대로7길 48 새한빌딩 1층|월,수,목,금,토 10:30 ~ 23:00|02-6085-0405
스타벅스 상도역점|서울 동작구 상도로37길 1|매일 07:30 ~ 22:00|1522-3232
보스톤커피 보라매역점|서울 동작구 여의대방로 142 지하1층|매일 10:30 ~ 22:00|070-7767-7388
케이크무드|서울 동작구 상도로15길 45 1층|화~일 11:00 ~ 21:00|010-3774-3524
더빈마켓|서울 동작구 여의대방로24길 65 1층|매일 08:00 ~ 22:30|02-823-0388
스타벅스 숭실대입구역점|서울 동작구 상도로 354|월~금 07:30 ~ 22:00|1522-3232
스타벅스 중앙대점|서울 동작구 흑석로 75-1|월~토 07:30 ~ 20:00|1522-3232
갤러리카페오누이|서울 동작구 시흥대로 676|매일 10:00 ~ 22:00|02-833-6046
스타벅스 노량진동점|서울 동작구 노량진로 190 고려교육타워 어바니엘한강 101~105호|매일 07:30 ~ 21:00|1522-3232
투썸플레이스 신대방삼거리점|서울 동작구 국사봉1길 32 1층|월,화,수,목,금,일 08:00 ~ 23:00|02-6959-8888
도로도로커피숍 노량진점|서울 동작구 노량진로 145|매일 11:00 ~ 22:00|02-6406-7026
스타벅스 이수자이점|서울 동작구 사당로 300|월~금 07:00 ~ 22:00|1522-3232
엔제리너스 이수역점|서울 동작구 동작대로25길 16|매일 00:00 ~ 24:00|02-595-7619
스타벅스 숭실대점|서울 동작구 사당로 4|매일 08:00 ~ 20:00|1522-3232
떡붕|서울 동작구 동작대로29길 57 1층|매일 11:00 ~ 19:00|02-534-7427
카페알코브|서울 동작구 대방동1길 12 1층|화~일 11:00 ~ 21:00|02-6409-9870
오후홍콩 중앙대본점|서울 동작구 흑석로13가길 29|매일 10:00 ~ 21:00|02-6398-6787
청맥살롱|서울 동작구 서달로 161-1 2층|월~금 11:00 ~ 21:00|02-822-1605
투썸플레이스 노량진점|서울 동작구 노량진로 174 1층|매일 10:00 ~ 22:00|02-821-2388
설빙 노량진점|서울 동작구 노량진로 144 2층|매일 10:30 ~ 22:30|02-825-1844
케이크팝|서울 동작구 사당로 28 1,2층|매일 09:00 ~ 22:00|02-825-8799
파세로|서울 동작구 여의대방로24나길 10-2 1층|화~일 11:00 ~ 19:00|010-2883-2985
투썸플레이스 숭실대점|서울 동작구 사당로 36-1 1,2층|매일 10:00 ~ 22:00|010-8425-0246
세라젬웰카페 서울상도점|서울 동작구 상도로 176 1층|매일 11:00 ~ 20:00|02-6949-4325
카페하나|서울 동작구 시흥대로 596|월~금 12:00 ~ 22:00|02-833-6521
투썸플레이스 이수역점|서울 동작구 동작대로27길 28 2,3층|월,화,수,목,일 09:00 ~ 23:00|02-534-1230
모든것은당근케이크에서시작됐다|서울 동작구 만양로 65-1 102호|화~일 08:30 ~ 22:00|070-8282-3032
헤븐리가든|서울 동작구 상도로34길 11 1층|월~토 10:00 ~ 22:00|070-7677-9647
H플레이스카페|서울 동작구 여의대방로36길 10 1층|매일 10:00 ~ 23:30|
코랄밸리|서울 동작구 국사봉1길 62 1층||010-9447-2282
달콤쌉싸롱|서울 동작구 노량진로12길 12-4|월~금 07:00 ~ 22:00|
브루클린커피|서울 동작구 노량진로 26|매일 07:00 ~ 23:00|
몽소|서울 동작구 상도로 65 금성빌딩 1층|매일 08:30 ~ 22:00|
핑크핑영화룸카페|서울 동작구 동작대로27길 5 지안프라자 B동 4층|매일 00:00 ~ 24:00|
뚱보롱|서울 동작구 사당로17길 9 1층|영업시간 목~일 11:00 ~ 16:00|010-4684-3210
웰컴|서울 동작구 성대로29길 50 1층|화~일 11:00 ~ 22:00|010-6322-4854
설빙 이수역점|서울 동작구 동작대로27가길 12 2층|매일 12:00 ~ 22:30|070-4255-7575
설빙 보라매점|서울 동작구 보라매로3길 29 해태보라매타워 2층|매일 10:30 ~ 22:30|02-831-6117
토크넌센스|서울 동작구 흑석로8길 7 지층|월~토 10:00 ~ 22:00|010-9604-9095
투썸플레이스 보라매삼성쉐르빌점|서울 동작구 보라매로5길 43 보라매삼성쉐르빌 1층 121호|월~금 07:00 ~ 23:00|02-832-2388
스타벅스 남성역점|서울 동작구 사당로 219|매일 07:00 ~ 22:00|
두젠틀|서울 동작구 상도로 217-4 한울빌딩 지하1층|매일 12:00 ~ 21:00|02-6014-2120
메가MGC커피 노량진점|서울 동작구 노량진로16길 14 1층|월~금 07:00 ~ 21:00|02-821-2017
할리스 이수역점|서울 동작구 동작대로 83 헤라피스빌딩 1층|월~금 08:00 ~ 23:00|02-588-4845
흑석커피|서울 동작구 서달로14가길 5 1층|월~금 10:00 ~ 22:00|02-3280-9267
만화카페쉼표|서울 동작구 사당로 295 지하1층|매일 10:00 ~ 24:00|
할리스 노량진역점|서울 동작구 노량진로 157 2~5층|매일 09:00 ~ 01:00|02-827-0280
더머커피|서울 동작구 보라매로 91 1층|매일 11:00 ~ 24:00 · 휴게시간 매일 23:30 ~ 24:00|02-3280-1203
일상다반사|서울 동작구 동작대로25길 60-1|매일 11:00 ~ 22:30|
엔제리너스 노량진점|서울 동작구 노량진로 154-1|매일 08:00 ~ 22:00|02-812-0829
컵오브커브|서울 동작구 현충로 99 1층|월~금 15:00 ~ 24:00|
미스터힐링 노량진점|서울 동작구 만양로 98|매일 00:00 ~ 24:00|02-814-5400
공차 노량진학원가점|서울 동작구 노량진로16길 16 청암빌딩 1층|매일 09:00 ~ 22:00|02-822-4309
이수당|서울 동작구 동작대로15길 87 1층 101호|월~금 12:00 ~ 20:00|010-5182-5413
카페니토|서울 동작구 상도로15길 105|월~금 08:30 ~ 22:00|
잔디속에있다고상상을해|서울 동작구 상도로 265-30 2층|월~토 11:00 ~ 23:00|0507-1326-1809
커피나무 상도역점|서울 동작구 상도로 297-1 1층|월~금 08:00 ~ 23:00|02-816-1391
메가MGC커피 보라매타운점|서울 동작구 보라매로5가길 16 보라매아카데미타워 1층 101-3호|매일 07:00 ~ 21:00|02-841-3075
리앤홍|서울 동작구 서달로14길 18 2층|월,화,수,목,금요일|02-815-4132
상도가든|서울 동작구 양녕로 220|월~금 10:00 ~ 22:00|02-3280-5314
엘에스와이랩|서울 동작구 노량진로 250 1층|매일 08:00 ~ 20:00|02-814-0916
초록상어|서울 동작구 상도로26길 14 1층|월~금 10:00 ~ 22:00|
마이트커피|서울 동작구 사당로 159 1층|월~금 08:30 ~ 21:00|0507-1439-0276
빅컵|서울 동작구 흑석로 14 1층|월~금 09:00 ~ 23:00|
라르고|서울 동작구 동작대로1길 36|매일 10:00 ~ 22:00|
백미당 서송타워점|서울 동작구 동작대로 137|매일 11:30 ~ 20:30 · 휴게시간 매일 16:00 ~ 17:00|02-593-1964
이디야커피 중앙대후문점|서울 동작구 흑석로 20 2층|월~금 08:00 ~ 21:00|02-826-9632
멜로드|서울 동작구 상도로49길 7 1층 카페 멜로드|화~금 10:30 ~ 20:00|070-8628-3955
시너리(SCENERY)|서울 동작구 사당로25가길 1 1층|매일 12:00 ~ 22:00|070-8778-7538
하늘을걷는고양이카페|서울 동작구 동작대로27길 15 서범빌딩 4층|매일 13:30 ~ 20:30|02-533-7647
할리스 대방역점|서울 동작구 알마타길 6 파밀리에 하늘마루 101, 102호|매일 09:00 ~ 23:30|02-825-6369
메가MGC커피 노량진역점|서울 동작구 노량진로 126 1층||02-813-8330
메가MGC커피 숭실대입구역점|서울 동작구 상도로 362-1 1층|월~금 08:00 ~ 22:30|02-3280-6382
카페아리보|서울 동작구 동작대로3길 6|월~토 08:00 ~ 24:00|02-523-1300
달의 둥지|서울 동작구 사당로13길 31 두산위브 상가 11-1호|월~금 09:00 ~ 21:00|02-532-6998
메가MGC커피 이수태평점|서울 동작구 동작대로27길 20 1층|월~금 08:00 ~ 22:30|02-535-8428
베리굳베이글 이수점|서울 동작구 동작대로 187 1층|월~금 09:00 ~ 21:00|
동작카페|서울 동작구 노량진로8길 60 1층|매일 08:00 ~ 21:00|070-8846-6006
디저트39 신대방 삼거리역점|서울 동작구 상도로 69 상원빌딩 103호|화~일 11:00 ~ 22:30|02-812-3992
나귀와플라타너스|서울 동작구 흑석로 101-3 3층|월~금 11:30 ~ 23:00|02-815-0915
이디야커피 총신대입구역점|서울 동작구 동작대로 119-1 2층|월~금 09:00 ~ 23:00|02-533-0274
먼셀커피|서울 동작구 사당로 257|월,화,수,목,일 10:30 ~ 23:00|02-6405-0028
메가MGC커피 이수역점|서울 동작구 동작대로 89 골든시네마타워 1층 104호|월~금 08:00 ~ 23:00|02-525-1126
젠카페|서울 동작구 양녕로26길 49 1층|월~토 09:00 ~ 22:00|
모조|서울 동작구 동작대로1길 8 1,2층|월~토 12:00 ~ 22:00|
컴포즈커피 동작도서관점|서울 동작구 장승배기로 98 1층 102호|매일 08:00 ~ 22:00|070-4193-9911
빽다방 노량진학원점|서울 동작구 만양로 94-2 1층|매일 06:30 ~ 23:00|02-811-7737
그루비|서울 동작구 상도로41길 13 1층|화~일 10:30 ~ 22:00|070-7543-3532
이디야커피 사당점|서울 동작구 동작대로 45 1층|월~금 08:00 ~ 22:50|02-587-9105
이디야커피 상도중앙점|서울 동작구 만양로 17 1층 101, 102호|매일 08:00 ~ 22:00|02-815-2500
카페우야우|서울 동작구 사당로28길 63 1층 101호|화~일 11:00 ~ 20:00|010-5096-7543
웰컴댕댕|서울 동작구 등용로 88 지원빌딩 2층|화,목 08:00 ~ 20:30|02-6949-0073
와플러버|서울 동작구 흑석로 27 2층|매일 12:00 ~ 20:00|070-4325-0216
메가MGC커피 상도해링턴플레이스점|서울 동작구 상도로 207 근생시설동 지하 2층 B208, B213호|월~금 08:00 ~ 22:00|02-3280-3286
메가MGC커피 보라매점|서울 동작구 여의대방로 28 현대상가 112동 1층 B121,122호||02-835-3374
이디야커피 노들점|서울 동작구 노량진로 200 1층|월~금 07:30 ~ 23:30|02-3280-3777
메가MGC커피 신대방삼거리역점|서울 동작구 보라매로 113 코스모빌딩 1층 104호|매일 07:00 ~ 22:30|02-822-2278
카페숨|서울 동작구 상도로 329 지하1층|월~토 11:00 ~ 22:00|
할리스 중앙대점|서울 동작구 흑석로 77 1~4층|월~토 07:00 ~ 23:00|02-3280-3280
할리스 장승배기역점|서울 동작구 장승배기로11가길 11 상도파크자이 1층 105호|매일 08:00 ~ 22:30|02-812-9330
메가MGC커피 중앙대점|서울 동작구 흑석로 103 1,2층|매일 10:00 ~ 21:00|02-815-7770
커피팩토리쏘 교육점|서울 동작구 여의대방로54길 12|매일 11:00 ~ 20:00|02-823-6123
메가MGC커피 신상도점|서울 동작구 양녕로 193 1층|월~금 07:30 ~ 22:00|02-815-0804
미스터힐링 이수역점|서울 동작구 동작대로27길 9 5층|매일 12:00 ~ 24:00|02-536-6696
플란츠앤플라|서울 동작구 성대로16길 67-5 1층|화~일 11:00 ~ 20:00|010-4751-3920
델루가|서울 동작구 만양로14사길 1 1층|월~금 07:10 ~ 22:00|02-824-1147
웨스트빙고|서울 동작구 동작대로13길 6 1층|월~금 08:00 ~ 22:00|0507-1342-3143
메가MGC커피 상도중앙점|서울 동작구 만양로 14 1층||02-813-1053
카페루미에르|서울 동작구 보라매로9라길 28|영업시간 월~토 09:30 ~ 18:00|
이디야커피 사당역점|서울 동작구 동작대로7길 100 1층|매일 08:00 ~ 23:20|02-521-6282
카페힐|서울 동작구 만양로2길 16 1층|월~토 09:00 ~ 21:00|
매니폴드|서울 동작구 상도로15길 3 2층|매일 12:00 ~ 22:00|0507-1371-0943
메가MGC커피 남성역점|서울 동작구 사당로12길 2 1층||02-525-5677
콘레드커피 노량진1호점|서울 동작구 만양로14가길 4 1층||02-822-6804
공미학루프앤테라스 상도점|서울 동작구 양녕로 274||02-822-1628
틱택커피|서울 동작구 대림로 16 1층|화~일 10:00 ~ 21:00|070-4577-7906
개러지로스터|서울 동작구 상도로37길 39 1층|월~금 08:00 ~ 19:00|0506-881-1590
이디야커피 노량진드림스퀘어점|서울 동작구 노들로2길 7 드림스퀘어 복합질딩 C동 1층 113호|매일 09:00 ~ 22:00|02-3280-2003
단골커피|서울 동작구 등용로14길 61 1층|영업시간 월~금 08:00 ~ 18:00|
지지엔엔 베이크샵|서울 동작구 만양로8길 50 우성아파트상가 009호|목~토 11:00 ~ 20:00|070-8667-3151
아무르|서울 동작구 사당로16길 75 1층|월~금 08:00 ~ 21:00|0507-1336-8828
오월이구|서울 동작구 여의대방로54길 14 경준빌딩 201호|월~금 10:00 ~ 20:30|010-5708-0529
에이바우트커피 이수점|서울 동작구 동작대로27가길 12|매일 08:30 ~ 23:00|
이디야커피 흑석역점|서울 동작구 현충로 100-1 2층|월~금 08:00 ~ 21:00|02-813-0456
달콤커피 이수역점|서울 동작구 동작대로 101 1층||
카페 익스큐즈미|서울 동작구 상도로 3 101호|영업시간 매일 09:00 ~ 18:00|02-813-0578
이디야커피 해군회관점|서울 동작구 여의대방로 194 1층|매일 08:00 ~ 23:00|02-814-7472
썸머스테어|서울 동작구 사당로 305 3층|매일 12:00 ~ 22:00|
매머드커피 상도역점|서울 동작구 양녕로 272 1층|월~금 08:00 ~ 22:00|02-6053-4019
더쌍화커피 사당점|서울 동작구 동작대로29가길 26 1층||02-533-5498
셜록홈즈 노량진점|서울 동작구 만양로 102-2 지하1층||02-827-0054
이디야커피 상도역점|서울 동작구 상도로 277 1층|월~금 07:30 ~ 22:00|02-3280-0627
이디야커피 대방역점|서울 동작구 노량진로 24 한신빌딩 1층|월~금 07:30 ~ 22:00|02-811-0740
커피팩토리쏘 공장점|서울 동작구 등용로14길 71 수동빌딩 1층|월~토 07:00 ~ 21:00|02-814-5501
24시 무인카페 만월경 상도점|서울 동작구 상도로54길 38 1,2층|매일 00:00 ~ 24:00|010-7512-0519
크로플스루|서울 동작구 사당로20길 64 경현타워 1층 101호|월,수,목,금,토,일 12:00 ~ 22:00|0507-1328-0138
공차 이수점|서울 동작구 동작대로27길 14 1층|매일 08:00 ~ 22:00|02-532-6744
이수커피|서울 동작구 동작대로23길 13 1층|월~금 08:00 ~ 22:00|070-4307-2522
카페봄봄 숭실대점|서울 동작구 사당로 18-1|매일 08:00 ~ 21:00|02-816-6700
린도|서울 동작구 사당로 251 1층|월,목,금,토,일 12:30 ~ 20:00|
LP음악카페쎄시봉|서울 동작구 동작대로 43 2층|영업시간 월~토 18:30 ~ 01:00|02-2055-0300
다정한책방|서울 동작구 동작대로9가길 32 1층|수~일 13:00 ~ 21:00|02-6952-1025
단정|서울 동작구 상도로15길 104 1층 102호|화~일 11:00 ~ 01:00|02-821-0025
모녀당|서울 동작구 양녕로 272 2층|수~일 10:00 ~ 22:00|010-9191-7744
이공커피|서울 동작구 서달로 151 1층|매일 08:00 ~ 22:00|02-826-9194
빽다방 신대방삼거리점|서울 동작구 국사봉1길 28 1층|월~토 08:00 ~ 21:00|02-825-5077
쥬씨 노량진점|서울 동작구 노량진로 143|매일 11:00 ~ 24:00|
더벤티 장승배기역점|서울 동작구 상도로 180 1층|월~금 09:00 ~ 22:00|02-3280-8003
빽다방 상도e편한점|서울 동작구 만양로 6 상도노빌리티 1층 106호|매일 08:00 ~ 21:00|02-817-5588
이디야커피 신대방삼거리점|서울 동작구 상도로 78 1층|매일 08:30 ~ 22:30|02-811-0373
컴포즈커피 중앙대점|서울 동작구 흑석로 109 1층|매일 08:00 ~ 22:00|02-825-1210
컵오브컴포트|서울 동작구 상도로 283-2 2층|월~토 10:00 ~ 23:00|0507-1340-1154
컴포즈커피 사당임하빌딩점|서울 동작구 남부순환로 2061 1층|월~금 08:00 ~ 23:00|02-598-6644
커피나무 숭실대점|서울 동작구 상도로61길 65 1층|월~금 10:00 ~ 22:00|02-811-0799
키키버터|서울 동작구 동작대로9길 55-1 1층|월,화,목,금,토,일 11:00 ~ 20:00|010-7553-5332
메가MGC커피 동작남성점|서울 동작구 사당로 243 1층|매일 08:00 ~ 23:00|02-3481-2929
컴포즈커피 이수총신대점|서울 동작구 동작대로27길 16-7 1층|월~금 08:00 ~ 22:00|02-592-5945
메가MGC커피 중대후문점|서울 동작구 흑석로 21 복흥빌딩 1층|매일 07:30 ~ 20:30|02-812-3198
브라보커피|서울 동작구 여의대방로24길 72 2층|영업시간 월~금 11:00 ~ 15:00|
랄프|서울 동작구 동작대로25길 34||
액션커피|서울 동작구 서달로15길 23 한신빌딩 1층 4호|월~토 11:00 ~ 21:00|010-5258-0609
커피집도씨|서울 동작구 여의대방로22길 121|매일 09:00 ~ 23:00|
카페쓰루|서울 동작구 사당로26길 28 1층 101호|월~토 10:00 ~ 19:30|070-7797-9777
사임당갤러리카페|서울 동작구 동작대로39가길 89||02-595-1232
컵넛 중앙대점|서울 동작구 흑석로 97-1 1층|월~금 07:30 ~ 22:00|02-3280-0566
부강탕 더플라잉팬|서울 동작구 상도로34길 7 1층|매일 10:30 ~ 22:00 · 휴게시간 매일 15:00 ~ 16:00|02-590-2488
노핸들|서울 동작구 동작대로9길 52 1층 101호|매일 08:00 ~ 22:00|010-5092-0348
카페커스 이수점|서울 동작구 동작대로27가길 6 3층|매일 11:30 ~ 01:30|
컴포즈커피 이수중앙점|서울 동작구 사당로 283 1층|월~금 07:00 ~ 22:00|02-535-1736
담꽃|서울 동작구 현충로 164 2층|매일 11:00 ~ 20:40|0507-1437-2979
메가MGC커피 성대시장점|서울 동작구 성대로 13 1층|매일 10:00 ~ 21:00|02-813-7077
카페우붓|서울 동작구 장승배기로10길 130 상도더샾아파트 B동상가 2층 205호|매일 09:00 ~ 08:00|070-8880-8266
커스텀 요거트|서울 동작구 흑석로 91 1층|월~금 11:00 ~ 20:30|0507-1392-8674
비엔|서울 동작구 만양로14다길 17 1층|매일 07:00 ~ 21:00|
컴포즈커피 노량진점|서울 동작구 노량진로16길 22 1층||
앳더스크|서울 동작구 사당로29가길 32 1층 102호|화~일 12:30 ~ 21:00|
커피나무 노량진학원점|서울 동작구 만양로14길 44|월~금 07:30 ~ 23:00|02-3280-2225
베브릿지 중앙대점|서울 동작구 흑석로9길 4|월~금 08:00 ~ 23:00|02-823-7966
에딕티이즈|서울 동작구 동작대로27길 62 1층|월,화,목,금,토,일 10:00 ~ 22:00|
이디야커피 노량진CTS점|서울 동작구 노량진로 110 1층|월~금 07:00 ~ 21:00|02-814-7475
커피온리 숭실대점|서울 동작구 사당로 20 1층|월~금 08:00 ~ 22:10|070-7703-0901
제이스커피나무|서울 동작구 사당로30길 43||
이디야커피 총신대점|서울 동작구 사당로16가길 96 1,2층|매일 09:00 ~ 22:00|02-587-8880
컴포즈커피 성대시장점|서울 동작구 성대로2길 5-1 1층|매일 08:00 ~ 22:00|02-813-8906
익스큐즈미|서울 동작구 양녕로 274|매일 09:00 ~ 20:00|02-813-0578
바나프레소 보라매역점|서울 동작구 여의대방로 140 1층|월~금 07:00 ~ 23:00|070-8998-8982
st535로스터리카페|서울 동작구 상도로30길 40 상가 106호|영업시간 월~금 07:00 ~ 18:00|02-2645-8977
이수살롱|서울 동작구 동작대로29길 53 2층|화~토 11:00 ~ 21:00|
와이든커피|서울 동작구 여의대방로26길 73|월,화,수,목,토,일 10:00 ~ 21:00|
초코다방|서울 동작구 사당로16가길 71 1층|매일 11:00 ~ 23:00|
퍼시브커피|서울 동작구 동작대로17길 9 1층|화~토 11:00 ~ 22:00|02-4429-1124
카페제페토|서울 동작구 남부순환로 2019 경신빌딩 1층|화~금 10:30 ~ 21:30|02-3472-2610
감성커피 이수역점|서울 동작구 동작대로25길 6 1층|화,목,금,토 09:00 ~ 22:00|02-3478-9995
카페빌리지|서울 동작구 상도로67길 19 1층||070-8777-1056
비트박스 디즈팩트리 사당|서울 동작구 동작대로13길 17 나동 1호|매일 00:00 ~ 24:00|1661-1167
발아커피|서울 동작구 동작대로7길 87|매일 11:00 ~ 22:30|
쉬즈베이글 사당점|서울 동작구 사당로13길 31 상가 3-1호|매일 08:00 ~ 22:00|02-533-8676
컴포즈커피 노량진2동점|서울 동작구 노량진로12길 8|매일 07:00 ~ 22:00|02-6956-1323
장승배기로164|서울 동작구 장승배기로 164 원남빌딩 가동 1층|화~토 11:00 ~ 24:00 · 휴게시간 화~토 15:00 ~ 18:00|02-1640-0000
더플롯커피|서울 동작구 보라매로5길 43 보라매삼성쉐르빌 1층 111호|월~금 07:00 ~ 23:00|
백억커피 신대방삼거리점|서울 동작구 성대로 43|매일 00:00 ~ 23:59|
텐퍼센트커피 보라매타운점|서울 동작구 보라매로5길 43 삼성쉐르빌 101-2호|월~금 07:30 ~ 20:30|02-833-3950
카페마인드어스|서울 동작구 사당로23길 112 래미안로이파크 후면상가 B107호|매일 08:30 ~ 21:00|02-594-0087
이디야커피 대림성모점|서울 동작구 시흥대로 658 1층|월~금 07:30 ~ 22:00|02-833-9829
이디야커피 중앙대점|서울 동작구 흑석로 79 1층|월~토 08:00 ~ 23:00|02-813-5660
이디야커피 보라매점|서울 동작구 보라매로5가길 16 보라매아카데미타워 1층 101-7호|월~금 07:30 ~ 22:30|02-836-1013
콜리브리|서울 동작구 여의대방로24길 22 1층||
엔제리너스 GS이수역D/I점|서울 동작구 동작대로 135 1,2층|매일 09:00 ~ 22:00|02-599-0422
텐퍼센트커피 이수역점|서울 동작구 동작대로29길 36 1층 103,104호|월~금 08:00 ~ 20:30|
더벤티 노량진점|서울 동작구 노량진로16길 31 1층|월~토 07:00 ~ 24:00|02-813-6866
커피팩토리쏘 본점|서울 동작구 노량진로 196 JH빌딩 1층|매일 00:00 ~ 24:00|
24시무인셀프카페 사당점|서울 동작구 동작대로35길 21|매일 06:00 ~ 24:00|
이디야커피 보라매공원점|서울 동작구 여의대방로 90 1층|매일 08:00 ~ 22:00|02-845-2299
바모스|서울 동작구 신대방길 9 1층|월~금 08:00 ~ 21:00|
피에스타 7커피 남성역점|서울 동작구 사당로16가길 54 1층||0507-0289-3241
베러먼데이커피 노량진점|서울 동작구 노량진로14길 29 1층|월~금 07:00 ~ 20:00|02-6448-9888
카페 노량|서울 동작구 만양로 90 1층|화~금 08:00 ~ 21:30|
딥다이브|서울 동작구 사당로 302||02-588-2104
일리카페 보라매점|서울 동작구 보라매로5길 15 전문건설회관 1층|월~금 08:00 ~ 20:30|02-3284-1282
와이에필로그|서울 동작구 여의대방로24다길 61 더포레 1층 101호||
베이비카페 카리스|서울 동작구 보라매로5가길 16||070-4223-6959
매머드익스프레스 중앙대후문점|서울 동작구 흑석로 25 1층|매일 08:00 ~ 22:00|070-7622-0928
더쌍화커피 남성역점|서울 동작구 사당로 253-3 1층|매일 10:00 ~ 21:00|02-2088-2314
서브젝트|서울 동작구 상도로30길 71 1층|매일 10:00 ~ 20:00|
페이브베이커리 흑석점|서울 동작구 서달로14가길 1|매일 09:00 ~ 21:40|
에버에버에프터|서울 동작구 상도로61가길 6 1층||
감성커피 남성역점|서울 동작구 사당로 192 2층|매일 07:30 ~ 22:00|02-585-7737
하우스공감|서울 동작구 여의대방로22아길 54 1층 101호|영업시간 매일 09:30 ~ 17:00|
빽다방 숭실대점|서울 동작구 사당로 10 지하1층|월~금 08:30 ~ 21:00|02-3280-3910
카페인중독 상도점|서울 동작구 성대로29길 61 1층|매일 11:00 ~ 02:00|02-3280-1928
트립티|서울 동작구 노량진로 10 스페이스살림 1,2층|매일 07:00 ~ 21:00|
MIXUE 중앙대점|서울 동작구 흑석로 90 1층|매일 10:30 ~ 22:30|
카페오월|서울 동작구 성대로1길 21 1층 2호|영업시간 월~금 08:30 ~ 18:00|02-822-9020
공차 보라매공원점|서울 동작구 여의대방로 88 1층|매일 09:00 ~ 23:00|02-849-8482
카페인중독 대방점|서울 동작구 대방동27길 36 1층|매일 08:00 ~ 24:00|070-4833-9813
마미파이 사당점|서울 동작구 동작대로17길 20|매일 10:00 ~ 21:00|
백억커피 이수역점|서울 동작구 동작대로29가길 23 1층|매일 08:00 ~ 02:00|
아마스빈 보라매점|서울 동작구 여의대방로 86-1|월~금 08:40 ~ 21:30|02-848-1422
커피집|서울 동작구 상도로30길 40 1층 116호|월~금 08:00 ~ 23:00|02-814-1232
카페 모닥불|서울 동작구 상도로19길 7 1층|월~금 09:00 ~ 20:00|070-4248-3006
치키차카초코 사당이수점|서울 동작구 사당로 276 성보빌딩 1층|화~일 09:00 ~ 23:00|0507-1355-2533
안녕 해돋이|서울 동작구 동작대로29길 29|매일 10:00 ~ 20:00|070-8648-2921
카페커피상상|서울 동작구 만양로14가길 7 1층||
푼|서울 동작구 동작대로17길 14-2 1층 101호|월,수,목,금,토,일 11:00 ~ 21:00|0507-1344-2593
카페필림|서울 동작구 흑석로 8-1 1층||
앞마당커피|서울 동작구 성대로1길 24 1층|매일 09:00 ~ 22:00|
핸드픽트호텔 볼룸|서울 동작구 상도로 120 지하1층|매일 09:00 ~ 22:00 · 휴게시간 매일 15:00 ~ 16:00|02-2229-5492
