카페명|주소|영업시간|전화번호
투썸플레이스 파인애비뉴점|서울 중구 을지로 100 파인에비뉴 B동 1층 105~107호|월~금 07:00 ~ 23:00|02-6031-0029
링링|서울 중구 청구로8길 35 1층|화,수,목,일 13:00 ~ 20:00|070-7774-9110
하우스커피앤디저트|서울 중구 필동로1길 30|매일 08:00 ~ 23:00|
옵튼|서울 중구 만리재로 205-1 1층|월~금 11:00 ~ 22:30|
Lucky Ducky 러키더키|서울 중구 명동9길 16 1층|매일 09:00 ~ 21:00|02-752-0092
스타벅스 명동중앙로점|서울 중구 명동길 60|월~금 07:00 ~ 22:00|1522-3232
카페드파리 명동2호점|서울 중구 명동4길 26 2-4층|매일 11:00 ~ 23:00|
스타벅스 명동입구점|서울 중구 남대문로 68-1|월~금 07:30 ~ 22:00|1522-3232
커피빈 동대입구역점|서울 중구 동호로24길 11|월~목 07:00 ~ 22:30|02-2264-8247
카페마마스 센터원점|서울 중구 을지로5길 26 센터원빌딩 1층|매일 10:00 ~ 20:30|02-6030-8979
레더라 SFC점|서울 중구 세종대로 136 서울파이낸스센터 지하1층 112호|월~금 09:00 ~ 22:00|02-3789-3245
스타벅스 대우재단빌딩점|서울 중구 퇴계로 18|월~토 07:00 ~ 21:00|1522-3232
폴바셋 을지로파인에비뉴점|서울 중구 을지로 100 A동|월~금 07:00 ~ 22:00|02-6031-5110
스타벅스 동대입구역점|서울 중구 장충단로 166|월~금 07:00 ~ 21:00|1522-3232
퀸즈베이커리카페|서울 중구 남대문로 30|월~토 08:00 ~ 21:00|02-757-6543
카페 해피치|서울 중구 마른내로 141 동대문역사문화공원역 6번출구 건너편|월~토 11:30 ~ 19:00|010-5775-3753
스타벅스 약수역점|서울 중구 다산로 129|월~금 07:00 ~ 21:00|1522-3232
스타벅스 한국프레스센터점|서울 중구 세종대로 124 Hi 1층|월~금 07:00 ~ 22:00|1522-3232
이시이|서울 중구 다산로14길 12|월~토 11:00 ~ 23:00|
카페돌담콩|서울 중구 덕수궁길 9 1층|월~금 08:00 ~ 21:00|02-777-7728
더설 약수본점|서울 중구 동호로10길 16 1층|월~토 11:00 ~ 22:00|02-508-7708
스타벅스 서소문로점|서울 중구 서소문로 120|월~금 07:00 ~ 22:00|1522-3232
공간갑|서울 중구 수표로 48-8 1~2층|매일 11:45 ~ 21:50|02-2261-4568
폴바셋 코리아나호텔점|서울 중구 세종대로 135 코리아나호텔 1층|월~금 08:00 ~ 22:00|02-730-9455
스타벅스 명동길점|서울 중구 명동10길 41|월~금 08:00 ~ 22:00|1522-3232
북해빙수|서울 중구 다산로47길 28 세원빌딩 1층|월,화,수,목,금,일 00:00 ~ 24:00|02-2235-1005
마호가니 SFC점|서울 중구 세종대로 136 서울파이낸스센터 지하2층|월~금 08:00 ~ 21:00|02-776-0010
투썸플레이스 서울시청점|서울 중구 무교로 6 금세기빌딩 1층 101호|월~금 08:00 ~ 21:30|02-778-5611
세라젬웰카페 서울왕십리직영점|서울 중구 마장로 119|매일 11:00 ~ 20:00|02-2237-0325
전광수커피하우스 명동성당점|서울 중구 명동길 66 카톨릭회관 신관 지하1층 102호|월~금 10:00 ~ 20:40|02-778-0598
그라운드125|서울 중구 동호로14길 7|월~금 08:00 ~ 22:00|02-2252-1250
스타벅스 을지로4가역점|서울 중구 을지로 170 118,119,202호|월~금 07:00 ~ 22:00|1522-3232
라이크디즈1601|서울 중구 서소문로 116 유원빌딩 1601호|매일 10:00 ~ 19:00|02-3280-1404
테라로사 청계광장지점|서울 중구 청계천로 8 1층|월~금 07:30 ~ 21:00|
스타벅스 신당역점|서울 중구 퇴계로 385 1층|월~금 07:00 ~ 22:00|1522-3232
오버트 약수점|서울 중구 동호로 220 1층|월~금 08:00 ~ 21:00|
스타벅스 중구저동점|서울 중구 수표로 34|월~금 07:00 ~ 21:00|1522-3232
폴바셋 서대문역점|서울 중구 서소문로9길 41-10|월~금 08:00 ~ 21:00|02-779-6441
스타벅스 동대문두타점|서울 중구 장충단로 275 두산타워빌딩 2층|매일 10:30 ~ 23:00|1522-3232
드로우 에스프레소바|서울 중구 청파로 453 1층|월~금 07:00 ~ 18:00|02-6404-8950
투썸플레이스 명동대연각타워점|서울 중구 퇴계로 97 고려대연각타워 1층|월~금 07:00 ~ 23:00|02-318-2388
스타벅스 서울타워점|서울 용산구 남산공원길 105 YTN서울타워 1층|월~금 10:00 ~ 19:00|1522-3232
투썸플레이스 서소문점|서울 중구 서소문로 135 연호빌딩 1층|월~금 07:00 ~ 23:00|02-773-2388
엔제리너스 명동점|서울 중구 명동3길 10 1,2층|매일 08:00 ~ 21:00|02-756-4391
메가MGC커피 동대문점|서울 중구 장충단로13길 13 상건빌딩 1층|월,화,수,목,일 07:00 ~ 24:00|02-2269-0620
알레그리아 광화문케이스퀘어시티점|서울 중구 청계천로 24 케이스퀘어시티 1층 103호|월~금 08:00 ~ 20:30|02-6466-7188
스타벅스 을지로2가점|서울 중구 삼일대로 358|월~금 07:00 ~ 22:00|1522-3232
가배도 남대문시장점|서울 중구 남대문로 11 1,2층|월~금 08:00 ~ 21:00|
콘웨이커피|서울 중구 다산로11길 13 1층 101호|월~금 08:30 ~ 22:00|070-8648-1109
다락|서울 중구 덕수궁길 15 서울시청 서소문별관|월~금 09:00 ~ 21:00|02-2133-1125
가배도 명동점|서울 중구 퇴계로18길 10 1층|매일 11:00 ~ 21:00|
카페 구할구|서울 중구 퇴계로20길 73|매일 10:00 ~ 21:00|02-3789-5953
원형들|서울 중구 창경궁로1길 38 4층|월~토 14:00 ~ 21:00|070-7537-3216
설빙 명동점|서울 중구 명동3길 27 2층|매일 11:00 ~ 22:00|02-774-7994
커피공장|서울 중구 동호로 186-5|매일 08:00 ~ 24:00|02-2269-9000
스타벅스 청계크리스탈스퀘어점|서울 중구 청계천로 106 1층|월~금 07:00 ~ 22:00|1522-3232
스타벅스 을지로한국빌딩점|서울 중구 을지로 50 1층|월~금 07:00 ~ 22:00|1522-3232
투썸플레이스 약수역점|서울 중구 다산로 111 한미빌딩 1층|월~금 08:00 ~ 23:00|02-2232-0306
폴바셋 서소문점|서울 중구 서소문로 124 씨티스퀘어 1층|월~금 08:00 ~ 21:00|02-772-9830
마호가니 광화문 케이스퀘어시티점|서울 중구 청계천로 24 1층|월~금 07:30 ~ 22:00|02-6466-7177
로티보이 앤 비반트|서울 중구 마른내로 11-12 1층|영업시간 월~금 07:00 ~ 16:30|02-2269-3698
스타벅스 명동역점|서울 중구 퇴계로 101|월~금 07:00 ~ 21:30|1522-3232
미스터힐링 명동역본점|서울 중구 명동10길 36 3층|월~목 10:40 ~ 19:30|02-3789-4690
투썸플레이스 충무로역점|서울 중구 퇴계로 206 동인빌딩|매일 07:00 ~ 22:30|02-2275-2388
연남방앗간 서울역점|서울 중구 통일로 1|월~금 09:00 ~ 20:00|070-4190-5200
하이디하우스|서울 중구 다산로14길 17|월~토 09:00 ~ 22:00|02-2233-4107
투썸플레이스 명동역점|서울 중구 퇴계로18길 13 1층|매일 08:00 ~ 23:30|02-775-3216
스타벅스 연세세브란스점|서울 중구 통일로 10|월~금 07:00 ~ 21:00|1522-3232
크림시크|서울 중구 명동7길 13 1층|매일 10:00 ~ 22:40|02-779-9271
하이디하우스 성곽점|서울 중구 동호로17길 101 1층|월~토 10:00 ~ 19:00|010-2302-3339
스타벅스 회현역점|서울 중구 퇴계로 72 리더스뷰남산 1층|월~금 07:00 ~ 21:00|1522-3232
스타벅스 무교동점|서울 중구 무교로 21 코오롱빌딩 1층|월~금 07:00 ~ 22:00|1522-3232
스타벅스 태평로점|서울 중구 세종대로 72 대영빌딩 1층|월~금 07:00 ~ 22:00|1522-3232
사주카페샤프|서울 중구 명동2길 53 홍방빌딩 3층 303호|매일 11:00 ~ 22:30|02-776-1378
스타벅스 대한극장점|서울 중구 퇴계로 212 1,2층|월~금 07:00 ~ 20:00|1522-3232
폴바셋 페럼타워점|서울 중구 을지로5길 19 페럼타워 1층|월~금 07:30 ~ 21:00|02-6353-8991
노보텔앰배서더 서울동대문호텔&레지던스 고메바|서울 중구 을지로 238 20층|월~토 07:00 ~ 24:00|02-3425-8102
스타벅스 숭례문북창점|서울 중구 세종대로12길 12|월~금 07:00 ~ 22:00|1522-3232
메가MGC커피 명동중앙우체국점|서울 중구 명동8나길 51 1~4층|월~금 08:00 ~ 20:00|02-318-1055
티프 동대문역사문화공원|서울 중구 퇴계로53길 6-17 지하1층|매일 12:00 ~ 21:00|02-2273-8922
섹터 커피 바|서울 중구 퇴계로 198 2층|월~금 10:00 ~ 22:00|070-8866-4887
투썸플레이스 을지트윈타워점|서울 중구 을지로 170|월~금 07:00 ~ 23:00|02-3706-7200
할리스 을지로입구점|서울 중구 명동3길 23|매일 09:00 ~ 23:00|02-318-6381
클래직|서울 중구 마른내로 62-1 2층|화~일 12:00 ~ 22:00|
스타벅스 소공로점|서울 중구 남대문로7길 19 삼영빌딩 1층|월~금 07:00 ~ 22:00|1522-3232
재해석|서울 중구 충무로2길 28 2층|월~토 12:00 ~ 22:00|010-8676-2415
할리스 태평로점|서울 중구 세종대로 64 해남빌딩 1층|목,금 07:30 ~ 24:00|02-755-7795
커피빈 명동거리점|서울 중구 명동10길 52 신한은행 명동역 사옥 1층|매일 07:00 ~ 24:00|02-522-7158
메가MGC커피 명동아르누보센텀점|서울 중구 명동7길 21 명동아르누보센텀 1층 103호|월~금 08:00 ~ 19:00|02-754-1002
스타벅스 시청점|서울 중구 을지로 19 삼성화재 삼성빌딩 1층|월~금 07:00 ~ 21:00|1522-3232
스타벅스 동국대점|서울 중구 서애로1길 11|월~금 08:00 ~ 20:00|1522-3232
가배도 시청점|서울 중구 세종대로 79 1-4층|월~금 07:00 ~ 21:00|
스타벅스 을지로내외빌딩R점|서울 중구 을지로 51 1층|월~금 07:00 ~ 20:00|1522-3232
스타벅스 을지로국제빌딩점|서울 중구 남대문로 109|월~금 07:00 ~ 22:00|1522-3232
리프커피|서울 중구 동호로 195-15 1층|월~금 08:00 ~ 22:00|010-2982-2026
김동훈커피&테라피|서울 중구 퇴계로 49 2층|매일 09:00 ~ 22:00|02-774-5967
미쉐 명동점|서울 중구 명동8길 20-1 1층|매일 10:30 ~ 23:00|
카페오름|서울 중구 동호로 222 인봉빌딩 1층|월~금 08:30 ~ 24:00|070-7797-3344
투썸플레이스 중구YTN점|서울 중구 세종대로5길 22 1층|월~금 07:30 ~ 22:00|02-3789-0506
원더브레드|서울 중구 수표로 17|월~금 08:00 ~ 19:00|02-2265-3009
비트포비아 명동점|서울 중구 명동10길 13 4층|매일 10:00 ~ 24:00|02-3789-8094
스타벅스 황학캐슬점|서울 중구 청계천로 400 이마트 1층|매일 10:00 ~ 21:00|1522-3232
엔제리너스 명동시티호텔점|서울 중구 삼일대로 362 1층|매일 07:00 ~ 22:00|02-6112-1055
펄시커피|서울 중구 동호로20길 34-57 1층|월~금 10:00 ~ 18:30|0507-1322-5302
스타벅스 동대문디자인플라자점|서울 중구 을지로 281 지하 2층|월~목 07:00 ~ 20:00|1522-3232
스타벅스 대한상공회의소R점|서울 중구 세종대로 39|월~금 07:00 ~ 20:00|
창가브런치앤와인|서울 중구 만리재로 199 2층|월~금 11:00 ~ 22:00|
솔커피숍|서울 중구 청계천로 160 세운청계상가 3층||02-2274-5505
투썸플레이스 충정로센트럴플레이스점|서울 중구 서소문로 50 1층|월~금 07:00 ~ 22:00|02-363-2377
백두강산|서울 중구 수표로 22-6 재복빌딩 3층|화,수,목,토 13:00 ~ 21:00|0507-1304-7061
투썸플레이스 서울역센트럴자이점|서울 중구 만리재로 175 401동 2층|월~토 09:00 ~ 21:00|02-363-5558
공차 시청점|서울 중구 을지로1길 15|월~금 08:00 ~ 22:00|02-3789-0455
공차 명동점|서울 중구 명동7길 12-1 1~3층|월~금 10:00 ~ 22:00|02-318-0760
스타벅스 무교로점|서울 중구 무교로 15|월~금 07:00 ~ 21:00|1522-3232
투썸플레이스 을지로입구역점|서울 중구 남대문로 92 한국전력공사 2층|월~금 07:00 ~ 23:00|02-6954-0788
스타벅스 숭례문점|서울 중구 세종대로 17 와이즈타워 1층|월~금 07:00 ~ 21:00|1522-3232
할리스 약수역점|서울 중구 다산로 114 1,2층|매일 07:00 ~ 23:50|02-2233-0866
할리스 충무로역점|서울 중구 퇴계로36길 2 1층|월~금 08:00 ~ 22:00|02-2268-8960
스카이켓 캣 카페|서울 중구 명동4길 2||
투썸플레이스 광화문역점|서울 중구 세종대로 135-9|월~금 07:00 ~ 22:30|02-720-2102
투썸플레이스 황학신당역점|서울 중구 퇴계로 447 아크로타워 1층|월~금 08:00 ~ 22:30|02-2231-9225
카페드리옹 장충점|서울 중구 장충단로 179|매일 08:30 ~ 23:00|
투썸플레이스 장충점|서울 중구 장충단로 187 1층|월~금 08:30 ~ 22:30|
블리스가든|서울 중구 필동로 16 1~2층|월~금 09:00 ~ 21:00|
스타벅스 을지로삼화타워점|서울 중구 을지로5길 16 1층|월~금 07:00 ~ 22:00|1522-3232
약수터|서울 중구 다산로8길 11 2층|월~목 10:00 ~ 24:00|010-4885-0374
메가MGC커피 서울시청점|서울 중구 다동길 34 1,2층 1,2호||02-3789-0656
펠트커피 청계천점|서울 중구 청계천로 14 1층|월~금 08:00 ~ 21:00|
빽다방 을지로입구역점|서울 중구 남대문로9길 10 1층|월~금 07:30 ~ 20:00|02-318-1770
공차 서울역점|서울 중구 한강대로 405 서울역사 지하 1층|매일 07:30 ~ 21:00|02-313-7750
K-SPOT 수국전망대 카페|서울 중구 남대문로5가 84-15 2층|매일 10:00 ~ 23:00|02-392-7222
스타벅스 명동메트로점|서울 중구 명동9가길 14 1층|월~금 07:30 ~ 22:00|1522-3232
파스쿠찌 센트로서울점|서울 중구 한강대로 416 서울스퀘어 1층|월~금 07:00 ~ 22:00|02-6456-8959
이유유커피|서울 중구 퇴계로88길 47 101호|월~금 08:00 ~ 22:00|070-7543-0598
투썸플레이스 서대문역바비엥점|서울 중구 통일로 114 1층|월~금 07:00 ~ 22:00|02-6399-1399
메가MGC커피 신당역점|서울 중구 퇴계로 434-1 1층|월~금 00:00 ~ 22:00|02-2237-2588
디카페 동대문점|서울 중구 마장로1가길 23 DWP 8층|월~목 08:30 ~ 23:00|02-2252-4648
스타벅스 충무로점|서울 중구 충무로 3|월~금 07:00 ~ 22:00|1522-3232
메가MGC커피 을지로입구역점|서울 중구 남대문로 112 1층 다호||02-722-0124
스타벅스 문화일보점|서울 중구 새문안로 22 문화일보 1, 2층|월~금 07:00 ~ 21:00|1522-3232
버드더카페|서울 중구 퇴계로18길 46|매일 10:00 ~ 21:00|02-777-0083
커피빈 을지로입구역점|서울 중구 남대문로10길 6 1,2층|월~금 06:30 ~ 23:00|02-752-3348
미오|서울 중구 충무로5길 22 지하1층|월~토 08:00 ~ 23:00 · 휴게시간 월~목 15:00 ~ 17:00|070-8146-3300
작은물|서울 중구 을지로16길 6 3층|화~일 13:00 ~ 22:00|
푸쉬커피 을지|서울 중구 을지로20길 24-15 1층|월~토 10:00 ~ 19:00|02-2273-7478
메가MGC커피 충정로역점|서울 중구 중림로 10 삼성사이버빌리지 상가1동 1층 104호|매일 10:00 ~ 21:00 · 휴게시간 월~금 12:00 ~ 14:00|02-393-1005
스타벅스 세종대로점|서울 중구 세종대로 135-5|월~금 07:00 ~ 20:00|1522-3232
메가MGC커피 명동중앙점|서울 중구 명동8가길 22 명동IB타워 1층|매일 10:00 ~ 21:00|02-3789-7570
설빙 충무로점|서울 중구 퇴계로 210 2층 3층|매일 10:00 ~ 23:00|02-2285-5516
빽다방 남대문시장점|서울 중구 퇴계로 37|월~금 06:30 ~ 18:00|02-772-9750
반지대학 명동캠퍼스|서울 중구 명동2길 52 대용빌딩 4층|월,화,목,금,토,일 10:30 ~ 21:00|02-3789-6620
스타벅스 숭례문SG타워점|서울 중구 세종대로 14|월~금 07:00 ~ 22:00|1522-3232
스타벅스 명동남산점|서울 중구 퇴계로 132|월~금 07:00 ~ 22:00|1522-3232
투썸플레이스 명동성당사거리점|서울 중구 마른내로 6 1~3층|월~금 07:00 ~ 22:00|02-2272-9353
포미스커피|서울 중구 서애로 14-1 지하1,1층|매일 10:30 ~ 19:00|
투썸플레이스 소공로북창점|서울 중구 세종대로14길 15 백영북창빌딩 1층|월~금 09:00 ~ 22:00|02-318-2956
다만프레르 SFC점|서울 중구 세종대로 136 서울파이낸스센터 지하1층 107호|월~금 08:00 ~ 22:00|
스타벅스 포포인츠명동점|서울 중구 삼일대로10길 36 1층|영업시간 월~금 07:00 ~ 17:00|1522-3232
빽다방 명동중앙우체국점|서울 중구 남대문로 58-1 1층|월~금 07:00 ~ 20:30|010-4259-3600
스타벅스 남산단암점|서울 중구 소월로 10 단암빌딩|월~금 07:00 ~ 20:00|1522-3232
투썸플레이스 청계천광교점|서울 중구 남대문로 120|월~금 07:00 ~ 22:00|02-2135-5622
커피방앗간|서울 중구 서소문로6길 34 성요셉아파트 4층 419호|월~금 07:30 ~ 18:30|010-3210-0453
커피빈 서울스퀘어점|서울 중구 한강대로 416 서울스퀘어 지하1층|월~금 07:00 ~ 21:30|02-6456-8907
메가MGC커피 명보사거리점|서울 중구 마른내로 42-1 1층|매일 08:00 ~ 22:00|02-2268-7192
스타벅스 서울중앙우체국점|서울 중구 소공로 70 포스트타워 1,2층|월~금 07:00 ~ 22:00|1522-3232
메가MGC커피 충무로역점|서울 중구 퇴계로 195 하니빌딩 1층 2, 3호|월~금 07:40 ~ 18:00|02-2272-8939
크리에잇쿠키 광화문SFC몰점|서울 중구 세종대로 136 서울파이낸스센터 지하2층 218호|월~금 08:00 ~ 21:00|02-3789-8710
제이브라운 약수점|서울 중구 동호로10길 6|월~금 08:00 ~ 23:00|02-755-8003
엔제리너스 청구역점|서울 중구 다산로 212 훈정빌딩 1층|매일 08:00 ~ 22:00|070-8282-0011
무네이카페&바|서울 중구 마른내로4길 11 2층|매일 12:00 ~ 21:00|070-7769-0331
폴바셋 한국경제신문사점|서울 중구 청파로 463 1층|월~금 08:00 ~ 18:00|02-362-9495
카다로그|서울 중구 을지로 105 이화빌딩 4층 401호|화~일 12:00 ~ 22:00|010-2547-1868
더피올라 플라워|서울 중구 장충단로 209 엠타워 1층|월~금 09:00 ~ 22:00|02-2272-8808
공차 명동역점|서울 중구 퇴계로 109 1층|월~금 08:00 ~ 23:00|02-754-7770
고호재|서울 중구 퇴계로36길 10|화~일 09:30 ~ 20:20|02-2266-9101
조앤더주스 현대시티아울렛동대문점|서울 중구 장충단로13길 20 1층|월~목 10:00 ~ 21:00|
헬카페뮤직|서울 중구 을지로27길 27 1층|매일 10:00 ~ 20:00|
이디야커피 약수역점|서울 중구 동호로 186-13 1층|월~금 08:00 ~ 22:30|070-7537-2553
카페동심|서울 중구 퇴계로20길 24 4층|월~토 10:00 ~ 19:00|02-774-7079
와글와글베이크샵|서울 중구 을지로 245 국립중앙의료원 NMC가든 1층|매일 08:00 ~ 20:00|
노스페이스카페 위드 보헤미안박이추커피공장|서울 중구 퇴계로 128 노스페이스 명동점 내 1층||
카페와일드덕|서울 중구 동호로15길 43 미래빌딩 지하1층|영업시간 매일 10:00 ~ 17:00|02-5555-5555
심플러 회현점|서울 중구 퇴계로 60 1층|월~금 07:30 ~ 22:00|
빽다방 태평로점|서울 중구 세종대로 82 1층|월~금 07:30 ~ 19:00|02-318-3323
카페 쉼표|서울 중구 퇴계로75길 11|월~금 08:00 ~ 22:00|02-2234-9998
신비안사주카페|서울 중구 명동8가길 6 3층 302호|월~금 13:00 ~ 22:20|010-3418-1148
스타벅스 순화동더샵점|서울 중구 칠패로 27 포스코더# A동 102호|월~금 07:00 ~ 19:00|1522-3232
페인트커피 을지로점|서울 중구 마른내로 103 1층 103호|월,화,목,일 10:00 ~ 21:00|
할리스 덕수궁점|서울 중구 세종대로 91 1,2층|월~토 08:00 ~ 23:00|02-6365-0143
메가MGC커피 서울만리점|서울 중구 만리재로 175 센트럴자이상가 402동 1층 104호|월~금 08:00 ~ 21:30|02-3147-2444
