카페명|주소|영업시간|전화번호
카페마마스 강남역점|서울 서초구 서운로 138 동아타워 1층 114호|월~금 08:00 ~ 21:30|02-584-1260
스타벅스 방배역점|서울 서초구 방배로 84|월~금 07:00 ~ 21:00|1522-3232
스타벅스 서초법원점|서울 서초구 서초대로 274 1층|월~금 07:00 ~ 22:00|1522-3232
투썸플레이스 양재매헌역점|서울 서초구 강남대로16길 3 양재디에스타워 1층|월~금 07:00 ~ 23:00|02-573-2389
스타벅스 이수역사거리점|서울 서초구 서초대로 3-4|월~금 07:00 ~ 21:00|1522-3232
제로월드 강남점|서울 서초구 서초대로73길 40||02-599-1661
카페릴리블랑|서울 서초구 양재천로19길 52 1층|월~금 08:00 ~ 22:00|
투썸플레이스 교보타워사거리점|서울 서초구 사평대로 368 중앙화촌빌딩 1층|월~금 07:00 ~ 23:00|02-595-2388
투썸플레이스 강남KI타워점|서울 서초구 강남대로69길 8 2층|목 08:00 ~ 02:00|02-593-2388
오뗄두스 서래점|서울 서초구 서래로10길 9|월~금 12:00 ~ 20:00|02-595-5705
핀카페|서울 서초구 서래로 8 1층|월~금 11:00 ~ 21:30|02-511-8620
폴바셋 서초본점|서울 서초구 사임당로 157 1층 101호|매일 08:00 ~ 21:00|02-3487-3730
스타벅스 서울아트센터점|서울 서초구 남부순환로 2395 호경빌딩 1층|월~금 07:00 ~ 21:00|1522-3232
에세스커피|서울 서초구 청룡마을4길 11-3 1층|매일 10:00 ~ 20:00|
클레어플레이스커피 양재1호점|서울 서초구 강남대로 148 1,2층|월~금 08:00 ~ 21:00|
스타벅스 서래마을입구점|서울 서초구 서래로 48|월~금 07:00 ~ 22:00|1522-3232
커피빈 강남역GT타워옆점|서울 서초구 서초대로73길 12 세계빌딩 1층|월~금 07:00 ~ 22:30|02-592-0053
스타벅스 서초역점|서울 서초구 반포대로 118 우림빌딩 1층|월~금 07:00 ~ 21:00|1522-3232
투썸플레이스 방배역점|서울 서초구 방배로 97 1층|매일 08:00 ~ 23:00|02-588-2366
룰커피|서울 서초구 반포대로7길 16 1층|영업시간 화~일 10:00 ~ 18:00|
스타벅스 서초구청점|서울 서초구 남부순환로 2557|월~금 07:00 ~ 21:30|1522-3232
스미스바니스페셜티커피1호 양재점|서울 서초구 마방로 20|월~금 08:00 ~ 22:00|02-577-8755
타이밍 뮤직바|서울 서초구 양재천로 135-4 1층 102호|월~금 17:00 ~ 02:00|02-575-1354
폴바셋 교대역점|서울 서초구 서초대로 287 석정빌딩 1층|월~금 08:00 ~ 22:00|02-3478-8310
투썸플레이스 양재역점|서울 서초구 강남대로 213 엘타워 1층|매일 08:15 ~ 21:30|02-529-0775
스타벅스 센트럴F1점|서울 서초구 신반포로 176|매일 07:00 ~ 22:00|1522-3232
스타벅스 강남대로논현R점|서울 서초구 강남대로85길 5|월~토 08:00 ~ 20:30|1522-3232
카페드리옹 케이크부띠끄 서래마을본점|서울 서초구 서래로7길 18 1층|월~토 09:00 ~ 23:00|02-599-0835
스타벅스 논현역점|서울 서초구 강남대로 557|월~금 07:00 ~ 21:00|1522-3232
스타벅스 강남에비뉴점|서울 서초구 서초대로77길 62 강남역아이파크 1층 B102~B105호|월~금 07:00 ~ 22:00|1522-3232
스타벅스 영동2교점|서울 서초구 논현로 139 대흥빌딩|월~금 07:00 ~ 21:30|1522-3232
엔터하츠|서울 서초구 동광로 11 빈센트빌딩 1층|매일 08:00 ~ 22:00|02-6402-1080
스타벅스 서초우성사거리점|서울 서초구 강남대로 343|월~토 07:00 ~ 22:00|1522-3232
커피빈 강남대로점|서울 서초구 강남대로 369 에이플러스에셋타워 1층|월~금 06:30 ~ 23:00|02-588-5778
스타벅스 하이브랜드점|서울 서초구 매헌로 16 하이브랜드 리빙관 101호|월~금 07:00 ~ 21:00|1522-3232
투썸플레이스 포이DI점|서울 서초구 마방로10길 2|월~금 07:00 ~ 22:00|02-573-8881
먼셀커피 신반포점|서울 서초구 신반포로 195 반포쇼핑타운 5동 1층 9~13호|화~일 10:00 ~ 23:00|
스타벅스 강남GT타워점|서울 서초구 서초대로 411 GT타워 1층|월~금 07:00 ~ 20:00|1522-3232
김씨부인|서울 서초구 사평대로26길 26-6 2층|월~토 13:00 ~ 19:00|02-532-5327
투썸플레이스 교대역점|서울 서초구 서초대로 304 1,2층|매일 08:00 ~ 20:30|02-584-3463
빽다방 신논현역점|서울 서초구 사평대로 367 수암빌딩 1층 101호|월~금 07:00 ~ 21:00|02-548-0410
심온|서울 서초구 양재천로 103-3 1층|월,수,목,금,토,일 12:00 ~ 22:00|02-6339-6667
어반아이트|서울 서초구 서초대로 261 서해빌딩 1층|월~금 11:00 ~ 19:00|02-537-5655
금옥당 서초점|서울 서초구 반포대로7길 13 1층|매일 11:00 ~ 20:00|02-583-6332
누뗀|서울 서초구 청계산로 119 지하1~2층|월,화,목,금,토,일 10:30 ~ 19:00|
스타벅스 강남대로신사점|서울 서초구 강남대로 595|월~금 07:00 ~ 22:30|1522-3232
커피빈 양재스포타임점|서울 서초구 강남대로 213 지하 1층 24호|월~금 06:30 ~ 22:00|02-578-6833
스타벅스 서초역이화빌딩점|서울 서초구 반포대로21길 3|월~금 07:00 ~ 20:00|1522-3232
투썸플레이스 사당역로데오점|서울 서초구 방배천로2길 5 1층|월,화,수,목,토,일 08:00 ~ 23:00|
살모스231|서울 서초구 마방로2길 33 1층|월~금 10:00 ~ 20:30|02-516-9141
투썸플레이스 내방역점|서울 서초구 서초대로 99|월~금 07:00 ~ 23:00|02-6954-0977
카페모호 방배점|서울 서초구 효령로33길 39 더파크908 1층|영업시간 월~금 08:00 ~ 17:00|070-4155-8800
파브리끄 양재점|서울 서초구 서운로6길 25 1층|월~금 08:00 ~ 21:00|070-7776-4536
세라젬웰카페 서울반포직영점|서울 서초구 서초중앙로 251 1층|매일 11:00 ~ 20:00|02-6949-0325
도버빌리지|서울 서초구 도구로9길 32 1층|화,수,목,일 10:00 ~ 20:00|02-533-2915
스타벅스 청계산입구역|서울 서초구 청계산로 203|매일 07:30 ~ 21:00|1522-3232
오우아|서울 서초구 방배천로6길 3-4 1층|월~토 11:00 ~ 22:00|02-6498-4998
동건S애견카페|서울 서초구 방배중앙로 157|화~일 12:00 ~ 23:00|02-533-8146
토다베이글 서초점|서울 서초구 반포대로14길 26 드림타워 1층|월~금 08:00 ~ 20:30|
스타벅스 교대법원점|서울 서초구 서초중앙로 164 1층|월~금 07:00 ~ 20:00|1522-3232
플랫오|서울 서초구 양재천로 103-1 알플러스빌딩 1층|수~토 11:30 ~ 21:00|02-6949-0299
스타벅스 방배점|서울 서초구 방배로 211|월~금 07:30 ~ 20:00|1522-3232
스타벅스 서초동점|서울 서초구 남부순환로339길 64 현우빌딩 1층|월~금 07:00 ~ 21:00|1522-3232
내곡숲|서울 서초구 홍씨마을길 5||070-8845-3364
화이트쇼콜라 양재점|서울 서초구 마방로2길 29|매일 08:00 ~ 22:00|
스타벅스 반포역점|서울 서초구 신반포로 257|매일 07:00 ~ 22:30|1522-3232
엘브로커피|서울 서초구 서초대로46길 93 앱콥파크빌딩 101호|월~금 08:00 ~ 22:00|02-588-8997
카페모차르트502|서울 서초구 남부순환로 2406 예술의전당 야외카페동 1층|화~일 10:00 ~ 21:00|02-522-4916
스타벅스 방배로점|서울 서초구 방배로 52|월~토 07:00 ~ 20:30|1522-3232
JW메리어트호텔서울 카페원|서울 서초구 신반포로 176 JW 메리어트호텔서울 1층|매일 08:00 ~ 20:00|02-6282-6737
투썸플레이스 이수역사거리점|서울 서초구 서초대로 2 이수파이브 1,2층|월~금 07:00 ~ 23:00|02-587-2226
커피빈 서초뱅뱅사거리점|서울 서초구 강남대로 267 2,3층|월~목 07:00 ~ 22:00|02-523-8841
시루와 앙꼬 디미방|서울 서초구 바우뫼로41길 74|월~금 09:00 ~ 19:00|02-6081-5242
메가MGC커피 교대역점|서울 서초구 서초중앙로 107 삼화빌딩 1층 102호|월~금 07:30 ~ 21:30|02-597-3365
티안|서울 서초구 서리풀길 21 1층 카페 티안|수~금 11:30 ~ 19:00|070-8801-2375
책그리고|서울 서초구 방배천로 132|월~금 09:00 ~ 21:00|070-4001-9587
할리스 교대역점|서울 서초구 반포대로30길 81 웅진타워 1층|월~금 07:00 ~ 24:00|02-521-8944
탐앤탐스 사당역점|서울 서초구 방배천로2길 10 JBI빌딩 1층|월,화,수,목,일 07:00 ~ 23:00|02-525-5949
스타벅스 내방역점|서울 서초구 방배로 184 1~2층|월~금 07:00 ~ 21:30|1522-3232
카페피노|서울 서초구 신흥말길 84 1층|매일 10:00 ~ 22:00|
스타벅스 서초파라곤점|서울 서초구 서초대로74길 29 서초파라곤 제1층 제106호|월~금 07:00 ~ 21:00|1522-3232
가배도 강남역점|서울 서초구 강남대로 405 통영빌딩 1층|매일 09:30 ~ 21:00|02-595-4542
에슬로우커피 시그니처점|서울 서초구 반포대로28길 33 1층|매일 07:30 ~ 23:00|0507-1327-6848
잔상|서울 서초구 언남1길 3 1층 101호|수~금 08:00 ~ 21:00|070-4150-8737
투썸플레이스 예술의전당점|서울 서초구 반포대로 34 로얄빌딩 1층|매일 08:00 ~ 22:30|02-582-4541
스퀘어가든|서울 서초구 서래로5길 26 1층|월~토 11:40 ~ 21:00|070-8888-5959
스타벅스 서초중앙로점|서울 서초구 서초중앙로 225 1,2층|월~토 07:00 ~ 22:00|1522-3232
아디스아바바|서울 서초구 서초중앙로22길 67|매일 09:00 ~ 23:00|
커피빈 서초우성점|서울 서초구 강남대로51길 1 511타워 1층|월~토 07:00 ~ 22:30|02-582-0158
투썸플레이스 반포효성점|서울 서초구 반포대로 235 효성빌딩 1층|월~금 07:30 ~ 21:00|02-534-2103
커피빈 뉴교보타워옆점|서울 서초구 강남대로 449-3 알고코리아빌딩 1,2층|월~금 07:00 ~ 22:30|02-591-5177
폴바셋 방배역점|서울 서초구 방배로 103 대명서리풀타워 1층|월~금 08:00 ~ 21:00|02-521-2723
메가MGC커피 강남중앙점|서울 서초구 서초대로77길 35 1층 102호|매일 10:00 ~ 21:00|02-533-0656
투썸플레이스 방배이수점|서울 서초구 서초대로1길 11 1, 2층|매일 08:00 ~ 22:00|070-4099-0780
빌리엔젤 방배점|서울 서초구 효령로 127 재우빌딩 1층|매일 09:00 ~ 20:30|02-582-3239
리퍼블릭 오브 블루|서울 서초구 방배로16길 10 1층|화~금 10:00 ~ 21:00|070-8717-8067
투썸플레이스 서초역점|서울 서초구 서초대로 254 오퓨런스빌딩 1층 102호|월~금 07:00 ~ 23:00|02-6250-3010
스타벅스 뉴코아강남점|서울 서초구 잠원로 69 킴스클럽 1층|월~금 07:00 ~ 22:00|1522-3232
브루잉이펙트|서울 서초구 청룡마을길 17-4 지하1층,1층|월,화,목,금,토,일 10:00 ~ 19:00|070-8808-1704
폴바셋 신세계백화점강남점|서울 서초구 신반포로 176 지하 1층|월~목 10:30 ~ 20:00|02-3479-1991
티하우스레몬 신반포점|서울 서초구 신반포로 194 서울고속버스터미널 경부영동선 상가동 2층 A-5호|매일 10:00 ~ 21:30|02-595-6209
카페온화 서초점(휴업중)|서울 서초구 반포대로 105 1층|월,화,수,목,금,토,일요일|02-585-8851
올데이브런치서비스|서울 서초구 양재천로21길 8|매일 11:00 ~ 22:00 · 휴게시간 매일 16:00 ~ 17:00|
스타벅스 방배다이치빌딩점|서울 서초구 방배로 114|월~금 07:00 ~ 22:00|1522-3232
히어커피|서울 서초구 강남대로10길 6 1층 101호|월~금 08:00 ~ 20:00|070-4012-1991
바나프레소 삼성타운점|서울 서초구 서초대로78길 26 1층|월~금 06:30 ~ 23:00|070-8998-8940
포비 강남점|서울 서초구 신반포로 지하 188 파미에스테이션 1층 106호|매일 08:00 ~ 22:00|02-6282-2250
메가MGC커피 논현역점|서울 서초구 사평대로55길 149 와이제이빌딩 1층 102호|월~금 07:30 ~ 22:00|02-541-5488
서래수|서울 서초구 동광로 95-6|월,수,목,금,토,일 10:00 ~ 23:30|
피노|서울 서초구 사평대로57길 39-1 1층|월~금 12:00 ~ 22:00|0507-0177-1994
앨리스프로젝트|서울 서초구 양재천로 107-4 1층|첫째,둘째,셋째 화,수,목요일|070-4233-0505
카페그린그린|서울 서초구 양재천로 73 광익빌딩 1층||070-7545-8894
파스쿠찌 교대메가스터디점|서울 서초구 서초중앙로22길 17 1층|월~금 07:30 ~ 22:50|02-3486-8497
파브360|서울 서초구 사평대로52길 12|월~금 08:30 ~ 21:00|02-3481-0326
더레스트|서울 서초구 헌릉로 164 민예빌딩 5층|월~목 09:00 ~ 19:00|010-4836-0405
어딕티브|서울 서초구 주흥15길 5 태평밸리 1층 102호|영업시간 화~일 12:00 ~ 17:00|02-6015-2468
코지리틀|서울 서초구 언남11길 20 노블레스 1층 101호|영업시간 월~금 08:30 ~ 17:00|02-571-0120
빽다방 강남역월드점|서울 서초구 서초대로77길 37 월드상가 104호|월~목 07:00 ~ 23:00|02-537-1519
하프커피 강남파미에스테이션점|서울 서초구 신반포로 지하 188 센트럴시티 반포천 복개주차장 2층 FP212호|매일 10:00 ~ 22:00|02-6282-3212
카페원더|서울 서초구 바우뫼로41길 88|월~토 09:00 ~ 22:00|02-575-4799
카페 드 요요|서울 서초구 남부순환로323길 33 지하1층 108호|월~금 09:00 ~ 20:30|02-525-9421
투썸플레이스 파이낸셜뉴스빌딩점|서울 서초구 강남대로 315 1층|월~금 07:00 ~ 22:00|
카페드리옹 서래마을입구점|서울 서초구 서래로 47 1층|매일 08:00 ~ 23:00|
앙띠크|서울 서초구 서초중앙로20길 14 1층|월~토 10:30 ~ 21:00|02-587-2253
비비스|서울 서초구 효령로27길 19 에코빌 1층 101호|매일 10:00 ~ 22:00|
가람커피로스터스|서울 서초구 본마을길 31 1층|영업시간 화~금 09:00 ~ 18:00|070-4123-3213
폴바셋 강남역삼성화재점|서울 서초구 강남대로 355 1층|월~금 07:00 ~ 22:00|02-588-2570
생각이나서|서울 서초구 청두곶길 4 1층|매일 11:00 ~ 23:00|02-525-1211
투썸플레이스 방배카페거리점|서울 서초구 방배중앙로 204 리첸시아 1층|화~금 07:00 ~ 23:00|02-537-3339
설빙 양재역점|서울 서초구 서운로6길 17 1층|매일 11:00 ~ 23:40|02-581-9192
메가MGC커피 양재시민의숲점|서울 서초구 동산로 3 1층|월~금 07:30 ~ 22:00|02-517-0656
A리셉션|서울 서초구 마방로 44-1 1층|월~금 08:00 ~ 20:00|070-8286-8999
메가MGC커피 서초우성점|서울 서초구 사임당로 174 강남미래타워 1층 106호||02-582-5550
파이브브루잉|서울 서초구 서초대로27길 15|매일 09:00 ~ 22:00|
달콤커피 교대역점|서울 서초구 서초중앙로 130 1층|매일 08:00 ~ 21:00|02-586-5857
고품격커피공장|서울 서초구 반포대로21길 17 1층|매일 08:00 ~ 21:00|070-7737-8899
커피빈 남부터미널역점|서울 서초구 서초중앙로 43 로얄타워 1층|매일 07:00 ~ 22:00|02-523-3671
엘리씨 커피|서울 서초구 동광로12가길 3 1층|월~금 08:00 ~ 22:00|02-533-5157
테이크잇|서울 서초구 방배천로2안길 27 2층|화~토 12:00 ~ 22:00|02-3473-8888
커피나무 방배역점|서울 서초구 효령로29길 23 1,2층|월~금 08:00 ~ 22:40|
공차 고속터미널점|서울 서초구 신반포로 194 부속상가 1층 18호|매일 07:00 ~ 21:30|02-535-9524
탐앤탐스 서울고사거리점|서울 서초구 효령로 183 혜성빌딩 1층|매일 08:00 ~ 23:00|02-584-4565
더서초|서울 서초구 서초대로40길 91||
고스트요거트 본점|서울 서초구 서초중앙로20길 37|월~금 10:00 ~ 19:30 · 휴게시간 월~금 14:00 ~ 15:00|02-523-8468
어니스크 방배점|서울 서초구 효령로25길 27 1층||02-521-0010
미니말레 커피뢰스터 교대점|서울 서초구 서초대로51길 15 신우빌딩 1층|월~금 08:00 ~ 19:00|070-4042-4239
파스쿠찌 에스프레소바 양재|서울 서초구 남부순환로 2620 1층|월~금 07:00 ~ 21:00|02-3462-8497
설빙 교대역점|서울 서초구 서초대로54길 24 로얄빌딩 2층|매일 10:30 ~ 22:30|02-522-8018
파티시안|서울 서초구 서초대로25길 37 1층|화~금 11:30 ~ 21:00|02-6326-1500
커피IT수다|서울 서초구 방배천로2안길 49|월~금 09:00 ~ 22:30|070-8810-4837
커피빈 교대법원점|서울 서초구 서초중앙로 156 1층|월~금 07:30 ~ 21:00|02-3664-7716
폴바셋 반포쌍동빌딩점|서울 서초구 고무래로 26 동관 1층|매일 08:00 ~ 21:00|02-3478-8530
까페라리 서초점|서울 서초구 서초중앙로2길 37 1층|월~토 10:00 ~ 22:00|02-598-5009
티플랜트|서울 서초구 동광로39길 46 4, 지하 1층|매일 11:00 ~ 20:00|
인사이터스코랩|서울 서초구 남부순환로358길 52 1층|영업시간 월~금 09:00 ~ 18:00|010-6485-2373
노아스로스팅 사당파스텔시티점|서울 서초구 방배천로 11 101호|월~금 09:00 ~ 22:30|02-3474-0514
할리스 논현역점|서울 서초구 신반포로 332 1층|월~금 09:00 ~ 22:00|02-515-1162
까페스텔라|서울 서초구 효령로2길 4 1층 104호|월~금 08:00 ~ 19:00|
세컨브레스|서울 서초구 양재천로 95-2 태영빌딩 1층|매일 10:00 ~ 24:00|02-575-9840
카페앳|서울 서초구 논현로 15|월~토 09:00 ~ 23:30|02-572-5950
줄리에뜨|서울 서초구 동광로 178|월,수,목,금,토 10:30 ~ 19:30|02-535-4002
로맨틱타임|서울 서초구 반포대로21길 34 1층|매일 09:00 ~ 21:00|02-587-6280
비스트로8818|서울 서초구 서초대로56길 18 지하1층,1층|월~금 11:30 ~ 22:00 · 휴게시간 월~금 15:00 ~ 18:00|02-6084-8818
매더커피갤러리|서울 서초구 효령로47길 15 1층|월~토 10:00 ~ 20:00|02-6404-1754
스템커피 강남점|서울 서초구 서초대로77길 5 1,2층|월,화,수,목,일 08:00 ~ 23:00|
커피빈 잠원논현역점|서울 서초구 신반포로47길 5 1~3층|월~금 07:00 ~ 22:00|02-541-7404
먼셀커피 서래마을점|서울 서초구 서래로6길 15|매일 12:00 ~ 21:00|02-533-7236
커피랑도서관 반포점|서울 서초구 고무래로 12 201호|매일 00:00 ~ 24:00|070-4274-1140
카페3|서울 서초구 남부순환로 2583 서희타워 1층|월~토 07:30 ~ 24:00|02-521-6356
폴바셋 교보문고강남점|서울 서초구 강남대로 465 교보타워 지하2층|월~금 09:30 ~ 21:00|02-3478-9010
마이쥬스 양재점|서울 서초구 바우뫼로37길 56|월~금 08:00 ~ 21:00|02-2056-2540
