카페명|주소|영업시간|전화번호
인디에어|서울 은평구 불광로2길 2 2층|월~토 11:00 ~ 24:00|02-6402-0909
알키미스타|서울 은평구 증산로 251 1층|매일 10:00 ~ 24:00|02-6080-5803
빈버드카페|서울 은평구 불광로 16 2층|매일 09:30 ~ 24:00|02-386-4737
세음 연신내점|서울 은평구 통일로 944-1 선호빌딩 1,2층|수~금 11:00 ~ 21:00|010-3069-2066
설빙 서울응암역점|서울 은평구 은평로 64 2층|매일 11:00 ~ 23:00|02-304-2029
비비드칩마카롱|서울 은평구 통일로75길 6-20|수~토 11:00 ~ 20:30|010-9433-5502
스타벅스 은평이마트점|서울 은평구 은평로 111 1층|매일 10:00 ~ 21:30|1522-3232
카페다르크|서울 은평구 불광천길 450 1층|매일 11:30 ~ 24:00|
다용도실|서울 은평구 연서로20길 17 1층|수~일 13:00 ~ 22:00|
메가MGC커피 구파발역점|서울 은평구 진관2로 29-21 드림스퀘어 1층 106호|매일 08:00 ~ 22:00|02-356-7096
메가MGC커피 불광역점|서울 은평구 통일로 745 1층||02-356-8444
연서의정원|서울 은평구 연서로 253-7|매일 11:00 ~ 22:00|
이룸커피프로젝트|서울 은평구 불광로 76 2층|화~일 11:00 ~ 20:00|0507-1398-6465
메르시몽프레|서울 은평구 통일로 870 M타워 지하1층|매일 11:00 ~ 22:00|070-7576-1332
해례커피|서울 은평구 응암로34길 10 1층 102호||
오핀 로스터리|서울 은평구 북한산로 234 1층|화~금 11:00 ~ 19:00|031-856-5555
스페이스헬레나|서울 은평구 진관길 4 2층|월~금 11:00 ~ 21:00|070-4122-1662
88스퀘어 서울|서울 은평구 연서로 522 1,2층|매일 10:00 ~ 20:00|010-4883-0865
진관사 연지원|서울 은평구 진관길 73|영업시간 매일 09:00 ~ 17:30|
이디야커피 연신내역점|서울 은평구 통일로 855-9 1층|월~금 08:00 ~ 22:30|02-357-3355
필구커피|서울 은평구 불광천길 442-29 1층|월,목,금,토,일 11:00 ~ 21:30|
프리롤|서울 은평구 진흥로 201 1층|월~금 08:30 ~ 22:00|02-2039-8833
브로슈어|서울 은평구 갈현로12길 4 1층||070-7622-3144
메가MGC커피 수색자이점|서울 은평구 수색로 217 DMC 자이1단지 1층 110, 111호|매일 09:00 ~ 22:00|02-309-3838
유토피아룸카페|서울 은평구 연서로27길 16-8 2층||
찰스커피컴퍼니|서울 은평구 응암로22길 5-6|월~금 10:00 ~ 19:00|02-384-8944
웅차|서울 은평구 갈현로1길 7-1 1층 101호|화,목,금,토 12:00 ~ 22:00|010-2750-2571
메가MGC커피 역말사거리점|서울 은평구 역말로 49 파빌리안 1층 101호|월~금 09:00 ~ 23:00|02-6487-6570
프롬하츠커피 응암점|서울 은평구 응암로 278 1층|매일 08:00 ~ 22:00|02-388-7445
팥장군|서울 은평구 연서로 150|매일 10:30 ~ 22:00|02-358-8458
녹음커피바|서울 은평구 녹번로6길 5-24 다원빌딩 1층|월~금 11:00 ~ 20:00|
알렉스|서울 은평구 통일로85길 11 1층|월,화,목,금,토,일 12:00 ~ 21:00|010-4202-1590
카페크림 새절역점|서울 은평구 가좌로9길 26 1층||
설빙 연신내점|서울 은평구 연서로29길 3 2층|매일 10:00 ~ 23:00|02-2088-0710
닷닷닷2|서울 은평구 연서로27길 21 1층|월~금 10:00 ~ 03:00|010-3903-6773
메가MGC커피 불광시장점|서울 은평구 진흥로 158 1층|매일 07:30 ~ 22:30|02-354-1009
쿠디8|서울 은평구 연서로25길 6-15|월~금 16:00 ~ 01:00|070-7680-8837
메가MGC커피 은평대림시장점|서울 은평구 응암로 174 1층|매일 09:30 ~ 21:30|02-6053-3035
북한산카페|서울 은평구 대서문길 36|화~일 10:30 ~ 18:00|
카페포크|서울 은평구 서오릉로 149-17 1층|월~금 10:00 ~ 21:00|070-7543-0585
미스터힐링 연신내역점|서울 은평구 연서로29길 7-2 3층|월,수,목,금,토,일 13:00 ~ 21:00|02-356-9811
티브비|서울 은평구 응암로21가길 29 1층|매일 07:00 ~ 22:00|
로맨티카|서울 은평구 연서로 532 1층|매일 11:00 ~ 22:00|02-6929-3853
카페연서|서울 은평구 은평로 57-1 1층|월,수,목,금,토,일 10:00 ~ 23:00|
메가MGC커피 은평신사점|서울 은평구 갈현로 44 영암빌딩 1층|매일 10:00 ~ 22:00|02-356-6615
메가MGC커피 불광중앙점|서울 은평구 통일로 708 1~3층|매일 08:00 ~ 22:00|02-356-9071
메가MGC커피 응암이마트점|서울 은평구 은평로 98 1층|월~금 08:00 ~ 22:30|02-356-6234
메가MGC커피 은평뉴타운점|서울 은평구 진관3로 21 은평뉴타운엘크루 상가 101동 1층 117호||02-356-6590
대림커피|서울 은평구 연서로29길 19 금화빌딩 2,3층|매일 12:00 ~ 23:00|010-2253-8116
메가MGC커피 은평신사고개점|서울 은평구 가좌로 318 1층|매일 08:00 ~ 22:00|02-304-5453
이심전심|서울 은평구 응암로 298 진흥펠리체아파트 102호|매일 08:00 ~ 24:00|
요거프레소 새절역점|서울 은평구 가좌로 271 위산빌딩 1층 102호|매일 00:00 ~ 24:00|02-304-5982
이디야커피 응암오거리점|서울 은평구 응암로 211 1층|월~금 08:00 ~ 23:30|02-302-0552
메가MGC커피 구산사거리점|서울 은평구 서오릉로 201 1층|월~금 08:00 ~ 22:00|02-356-7966
카페로이스|서울 은평구 서오릉로 240 1층|매일 09:00 ~ 21:00|0507-1411-1519
포트캔커피 응암역점|서울 은평구 은평로8길 18 1층|월~금 08:00 ~ 01:30|02-357-2021
몰댄이넢|서울 은평구 백련산로14길 7-3 1층|월~금 11:30 ~ 22:00|
이디야 연신내통일로점|서울 은평구 통일로 876 1층 이디야커피|매일 08:00 ~ 23:00|02-388-3389
산아래카페|서울 은평구 연서로34길 11||
호랭이커피|서울 은평구 불광로 177 1층|매일 08:00 ~ 22:00|02-355-2553
럭키문|서울 은평구 은평로12길 8-4 1층 101호|화~토 12:00 ~ 22:00|010-4953-0100
디아모르|서울 은평구 은평로3길 23 1층 101호|매일 08:30 ~ 21:00|
산중다원|서울 은평구 의상봉길 31|매일 10:00 ~ 21:00|02-371-0707
제니앤폴|서울 은평구 통일로87길 17-23 1층|화~일 11:00 ~ 22:00|02-352-7611
견인구역|서울 은평구 증산로23길 10 더플레이스 1층 101,102호|매일 10:00 ~ 24:00|
구름정원|서울 은평구 불광로18길 32 1층 101호|매일 10:00 ~ 18:00|02-354-5151
엔쓰커피|서울 은평구 연서로27길 12 효성빌딩 1층|매일 12:00 ~ 23:00|
읍천리382 응암점|서울 은평구 응암로 302-1 1층|월~금 10:00 ~ 22:00|02-6953-2999
스타벅스 불광역8번출구점|서울 은평구 통일로 746|매일 08:00 ~ 21:00|1522-3232
아로이커피 녹번점|서울 은평구 통일로 675|매일 08:00 ~ 23:00|02-383-3822
메가MGC커피 녹번점|서울 은평구 은평로 217 1층||02-379-5372
빽다방 응암대림시장점|서울 은평구 응암로 169 1층|월~금 08:40 ~ 21:00|02-304-8860
투오브어스|서울 은평구 증산로3길 5-5|매일 10:00 ~ 21:00|070-8648-2070
공차 연신내점|서울 은평구 연서로 216 대조아트캐슬 1층 102호|월,화,수,목,일 08:00 ~ 22:00|02-722-1090
메가MGC커피 은평갈현시장점|서울 은평구 통일로 901 1층||02-355-8880
수수가든카페 은평점|서울 은평구 통일로 1050 롯데몰 2층|매일 10:30 ~ 22:00|02-6975-5270
태산커피시그니쳐|서울 은평구 응암로 347 로하스오피스텔 1층|매일 10:00 ~ 22:00|070-4154-0726
새시로|서울 은평구 서오릉로7길 14 1층|화~일 11:00 ~ 19:00|
요모요거트앤브런치|서울 은평구 역말로 51 1층|월,화,목,금,토,일 10:00 ~ 22:00|
보름달카페|서울 은평구 연서로32길 5-4 1층|매일 10:30 ~ 19:30|
메가MGC커피 새절역점|서울 은평구 가좌로 269 다보빌딩 1층|매일 09:00 ~ 21:30|02-302-3777
빽다방 연신내역점|서울 은평구 연서로29길 6 1층|매일 08:00 ~ 23:00|02-389-2682
심플디|서울 은평구 연서로9길 21|월~토 11:00 ~ 20:00|
응암동커피|서울 은평구 가좌로 212-10 1층|목요일|010-9526-9325
빽다방 불광역점|서울 은평구 통일로 738|매일 07:30 ~ 22:00|02-352-3530
시로|서울 은평구 가좌로10길 14 1층|화~일 11:00 ~ 19:00|
빈티지204|서울 은평구 은평로 193-1 1층|월~금 07:20 ~ 23:00|
아로이커피 증산역점|서울 은평구 증산로 319|매일 09:00 ~ 21:00|
빽다방 구파발역미켈란점|서울 은평구 진관2로 15-8 웅신미켈란의아침 1층 101호|매일 08:00 ~ 22:00|02-386-0202
메가MGC커피 신응암시장점|서울 은평구 응암로 243 1층|매일 08:00 ~ 22:00|02-303-9726
커피리브|서울 은평구 통일로83길 24 1층|매일 10:30 ~ 23:30|
폴바셋 롯데몰은평점|서울 은평구 통일로 1050 1층|매일 10:30 ~ 22:00|02-6975-5140
메가MGC커피 구산역점|서울 은평구 연서로 137 1층|월~목 07:00 ~ 22:30|02-383-2757
메가MGC커피 역촌역점|서울 은평구 서오릉로 74 1층|매일 08:00 ~ 23:00|02-356-5771
메가MGC커피 독바위역점|서울 은평구 불광로 130-1 윤송빌딩 1층|매일 08:00 ~ 22:00|02-385-1050
이디야커피 역촌역점|서울 은평구 진흥로 95 1층|월~토 08:00 ~ 22:30|02-388-9030
즐거운반딧불이|서울 은평구 은평로21길 32||070-8223-7529
카페클라츠 연신내점|서울 은평구 연서로29길 22-38|매일 11:00 ~ 23:00|
디저트39 불광점|서울 은평구 불광로 37 1층|월~금 10:30 ~ 21:30|02-388-8207
케이크를부탁해 연신내역점|서울 은평구 연서로29길 8 1층|매일 11:00 ~ 23:00|02-354-5612
디저트39 녹번역점|서울 은평구 은평로 240 힐스테이트 녹번역 상가 304호|매일 08:30 ~ 22:00|02-356-5645
카페콤마|서울 은평구 증산로15길 9||
메가MGC커피 응암역점|서울 은평구 은평로 49 1층|월~금 08:00 ~ 22:00|02-355-1008
아로이커피 갈현점|서울 은평구 갈현로33길 6 1층|매일 08:00 ~ 22:00|02-356-6852
치키차카초코 은평응암점|서울 은평구 진흥로1길 11 미랜드아파트 상가 1층 104호|월,수,목,금,토,일 10:00 ~ 22:30|0507-1479-5677
컴포즈커피 은평응암점|서울 은평구 은평로 82 해태드림타운 1층 131호|매일 08:00 ~ 23:00|02-353-3655
이디야커피 갈현점|서울 은평구 갈현로 268 1층|매일 08:00 ~ 23:00|02-355-3236
베이커리카페몽소|서울 은평구 증산로 403-1 1층||02-6012-2323
당김|서울 은평구 연서로13길 32 토마토빌딩 1층 101호|월~금 09:00 ~ 19:30|010-7338-1077
공음|서울 은평구 통일로68길 14 1층|월~금 12:00 ~ 22:00|070-7576-3264
꼼작|서울 은평구 갈현로 181-17||02-472-6338
메가MGC커피 은평역촌점|서울 은평구 갈현로 88 1층||02-356-6707
메가MGC커피 불광연신점|서울 은평구 연서로 270-1 1층||02-382-7006
컴포즈커피 은평응암오거리점|서울 은평구 가좌로 231|매일 10:00 ~ 22:00|02-304-2438
나띵베러|서울 은평구 진흥로 59-1 1층|매일 10:00 ~ 23:30|
아렌샵|서울 은평구 증산로17길 6-33 벨템포 상가 1층 101,102호|화~일 09:00 ~ 21:00|010-2483-8509
산보클럽|서울 은평구 가좌로11가길 2 1층 2호|월,화,목,금,토,일 12:00 ~ 19:00|0507-1497-8660
메가MGC커피 은평대조점|서울 은평구 통일로 809 1층||02-353-1002
컴포즈커피 불광제일점|서울 은평구 불광로 28|월~금 09:00 ~ 22:30|02-6953-7449
컴포즈커피 연신내점|서울 은평구 연서로 252 세종빌딩 1층|매일 08:00 ~ 21:30|070-7778-5562
아지트 응암점|서울 은평구 증산로 475 2,3층|월~금 08:00 ~ 23:00|02-3152-2910
카페밤비|서울 은평구 연서로44길 55 은평뉴타운 폭포동 426동 상가 1층 105호|영업시간 화~금 10:00 ~ 17:00|0507-1340-2773
커넥츠커피 에스프레소바 역촌역점|서울 은평구 진흥로 132 테크빌딩 1층|월,화,목,금,토,일 11:00 ~ 19:00|02-358-0777
청그릭|서울 은평구 은평로 18 삼조빌딩1층 청그릭cafe|화~일 10:00 ~ 22:00|02-3152-8478
위트케이크|서울 은평구 연서로 162-1||
티드빗|서울 은평구 통일로 767 호반베르디움 스테이원 101동 1층 104호|영업시간 화~금 09:00 ~ 16:00|02-353-7671
매개체커피|서울 은평구 증산로21길 7-7 1층|영업시간 월,화,목,금,토,일 08:00 ~ 17:00|010-5605-9821
이디야커피 본서부병원점|서울 은평구 응암로 337 1층|월~금 08:00 ~ 24:00|02-374-9970
태산커피 역촌점|서울 은평구 갈현로 76 씨티뷰 101동 101호|매일 10:00 ~ 22:00|
과일에반하다 프루타 은평점|서울 은평구 역말로 52 1층|월,화,수,목,금,일 11:00 ~ 01:00|02-356-9656
이디야커피 백련산아이파크점|서울 은평구 응암로 264 서울빌딩 1층|매일 08:00 ~ 23:00|02-355-7335
기린작업실|서울 은평구 응암로12길 28 2층|월~금 12:00 ~ 20:30|070-4038-1253
컴포즈커피 은평서부병원점|서울 은평구 응암로 331|매일 08:00 ~ 21:00|02-3157-2132
컴포즈커피 은평갈현점|서울 은평구 갈현로 249 1층|매일 08:00 ~ 22:00|02-356-9082
프로즌빈|서울 은평구 가좌로 298 1,2층|매일 12:00 ~ 22:00|
헤세드커피공방|서울 은평구 증산서길 64-7|월,화,목,금 08:30 ~ 20:00|
커피디지 불광점|서울 은평구 통일로 687 1층|월~금 07:30 ~ 23:00|
매머드익스프레스 불광혁신파크점|서울 은평구 통일로 699 1층 1호|월~금 07:30 ~ 21:00|
이디야커피 역촌진흥로점|서울 은평구 진흥로1길 3 1층|월~토 08:00 ~ 24:00|02-352-5898
맘대롱스튜디오|서울 은평구 갈현로 307 1층|월~토 13:00 ~ 19:00|010-4846-0916
공차 녹번역점|서울 은평구 은평로 226 1층|매일 09:00 ~ 22:20|02-3157-5866
이디야커피 구파발역점|서울 은평구 진관2로 29-21 드림스퀘어빌딩 115호|월~금 07:30 ~ 23:30|070-7767-2328
공차 은평응암점|서울 은평구 은평로 108 1층|매일 10:00 ~ 22:00|02-355-5999
이디야커피 역촌동점|서울 은평구 갈현로 82 101호|월~금 08:00 ~ 23:00|02-356-2238
컴포즈커피 구산역점|서울 은평구 연서로 144||02-6952-2525
잔원|서울 은평구 가좌로11가길 2 1층 1호|월,화,목,금 12:00 ~ 19:00|0507-1381-8660
이디야커피 불광중앙점|서울 은평구 불광로 59 1층|월~토 09:00 ~ 22:00|02-6015-2985
24시무인카페만월경 응암점|서울 은평구 백련산로 38 백련산힐스테이트2차 상가3동 101호|매일 00:00 ~ 24:00|
설빙 서울구파발역점|서울 은평구 진관2로 29-21 드림스퀘어 2층 207호|매일 11:00 ~ 21:00|070-7818-9991
스므스커피|서울 은평구 은평로 154 1층|월~금 08:30 ~ 20:00|070-7313-1016
꿈친베이커리&카페|서울 은평구 연서로21길 5 1층|월~금 08:00 ~ 21:00|02-6953-9060
키지아 샌드위치카페 본점|서울 은평구 녹번로 6 1층|월~금 08:00 ~ 20:00|
마리올라 본점|서울 은평구 통일로 724-1 1,2층|매일 10:00 ~ 22:00|02-353-6232
메가MGC커피 역촌중앙점|서울 은평구 연서로4길 2 1층||02-389-0070
이디야커피 새절역점|서울 은평구 가좌로 272 1층|월~금 08:30 ~ 22:30|02-303-0127
빽다방 응암역이마트점|서울 은평구 은평로 101 1층 4호|월~금 08:00 ~ 22:30|02-6408-6603
물다움|서울 은평구 진관길 34|매일 09:00 ~ 18:00|
플러스82 은평점|서울 은평구 응암로 305 드림캐시아 1층 103호|매일 08:30 ~ 04:00|02-389-8290
이디야커피 은평구청점|서울 은평구 은평로 197 1층|매일 07:30 ~ 22:00|02-383-4343(팩스)
이디야커피 증산동점|서울 은평구 증산서길 78 1층|월~금 08:00 ~ 22:00|02-6080-3570
카페림잇|서울 은평구 연서로25길 6-12||
카페희다 응암점|서울 은평구 응암로 294 1층|월~금 08:00 ~ 22:00|
카페비|서울 은평구 통일로83길 5-18 1층 101호|월,수,목,금,토,일 12:00 ~ 22:00|070-7380-1233
이디야커피 응암역점|서울 은평구 연서로 9 1층 106호|매일 08:00 ~ 23:00|02-385-4510
마음의정원|서울 은평구 진관길 34|매일 09:00 ~ 18:00|
크레이저커피 갈현점|서울 은평구 갈현로 263|월~금 09:00 ~ 22:00|02-385-7704
디오티디|서울 은평구 연서로5길 15 1층|월,수,목,금,토,일 11:00 ~ 18:00|02-356-8710
빽다방 구파발역점|서울 은평구 진관2로 15-46 메트로프라자 1층 110호|월~토 08:00 ~ 21:30|02-389-0101
메가MGC커피 서울은빛초점|서울 은평구 진관3로 67 은평뉴타운구파발 1층||02-356-8446
꼬숩당|서울 은평구 역말로 62 1층 102호|화~일 09:00 ~ 21:00|010-5043-6889
투썸플레이스 응암역점|서울 은평구 은평로 60||
카페 씬 카페|서울 은평구 연서로 31 1층|매일 10:00 ~ 21:00|070-4366-2433
담대하게커피워크|서울 은평구 응암로21길 17 1층||010-3450-7837
버키커피|서울 은평구 연서로29길 34-14 1층|매일 12:00 ~ 22:00|010-3712-0212
바나타이거 구산점|서울 은평구 서오릉로 171 1층|매일 09:00 ~ 22:00|070-4060-3004
빽다방 은평초교점|서울 은평구 은평로 235 1층|월~금 08:00 ~ 23:00|02-353-1082
카페유노이아|서울 은평구 갈현로9길 18 1층|월~금 08:00 ~ 19:00|010-8677-6170
달콤꿈꾸다|서울 은평구 연서로18길 4 1층 1호||010-3940-8703
컴포즈커피 은평신사점|서울 은평구 갈현로 11|월~금 07:30 ~ 22:00|02-356-7683
빽다방 응암역점|서울 은평구 은평로 56 안건빌딩 1층|월~토 08:00 ~ 22:00|02-303-3319
컴포즈커피 은평역말사거리점|서울 은평구 역말로 40 1층 4호|월~금 08:00 ~ 22:00|02-356-9886
뫼비우스카페|서울 은평구 은평로8길 15-1 1층|화~일 10:00 ~ 24:00|02-356-5808
커피신념|서울 은평구 갈현로11길 27||02-356-7545
이디야커피 응암중앙점|서울 은평구 응암로 183 1층|월~토 08:00 ~ 01:00|02-3152-7077
무딘|서울 은평구 통일로 767 호반베르디움 102동 상가 1층 107호|매일 09:00 ~ 20:30|070-8883-1658
컴포즈커피 은평진관점|서울 은평구 진관2로 15-46 106호|매일 10:00 ~ 20:50|
컴포즈커피 수색DMC파인시티자이점|서울 은평구 은평터널로 15 2288호|매일 09:00 ~ 21:00|010-3008-4677
예평|서울 은평구 응암로20길 10 1층||010-5121-4990
애니플렉스 커피24|서울 은평구 응암로 257 1층|매일 00:00 ~ 24:00|1544-5890
메가MGC커피 서울갈현초점|서울 은평구 갈현로 260 1층||02-353-3321
카페봄봄 서울 연신내점|서울 은평구 연서로29길 4 1층|매일 08:00 ~ 23:00|02-353-1888
카페머그스|서울 은평구 가좌로 169 1층|월,화,목,토,일 10:00 ~ 19:00|02-304-5858
좋앗나빙수 바오빙 본점|서울 은평구 불광로 20 NC백화점 불광점 9층 E004호||02-350-9932
고나카페|서울 은평구 서오릉로21길 41|월~금 10:00 ~ 22:00|010-9810-1409
운율커피|서울 은평구 연서로9길 8 A동 상가 1층 운율커피|매일 10:00 ~ 19:00|02-6376-0531
디저트39 은평뉴타운점|서울 은평구 진관3로 21|매일 10:00 ~ 22:00|02-6952-2888
허브룸카페|서울 은평구 통일로 863-4 3층||011-263-9694
탐앤탐스|서울 은평구 수색로 195||
흔적|서울 은평구 연서로41가길 6|목 16:00 ~ 20:00|010-8570-4455
NO MONDAY 노먼데이|서울 은평구 응암로25길 22 재연아파트 1층|화~일 11:00 ~ 19:00|0507-0178-4608
호픈|서울 은평구 연서로10길 2 1층|매일 10:00 ~ 21:00|010-8937-1453
펌킨브릿지|서울 은평구 갈현로 273-1 1층|수~일 11:00 ~ 20:00|070-8656-5520
릴렉세이션 포인트|서울 은평구 연서로3길 12|매일 08:00 ~ 19:30|
템플|서울 은평구 응암로13길 20 2층|월,수,목,금 13:00 ~ 22:00|0507-1493-0250
컴포즈커피 은평역촌점|서울 은평구 진흥로1길 29|매일 08:00 ~ 22:00|070-7776-3751
이디야커피 구산역점|서울 은평구 연서로 148 1층|매일 08:00 ~ 23:00|02-388-8401
카페느루|서울 은평구 진흥로 50 1층|월~토 10:00 ~ 23:00|
청자다방|서울 은평구 응암로 328||02-355-6446
월하점|서울 은평구 응암로21가길 9-11 1층|수~일 11:00 ~ 19:00|
루이베이크샵|서울 은평구 증산로 395-12 1층|화~일 11:00 ~ 20:00|
별다방|서울 은평구 은평로 65||02-385-5522
컴포즈커피 구파발역점|서울 은평구 진관2로 12 메이플카운티2차 1층 109호|월~금 07:30 ~ 22:00|070-7699-8225
디저트하우스|서울 은평구 연서로27길 25 1층|매일 00:00 ~ 24:00|
시수|서울 은평구 진흥로 119 1층|월,화,수,목,금,일 12:00 ~ 21:00|02-351-3363
에르네스토|서울 은평구 증산로17길 41|월~금 09:00 ~ 21:00|02-307-2501
더벤티 연신내점|서울 은평구 연서로29길 20 1층|매일 08:00 ~ 23:00|02-356-9990
마카롱삼츈|서울 은평구 은평로16길 4 1층|월~토 12:00 ~ 20:00|010-9472-4914
빽다방 연신내사거리점|서울 은평구 통일로 840|월~토 08:00 ~ 22:30|02-356-9548
