카페명|주소|영업시간|전화번호
이디야커피 고척사거리점|서울 구로구 고척로 228-6 종만빌딩 1층|월~목 09:00 ~ 22:00|02-2060-7843
두리하나다울카페|서울 구로구 개봉로23길 10 1층|월~금 09:00 ~ 21:00|02-2681-1399
메가MGC커피 구로디지털단지점|서울 구로구 디지털로31길 41 이앤씨벤처드림타워6차 110호|월~금 07:00 ~ 21:00|010-7440-9797
투썸플레이스 동양미래대점|서울 구로구 경인로47길 34-1 1층|매일 10:00 ~ 23:00|02-2615-7557
스타벅스 현대디큐브B2점|서울 구로구 경인로 662 지하2층|월~금 07:00 ~ 22:00|1522-3232
옐로우트리커피 구로디지털단지점|서울 구로구 시흥대로 543||02-858-5234
투썸플레이스 구로구청사거리점|서울 구로구 가마산로 250 광진빌딩 1층|월~금 07:30 ~ 22:00|02-852-3431
메가MGC커피 구로NC점|서울 구로구 새말로 22 1층|월~금 08:00 ~ 22:30|02-855-0656
투썸플레이스 구로대륭1차점|서울 구로구 디지털로 288 대륭포스트타워1차 1층 114호|월~금 07:30 ~ 22:00|02-866-2644
커피빈 구로지밸리몰점|서울 구로구 디지털로 300 지밸리비즈플라자 2층|월~금 07:00 ~ 22:00|02-6344-3966
카페동네 궁동점|서울 구로구 오리로 1303 1층|매일 10:00 ~ 22:00|02-2684-2015
투썸플레이스 구로역점|서울 구로구 새말로 19|매일 08:00 ~ 22:00|
할리스 구로디지털단지역점|서울 구로구 디지털로32나길 38 서림빌딩 1층|월~토 08:00 ~ 01:00|02-851-3365
나이스카페인클럽|서울 구로구 구로동 811 코오롱싸이언스밸리2차 1층 126호|영업시간 월~금 07:00 ~ 17:00|070-8808-2599
카페영|서울 구로구 고척로 127 2층|월~금 10:00 ~ 22:00|02-2060-9084
투썸플레이스 오류역점|서울 구로구 경인로 199-2 2,3층|매일 08:30 ~ 22:00|
할리스 구로역점|서울 구로구 새말로 18-29 지하 1층~3층|매일 08:00 ~ 22:00|02-862-3216
설빙 구로고척점|서울 구로구 경서로 81 리케이빌딩 1층|월,수,목,금,토,일 11:00 ~ 22:00|070-4177-0120
브루클린커피|서울 구로구 고척로 238 101동 1층 102호|월~금 08:00 ~ 23:00|
두즈커피|서울 구로구 남부순환로107길 5 Khan House 1층|월~금 10:00 ~ 22:00|010-7292-6531
그린머그|서울 구로구 새말로18길 24 1층||
피크니크 신도림점|서울 구로구 공원로6가길 44 동일빌딩 1층 102호|영업시간 월~금 10:00 ~ 17:30|070-4060-4860
메가MGC커피 신도림태영타운점|서울 구로구 새말로 89 태영빌딩 1층 106,107호|월~금 08:00 ~ 02:00|02-866-8525
로스터리카페순|서울 구로구 고척로40길 3-1 1,2층|월~금 09:00 ~ 21:00|0507-1371-5441
루407|서울 구로구 공원로8길 37|월~토 10:00 ~ 22:30|02-853-3737
메가MGC커피 오류남부점|서울 구로구 오류로8길 20 1층|월~금 08:00 ~ 22:00|02-2688-4792
그녀의커피 카페드엘르|서울 구로구 고척로3길 7|수~일 10:30 ~ 21:00|
투썸플레이스 신도림아름제일여성병원점|서울 구로구 새말로 94 1층|매일 07:30 ~ 22:00|02-866-7377
더브라이트하우스커피|서울 구로구 부일로5길 6 초이락빌딩 지하 1층|매일 09:00 ~ 20:00|
메가MGC커피 오류동역점|서울 구로구 경인로20가길 5 하늘쉼빌딩 1층 101호|매일 08:00 ~ 23:00|02-2661-2600
빽다방 구로디지털역점|서울 구로구 디지털로32길 79 1층|매일 09:00 ~ 22:00|02-861-2929
메가MGC커피 구로고척시장점|서울 구로구 경인로47길 107 1층||02-2611-6238
빽다방 구로로제리움점|서울 구로구 가마산로26길 5 로제리움2차 104호|매일 08:00 ~ 22:00|02-856-0375
메가MGC커피 구로구청점|서울 구로구 가마산로 268 대림역와이즈플레이스 1층 104호||02-868-3990
메가MGC커피 개봉북부역점|서울 구로구 경인로40길 25 청실아파트 1층 9호|매일 08:00 ~ 23:00|02-2612-1230
그루잠|서울 구로구 경인로47길 48 3층||0507-1344-4496
커피빈 디큐브시티점|서울 구로구 경인로 662 디큐브시티 4층|월,화,수,목,일 10:30 ~ 22:00|02-2210-9484
드립하우스|서울 구로구 개봉로3길 36|월~금 09:00 ~ 23:00|
투썸플레이스 구로항동점|서울 구로구 서해안로 2096 청솔프라자 1,2층 107, 108, 205~207호|월~금 08:00 ~ 22:00|02-2625-0010
미스터힐링 구로디지털점|서울 구로구 디지털로 300 지밸리비즈플라자 2층 5-2호|매일 11:00 ~ 22:00|02-6344-3322
할리스 구로디지털점|서울 구로구 구로동 197-21 태펴양물산 1층 105,106호|월~금 07:00 ~ 20:30|070-7576-4842
카페우물|서울 구로구 공원로6나길 5-6 1층|월~금 08:00 ~ 22:00|
메가MGC커피 개봉중앙점|서울 구로구 개봉로 25 1층 101호|매일 08:00 ~ 22:00|02-2684-4944
메가MGC커피 구로항동점|서울 구로구 서해안로 2124 1층||02-2686-9998
아우어베이커리 아이파크몰고척점|서울 구로구 경인로43길 49 D-102호|매일 10:00 ~ 21:30|
컴포즈커피 신도림역사점|서울 구로구 새말로 97 신도림테크노마트 지하1층 제비에스 001호|영업시간 매일 09:00 ~ 18:00|02-2111-1009
리콰이어커피|서울 구로구 고척로19길 2 1, 2층|화~금 09:00 ~ 20:00|070-4524-0910
폴바셋 구로G타워점|서울 구로구 디지털로26길 38 1층|월~금 07:30 ~ 21:00|02-6077-3938
이디야커피 개봉현대점|서울 구로구 개봉로 69 2층|매일 09:00 ~ 22:45|02-2060-2731
하삼동커피 구로구청점|서울 구로구 가마산로 271 구로오네뜨시티상가 1층|매일 07:00 ~ 23:00|02-6958-5332
두리안디저트카페|서울 구로구 도림로 101 1층|월~금 10:30 ~ 23:30|0507-1340-0732
얌얌플레이트|서울 구로구 개봉로12길 9-40|월~토 09:00 ~ 19:00|010-8288-8209
메가MGC커피 신도림크라운빌점|서울 구로구 경인로63길 11 신도림크라운빌2오피스텔 B동 1층 105호||02-2633-8003
공들인|서울 구로구 가마산로 265|월~금 08:30 ~ 21:00|010-2367-0421
설빙 오류동역점|서울 구로구 경인로20길 10 2층|매일 11:00 ~ 22:00|02-3666-0397
컴포즈커피 구로깔깔거리점|서울 구로구 디지털로32길 87 1층|매일 07:00 ~ 22:30|02-852-2468
오피니언|서울 구로구 고척로60길 13 3층|매일 10:00 ~ 23:30|010-2486-2920
이디야커피 고척스카이돔점|서울 구로구 경인로 397 골든타워빌딩 1층|매일 08:00 ~ 22:50|02-2060-0223
메가MGC커피 남구로점|서울 구로구 디지털로31길 120 한신상가 1층 29호|매일 08:00 ~ 23:00|02-830-1063
빌로우디큐브시티|서울 구로구 경인로 662 현대백화점 디큐브시티점 6층|매일 11:00 ~ 22:00|02-2210-9705
메가MGC커피 개봉푸르지오점|서울 구로구 고척로 126 1층|월~토 08:00 ~ 22:00|02-2060-7267
투썸플레이스 구로대륭7차점|서울 구로구 디지털로33길 48|월~금 07:30 ~ 21:30|02-853-3336
메가MGC커피 구로디지털탑프라자점|서울 구로구 디지털로26길 98 1층 104,105호|월~금 07:00 ~ 20:00|02-830-1245
디저트39 신도림점|서울 구로구 경인로 661 신도림1차푸르지오 1층 104동 2호|월~금 07:30 ~ 22:00|02-2676-7739
이디야커피 남구로역점|서울 구로구 디지털로27길 127 1층|매일 08:00 ~ 22:00|02-830-8618
빽다방 신도림큐브스테이트점|서울 구로구 경인로 611-7 1층 102호|월~토 08:00 ~ 22:00|010-3903-8869
디저트39 구로구청점|서울 구로구 가마산로 285 비즈트위트레드 1층 103호|월~금 10:30 ~ 23:00|02-867-8639
메가MGC커피 구로고척점|서울 구로구 고척로 239 1층|월~금 08:00 ~ 22:30|02-2060-6222
컴포즈커피 구로디지털점|서울 구로구 구로동 184-1 우림이비지센터2차 113호|영업시간 월~금 07:00 ~ 18:00|02-6952-1333
이디야커피 오류남부점|서울 구로구 오류로8길 65 1층|매일 08:00 ~ 21:30|02-2685-3642
댄싱컵 신도림점|서울 구로구 새말로 85 1층|월~금 08:00 ~ 22:50|02-867-6999
메가MGC커피 온수역점|서울 구로구 부일로1길 26-12 지하1층 B05호|월~금 08:00 ~ 22:20|02-2066-0656
아마스빈 동양미래대점|서울 구로구 경인로47길 11 1층||02-2060-9500
이디야커피 구로역광장점|서울 구로구 경인로 572 1층|월~금 07:00 ~ 23:00|02-2633-1422
이디야커피 오류북부역점|서울 구로구 경인로20길 6 포스시티|매일 09:00 ~ 22:50|02-2688-7737
룽고커피|서울 구로구 경인로67길 23 대우푸르지오2차상가 1층 117호|매일 07:00 ~ 01:00|02-6335-7800
카페사월|서울 구로구 부일로15길 16 1층|매일 09:00 ~ 21:00|
다과정|서울 구로구 구로중앙로 212 영삼빌딩 1층 102호|월~금 09:00 ~ 21:40|02-6949-4449
컴포즈커피 신도림1호점|서울 구로구 신도림로 16 대림2차 주상가동 109호|월~금 08:00 ~ 22:30|02-2632-2045
쥬씨 구로깔깔거리점|서울 구로구 디지털로32길 93 1층|월~금 08:00 ~ 23:00|
메가MGC커피 구로매봉초점|서울 구로구 고척로21나길 14 1층||02-6465-2575
메가MGC커피 구로고대병원점|서울 구로구 구로동로25길 3 1층||02-839-7077
진심커피 개봉점|서울 구로구 고척로21가길 11|월~금 08:00 ~ 22:00|02-2613-0222
일리노이|서울 구로구 서해안로 2203 보네르캐슬 104동 지하1층 B101호|매일 11:00 ~ 22:00|0507-1423-1201
오류동역4번출구|서울 구로구 경인로20가길 15 1층|월,수,목,금,토,일 10:00 ~ 22:00|
달달하늬|서울 구로구 개봉로11길 10-10 1층|매일 10:00 ~ 21:30|02-2688-3227
카페아르테|서울 구로구 새말로16길 17 1층|매일 10:30 ~ 23:00|
아마렐로 에스프레소바|서울 구로구 가마산로21길 9||
컴포즈커피 개봉북부점|서울 구로구 경인로40길 12 1층|매일 08:00 ~ 22:00|02-2066-3829
멍카페|서울 구로구 공원로 40 쌍용플래티넘노블 상가동 1층 106-2호|월~토 10:00 ~ 22:00|
할리스 신도림테크노마트점|서울 구로구 새말로 97 1층 104~106호|매일 10:30 ~ 22:00|02-211-1300
카페글로리아|서울 구로구 가마산로 225 동남빌딩 1층 102호|월~금 11:00 ~ 21:00|0507-0177-2617
빽다방 오류동역남부점|서울 구로구 오류로8길 64|매일 08:00 ~ 22:00|02-2060-6610
멜로우밀|서울 구로구 연동로11길 24 1층|화~일 10:50 ~ 21:00|
이디야커피 구일역점|서울 구로구 구일로 110 해원리버파크 112,113호|월~금 08:00 ~ 22:20|02-868-1816
메가MGC커피 고척중앙점|서울 구로구 경인로 403 원메디타운 A동 101호|매일 10:00 ~ 22:00|02-2688-7778
메가MGC커피 구로궁동점|서울 구로구 부일로15길 29 비치빌딩 1층||
메가MGC커피 개봉사거리점|서울 구로구 경인로 324 성원빌딩 1층|월~금 07:30 ~ 22:00|02-2060-4158
이디야커피 구로미성점|서울 구로구 구로중앙로 228 기임빌딩 1층 106~108호|매일 08:00 ~ 23:00|070-7786-2240
컴포즈커피 오금교점|서울 구로구 신도림로 7 금강리빙스텔 102호|월~금 07:00 ~ 21:00|02-2676-9882
메가MGC커피 개봉점|서울 구로구 개봉로 70 1층|매일 08:00 ~ 23:00|02-2682-4158
이디야커피 신도림테크노마트점|서울 구로구 새말로 97 테크노마트 1층|월~금 08:00 ~ 21:00|02-2111-1000
스타벅스 구로하이엔드점|서울 구로구 디지털로26길 5 에이스 하이엔드 타워|월~금 07:00 ~ 19:00|1522-3232
카페동네 항동점|서울 구로구 연동로11길 19 1층|화~일 10:00 ~ 21:00|070-7677-6624
공차 구로디지털2호점|서울 구로구 디지털로 288 대륭포스트1차 지하111호|월~금 10:00 ~ 21:30|02-858-1778
할리스 구로거리공원점|서울 구로구 구로중앙로28길 52|월~금 09:00 ~ 21:00|02-838-7008
이기석커피치즈케익가게|서울 구로구 디지털로31길 120 한신휴플러스 상가동 1층 220호||
메가MGC커피 구일역점|서울 구로구 구일로10길 27 SK허브수 B동 1층|매일 08:00 ~ 23:00|02-855-5111
할리스 구로점|서울 구로구 디지털로34길 55 코오롱싸이언스밸리2차 1층|월~금 07:30 ~ 20:30|02-2025-0255
빽다방 천왕역점|서울 구로구 오리로 1149 랑데르 1동 1층 105호|월~금 07:30 ~ 22:00|02-2688-7766
계단아래모퉁이|서울 구로구 가마산로 232-9 1층|월~토 10:30 ~ 24:00|02-837-8933
이디야커피 개봉역점|서울 구로구 남부순환로97길 11 2층|매일 07:30 ~ 24:00|02-2616-6876
컴포즈커피 동양미래대학점|서울 구로구 중앙로6길 50 1층||02-2066-9020
우피|서울 구로구 고척로51길 82 포스트파크빌 지하1층 B01호|월~토 08:00 ~ 19:00|0507-1318-0180
이디야커피 개봉중앙점|서울 구로구 개봉로3길 26 1층|매일 09:30 ~ 21:30|
메가MGC커피 천왕역점|서울 구로구 오리로 1141 네이처힐 1층 102호||02-2060-2491
만랩커피 구로코오롱타워점|서울 구로구 디지털로30길 31 코오롱디지털타워빌란트 2차 1층 102호|월~금 07:00 ~ 20:00|02-2081-1122
프록시미떼|서울 구로구 개봉로1길 150|화~일 09:00 ~ 19:00|070-7576-1652
카페뒤미엘|서울 구로구 공원로 83||
읍천리382 구로구청점|서울 구로구 가마산로 246 1층 101호|월~금 08:00 ~ 22:00|02-838-2460
로그커피로스터스|서울 구로구 디지털로29길 38 에이스테크노타워3차 1층 109호|월~금 08:00 ~ 19:00|
꾸꾸네|서울 구로구 신도림로19길 7 1층|화~토 12:00 ~ 20:00|070-7543-4197
이디야커피 구로궁동점|서울 구로구 오리로 1304 1층|월~금 08:00 ~ 22:00|02-2066-3303
콜롬비아스페셜티커피|서울 구로구 경인로 661 신도림푸르지오1차오피스텔 상가 101동 132호|월~금 07:00 ~ 22:00|02-3439-8807
새벽카페인|서울 구로구 구로중앙로28다길 12 명남더블래스 B동 지하1층 B01호|화~일 00:00 ~ 24:00 · 휴게시간 화~일 10:00 ~ 11:00|
메가MGC커피 항동지식산업센터점|서울 구로구 부광로 88 구로SKV1센터 1층|월~금 08:00 ~ 21:00|02-2616-9616
이디야커피 신도림메르디앙점|서울 구로구 신도림로 65 1층|월~금 08:00 ~ 21:30|02-3667-3350
폴바셋 현대디큐브시티점|서울 구로구 경인로 662 5층|매일 11:00 ~ 22:00|02-2210-9543
빽다방 구로시장점|서울 구로구 구로동로26길 125 1,2층|매일 08:00 ~ 22:00|02-856-0779
이디야커피 구로NC점|서울 구로구 구로동로 240 103호|월~금 08:00 ~ 22:30|02-864-2438
빽다방 개봉역점|서울 구로구 남부순환로97길 3|매일 07:30 ~ 22:30|02-2613-2220
아방갤러리 카페 디큐브시티점|서울 구로구 경인로 662 3층|월~목 11:00 ~ 21:00|02-2210-9330
카페노브|서울 구로구 경인로31길 62 1층|화~일 11:00 ~ 21:00|010-8447-5484
컴포즈커피 오류북부점|서울 구로구 경인로 198 1층|매일 08:00 ~ 23:00|
컴포즈커피 남구로점|서울 구로구 디지털로31길 120 한신휴플러스아파트 1층|월~금 08:00 ~ 22:30|070-8691-4544
더벤티 구로코오롱싸이언스밸리점|서울 구로구 디지털로34길 43 1층 106호|월~금 07:00 ~ 22:00|070-4647-4724
피스오브딥|서울 구로구 개봉로10길 12-9 1층|월,화,수,목,금,일 11:00 ~ 19:00|0507-1381-0842
컴포즈커피 개봉한진점|서울 구로구 개봉로3길 13 101호|월~금 08:00 ~ 22:00|02-2611-2371
데이롱카페 오류역점|서울 구로구 경인로20가길 68 행복주택상가동 106호|매일 00:00 ~ 24:00|0507-1387-7725
ㅋㅋ다방|서울 구로구 디지털로26길 38 G-SQUARE 1층 101호||
고망고 동양미래대점|서울 구로구 경인로47길 14 1층|매일 10:00 ~ 23:00|
파스쿠찌 디큐브아트센터점|서울 구로구 경인로 662 디큐브아트센터 7층|화~금 09:00 ~ 20:50|02-2211-3070
아코케이크|서울 구로구 고척로3길 13|화~금 12:00 ~ 20:00|010-8246-2026
이디야커피 구로에이스점|서울 구로구 디지털로33길 11 에이스테크노타워 8차 106호|월~금 07:00 ~ 19:30|02-2025-7998
이디야커피 구로구청점|서울 구로구 가마산로25길 9 네오팰리스 101호|월~금 08:00 ~ 22:00|02-854-4587
말랑한날|서울 구로구 부일로9길 75 1층 102호|화~금 11:30 ~ 19:00|010-2714-3832
카페숲|서울 구로구 오리로13길 51|영업시간 매일 08:00 ~ 18:00|02-2685-2001
투썸플레이스 오금교이안과점|서울 구로구 구로중앙로 217 1층|월~토 08:00 ~ 22:00|070-8657-2235
히어로스터 2호점|서울 구로구 경인로 620 1층|월~금 09:00 ~ 22:00|
메가MGC커피 천왕이펜하우스점|서울 구로구 천왕로 29 상가동 1층 102호|월~금 08:00 ~ 22:00|070-8836-5144
까페봉주르마담|서울 구로구 오리로 1316 용마빌딩 1층|영업시간 월~토 09:30 ~ 17:00|010-5152-9991
가린열북카페|서울 구로구 개봉로17길 12 1,2층|매일 09:00 ~ 20:00|070-8691-1217
공차 고척아이파크몰점|서울 구로구 경인로43길 49 고척아이파크 1층 D-102호|매일 10:00 ~ 22:00|02-2066-5627
핑거존 브런치카페|서울 구로구 천왕로2길 31|매일 09:00 ~ 02:00|02-6752-0114
24시무인카페온커피|서울 구로구 공원로6나길 26 1층 104호|매일 00:00 ~ 24:00|0507-1369-9491
할리스 오류동점|서울 구로구 경인로 224 칸타빌레5차 1층|월~금 11:00 ~ 21:00|02-2625-4854
디저트39 구로헤리움점|서울 구로구 중앙로 18 1층 106호|매일 08:30 ~ 22:00|02-2060-3933
메가MGC커피 개봉남부역점|서울 구로구 남부순환로97길 20-6 1층|월~금 09:30 ~ 23:00|02-2617-1114
빽다방 구로코오롱점|서울 구로구 디지털로30길 31 코오롱빌란트 2차 109호|월~금 07:30 ~ 20:00|02-2081-1675
데이라이트|서울 구로구 새말로18길 64 상가동 107호|화~일 12:00 ~ 22:00|
행복무인카페|서울 구로구 고척로 95 1층|매일 00:00 ~ 24:00|0506-101-9207
와플칸 오류동점|서울 구로구 경인로 226-3||
예커피|서울 구로구 고척로21나길 63 1층|월,화,수,목,금,일 08:30 ~ 19:30|011-2345-6789
메가MGC커피 동양미래대학점|서울 구로구 경인로47길 26 1층|매일 08:20 ~ 21:30|02-2688-4924
빽다방 고대구로병원점|서울 구로구 구로동로 138|매일 07:30 ~ 22:00|02-6015-9504
오오디커피랩|서울 구로구 고척로27길 38 1층|월,수,목,금 10:00 ~ 19:00|010-7176-4387
빽다방 동양미래대점|서울 구로구 경인로47길 23 1층 101호|월~금 08:00 ~ 22:00|02-3666-5444
컴포즈커피 온수북부점|서울 구로구 부일로1길 26-1 1층 102호|매일 09:30 ~ 21:00|02-3666-9644
카페인중독 구로점|서울 구로구 공원로 35|매일 11:00 ~ 22:00|02-851-5111
이디야커피 구로거리공원점|서울 구로구 구로중앙로28길 73 1층|매일 09:00 ~ 22:00|02-855-7155
니어더스카이|서울 구로구 개봉로 49 6층|화~일 12:00 ~ 22:00|
그럼블아카이브|서울 구로구 남부순환로105가길 21 1층|월~금 08:00 ~ 19:00|
더벤티 구로이앤씨6차점|서울 구로구 디지털로31길 41 이앤씨벤처드림타워6차 1층 111,111-1호|월~금 07:00 ~ 22:00|02-853-2721
커피코트 구로코오롱점|서울 구로구 디지털로30길 31 코오롱빌란트2차 1층 101호|월~금 07:30 ~ 20:00|02-864-4011
이디야커피 구로중앙점|서울 구로구 도림로 79 1층|월~금 08:00 ~ 22:00|02-859-9211
헤네커피|서울 구로구 디지털로33길 11 에이스테크노타워8차 1층 102호|월~금 07:30 ~ 21:00|0507-1355-2195
컴포즈커피 고척아이파크점|서울 구로구 중앙로5길 59 고척아이파크아파트 RD동 상가 1층 103호|월~토 08:30 ~ 21:00|070-8287-1972
컴포즈커피 구로디지털2호점|서울 구로구 디지털로31길 41 이앤씨벤처드림타워 6차 109호|월~금 10:00 ~ 19:00 · 휴게시간 월~금 12:00 ~ 14:00|02-801-0018
빽다방 공존점|서울 구로구 새말로 97 신도림테크노마트 34층|영업시간 월~금 07:30 ~ 17:00|
카페인중독 개봉점|서울 구로구 경인로 320 지하1층|매일 11:00 ~ 24:00|02-2612-2851
탐앤탐스 신도림테크노마트점|서울 구로구 새말로 97 신도림테크노마트 10층|월~금 09:00 ~ 21:50|02-2111-8800
유어루틴|서울 구로구 경인로11길 2-4 명성드림주상복합 지하1층|화~일 10:00 ~ 22:00|02-2060-8035
세와플|서울 구로구 가마산로26길 11|월~토 10:00 ~ 21:00|
메가MGC커피 구로대륭포스트2차점|서울 구로구 디지털로 306 대륭포스트타워 2차 1층 107호|월~금 07:30 ~ 21:00|02-855-1226
바롤로커피|서울 구로구 디지털로 300|월~금 07:30 ~ 20:00|02-6344-3955
레드애플커피 넷마블G타워점|서울 구로구 디지털로26길 38 지타워 지하2층 B240호|월~금 07:00 ~ 21:00|
대단한커피 대단한탕후루 동양미래대점|서울 구로구 경인로47길 6 1층||
컴포즈커피 개봉푸르지오점|서울 구로구 고척로 123||02-2684-3292
컴포즈커피 구로구청점|서울 구로구 가마산로 265 한솔로이젠트 1층 101호|월~금 07:40 ~ 22:00|
마프라오|서울 구로구 서해안로 2211|매일 10:00 ~ 21:00|070-4102-5701
매머드익스프레스 동양미래대점|서울 구로구 경인로47길 31 1층|월~금 08:00 ~ 22:00|
봉주르7080|서울 구로구 개봉로 124||02-2060-5246
와드커피 구로한영시티점|서울 구로구 디지털로26길 90 101동 1층 102호|월~금 07:00 ~ 22:30|
로스팅데이 신도림점|서울 구로구 경인로 619-3 신도림3차푸르지오 1층 109호|월~금 08:00 ~ 22:00|010-3150-3433
커피베이 온수역점|서울 구로구 부일로 855 1층||02-2688-3800
세븐피트|서울 구로구 고척로 6-2 1층|화~금 10:00 ~ 20:00|010-8816-7767
이디야커피 천왕이펜하우스점|서울 구로구 천왕로 36 1층|매일 08:30 ~ 22:20|02-2611-0808
은하수다방|서울 구로구 경인로19길 12||02-2687-6969
감성커피 신도림푸르지오점|서울 구로구 경인로 661 신도림1차푸르지오 1층 127-1호|월~토 09:00 ~ 20:00|02-2633-0744
디저트39 개봉푸르지오점|서울 구로구 남부순환로 775 상가 106동 1층 101호|매일 10:00 ~ 22:00|02-2616-8030
탐앤탐스 제주대학병원점|서울 구로구 오리로21길 110||064-717-2760
더리터 서울구일역점|서울 구로구 구일로8길 56 1층||02-857-9101
더치앤빈 구로디지털2호점|서울 구로구 디지털로26길 5 에이스하이엔드타워 1차 104호|월~금 07:00 ~ 21:00|02-830-8511
카페안나|서울 구로구 공원로7길 12 삼성드림빌 1층 103호|월~토 09:00 ~ 22:00|
어벤더치커피 서울 동양미래대학점|서울 구로구 중앙로6길 50 1층|매일 08:00 ~ 22:00|070-8801-5505
공차 현대디큐브점|서울 구로구 경인로 662 디큐브시티 지하 2층|월~목 11:00 ~ 21:00|02-2210-9771
레시피타운|서울 구로구 남부순환로97길 12 지하 1층|월,수,목,금,토,일 11:00 ~ 22:00|02-2688-5255
트리플에이커피 고척점|서울 구로구 경인로43길 28 1층|월~토 08:00 ~ 20:30|
쥐구멍|서울 구로구 구로중앙로22길 39-20|월~토 11:30 ~ 20:00|
컴포즈커피 구로한영캐슬시티점|서울 구로구 디지털로26길 90 102동 1층 102호|월~토 09:00 ~ 19:00|
브리즈커피|서울 구로구 구일로4길 29 1층|월~토 10:00 ~ 21:00|
