카페명|주소|영업시간|전화번호
스타벅스 이대역점|서울 서대문구 신촌로 183|월~금 07:00 ~ 21:00|1522-3232
투썸플레이스 서대문홍은점|서울 서대문구 가좌로 143 1층|매일 08:00 ~ 22:00|02-303-4129
브로큰템퍼 북가좌점|서울 서대문구 불광천길 170 1층||02-306-3250
카페문|서울 서대문구 이화여대2가길 10|월~금 07:00 ~ 21:00|02-313-7304
룸익스케이프 블랙점|서울 서대문구 연세로4길 6 3층|월~금 13:30 ~ 22:30|010-2940-5680
보연희|서울 서대문구 연희맛로 17-63 2층|월,화,목,금,토,일 12:00 ~ 22:00|070-8230-6745
빽다방 신촌역점|서울 서대문구 연세로2길 6 1층|매일 07:30 ~ 21:30|02-363-3284
스타벅스 충정타워점|서울 서대문구 서소문로 21 1층|월~금 07:00 ~ 22:00|1522-3232
스타벅스 연세종합관점|서울 서대문구 연세로 50-1|매일 07:00 ~ 22:00|1522-3232
연희 에스프레소바|서울 서대문구 연희로11가길 36|영업시간 월~금 08:30 ~ 17:00|
투썸플레이스 이대역점|서울 서대문구 이화여대길 7 2층|매일 09:00 ~ 23:20|02-312-8014
책다방 위숨|서울 서대문구 연세로9길 34-1 2,3층|매일 11:30 ~ 23:00|
스타벅스 이대ECC점|서울 서대문구 이화여대길 52 이화여자대학교 B415호|월~금 07:00 ~ 18:00|
북카페파오|서울 서대문구 이화여대길 34 신흥빌딩 3층|월~금 12:00 ~ 22:00|02-313-1130
세라젬웰카페 서울신촌직영점|서울 서대문구 신촌로 73 1층|매일 11:00 ~ 20:00|02-6953-8325
유원섬커피|서울 서대문구 연세로 42-24 2층|화~일 12:00 ~ 21:00|
네마 북가좌점|서울 서대문구 거북골로 208-1|월~금 08:00 ~ 21:00|070-8287-0700
멜로우문|서울 서대문구 명지대7길 13 1층|수~일 11:00 ~ 20:00|070-8623-2378
스케네브라운|서울 서대문구 가좌로 67|월~토 09:00 ~ 21:00|02-302-4073
할리스 홍제천점|서울 서대문구 홍제내길 52 1~2층|매일 09:00 ~ 22:00|02-396-0903
알트|서울 서대문구 연희로 122 경교빌딩 1층 104,105호|월~금 10:00 ~ 20:00|02-323-1026
논탄토 신촌점|서울 서대문구 신촌로 87-4 1층|월,화,수,목,일 11:30 ~ 22:00|02-333-5661
투썸플레이스 가재울엘가점|서울 서대문구 모래내로 151 101동 101호|매일 08:00 ~ 23:00|02-303-0602
보케|서울 서대문구 연희로 116 2층 201호|화~금 11:00 ~ 21:30|010-7577-7554
브라운체리|서울 서대문구 모래내로15길 58 1층|영업시간 화~토 08:30 ~ 17:00 · 휴게시간 화~금 11:00 ~ 11:30|070-8114-0423
탈리|서울 서대문구 연세로5나길 30-6 1,2층|매일 09:00 ~ 21:00|0507-1321-8917
라플로레종|서울 서대문구 명물1길 28 1층|화~토 12:00 ~ 21:00|070-8800-2409
내사랑|서울 서대문구 이화여대2길 37|수~일 12:00 ~ 19:00|
발루토 핀치|서울 서대문구 증가로10길 48|매일 11:00 ~ 22:00|02-302-3880
스타벅스 충정로역점|서울 서대문구 충정로3가 470|월~금 07:00 ~ 22:00|1522-3232
스타벅스 신촌아트레온점|서울 서대문구 신촌로 129 1,2층|월~금 07:30 ~ 21:00|1522-3232
카페 마|서울 서대문구 연희로11가길 48-10 1층|매일 11:30 ~ 19:00|
메가MGC커피 연희점|서울 서대문구 연희로 98 1,2층|월~금 07:30 ~ 22:00|02-332-6771
빈스앤와플 북가좌점|서울 서대문구 증가로25길 22 1층|매일 12:00 ~ 24:00|02-305-4458
캐치카페 신촌|서울 서대문구 연세로 8-1 버티고타워 5층|월~금 12:00 ~ 22:00|070-7760-7765
파가니니|서울 서대문구 이화여대길 63|영업시간 매일 18:00 ~ 02:00|02-392-2908
미도파커피하우스|서울 서대문구 성산로 317 2층|월,화,수,목,일 13:00 ~ 23:00|070-4108-2020
마이시크릿메이트|서울 서대문구 연세로4길 47 1층|매일 12:30 ~ 22:30|070-4062-2788
바나프레소 신촌점|서울 서대문구 명물길 14 1~5층, 루프탑|매일 07:00 ~ 23:00|070-8998-8981
애니브 연희점|서울 서대문구 연희로11가길 8-8 1층|월,목,금,토,일 12:00 ~ 19:00|
라오상하이 신촌점|서울 서대문구 연세로12길 27 2층|월,화,목,금,토,일 12:00 ~ 22:00|02-715-1542
투썸플레이스 신촌기차역점|서울 서대문구 신촌역로 31 1층|매일 09:30 ~ 23:30|02-313-2388
증가로커피공방|서울 서대문구 명지대길 97 1층|월~토 12:00 ~ 18:00|010-6334-6494
더대단한커피&대단한탕후루 명지대점|서울 서대문구 거북골로 27 1층|매일 10:00 ~ 21:00|
메가MGC커피 서대문역점|서울 서대문구 통일로 147 1층||02-393-1113
카페 피에노|서울 서대문구 신촌로37길 16 2층|매일 10:00 ~ 22:00|02-365-7992
랙돌 고양이 카페 & 분양 디캣|서울 서대문구 연세로5나길 10 5층|월~금 13:00 ~ 21:00|070-8899-9997
메가MGC커피 이대점|서울 서대문구 이화여대길 24 1층||02-313-0910
메가MGC커피 신촌로터리점|서울 서대문구 신촌로 75 1층 2호|월~토 08:00 ~ 23:00|02-332-8394
초코블로썸|서울 서대문구 명물길 50-4 지하1층|월~금 14:00 ~ 22:30|
공차 신촌연세로점|서울 서대문구 연세로 27 1,2층|매일 11:30 ~ 22:30|02-3143-0404
할리스 신촌연세로점|서울 서대문구 연세로 5 1층|매일 10:30 ~ 22:00|02-322-3684
빽다방 빵연구소 연세대SK국제학사점|서울 서대문구 연세로 50 연세대SK국제학사 지하2층|월~금 08:00 ~ 18:00|02-393-2238
그림라이브하우스|서울 서대문구 연희로 14 준영빌딩 지하 1층||02-336-7154
탐정크루|서울 서대문구 연세로 35 지하 1층|매일 10:30 ~ 23:00|0507-1417-3699
디저트39 북아현점|서울 서대문구 신촌로 261-1 1층|매일 10:00 ~ 22:00|02-6339-2900
스타벅스 경기대점|서울 서대문구 충정로 53 유원골든타워 102호|월~금 07:00 ~ 20:00|1522-3232
감과당|서울 서대문구 증가로 24 2층|목~토 11:30 ~ 20:00|
데스툴|서울 서대문구 연희로25길 98 2층|화~일 11:00 ~ 21:00|
카페곳|서울 서대문구 홍제내2나길 2 2,3층|매일 09:00 ~ 22:00|070-4406-9090
시도플레이스|서울 서대문구 연희맛로 7-7 1,2층|수~일 12:00 ~ 21:00|070-4610-2888
컬러드빈|서울 서대문구 연희로11가길 8-8 1층|월~금 09:00 ~ 19:00|010-4515-4887
라온아토|서울 서대문구 증가로6길 12-17 태양아트빌 1층 101호|월~토 10:00 ~ 02:00|010-4242-3108
더블유피|서울 서대문구 연희로 89-11 1층|월~토 10:00 ~ 24:00|
챔스빈 신촌점|서울 서대문구 신촌로 87-12 1~3층|매일 09:00 ~ 23:00|
초콜릿책방|서울 서대문구 연희로5길 46-11 초콜릿책방|월~토 10:00 ~ 19:00|02-332-7573
로우키 연희점|서울 서대문구 연희로11가길 42|화~일 10:00 ~ 19:00|
메가MGC커피 홍제역점|서울 서대문구 세무서길 6 1층||02-723-6051
파티오|서울 서대문구 연세로5다길 28|매일 12:00 ~ 24:00|02-333-9467
안다르커피|서울 서대문구 연세로9길 25 2층|매일 10:00 ~ 23:00|02-6015-7993
이디야커피 서대문점|서울 서대문구 통일로 141 1층|매일 08:00 ~ 23:00|02-393-9266
헤일우드|서울 서대문구 통일로34길 7 1층|월~금 09:00 ~ 22:00|010-2442-0570
이디야커피 신촌기차역점|서울 서대문구 신촌역로 35 1층|월~금 10:00 ~ 22:00|02-313-3555
투썸플레이스 서대문연희점|서울 서대문구 연희로 105 1,2층|매일 08:00 ~ 22:00|02-336-6818
카페앤 신촌점|서울 서대문구 연세로4길 4 1층|매일 00:00 ~ 24:00 · 휴게시간 매일 06:00 ~ 08:00|
낙랑파라 아현점|서울 서대문구 신촌로31길 20|월~금 09:30 ~ 22:00|
꼼데푸생|서울 서대문구 증가로4길 28 1층 101호|매일 11:30 ~ 22:30|02-6929-1215
나무야|서울 서대문구 서소문로 43-22|월~금 10:00 ~ 23:00|02-365-9701
베베베 신촌점|서울 서대문구 연세로5나길 24 1~4층|매일 11:00 ~ 20:00|
메가MGC커피 명지대점|서울 서대문구 증가로 150 디엠씨센트럴아이파크 상가동 지3층 B306호|월~금 08:00 ~ 22:00|02-303-0910
메가MGC커피 가재울북가좌초교점|서울 서대문구 거북골로 184 1층|월~토 08:00 ~ 22:00|02-303-9002
아텐데르|서울 서대문구 연희로15안길 10|월,화,목,금 08:30 ~ 21:00|02-6326-1236
탐앤탐스 홍제역점|서울 서대문구 통일로 484|월~금 08:00 ~ 24:00|02-396-4565
메가MGC커피 창천점|서울 서대문구 신촌로 19 1층|매일 09:30 ~ 22:00|02-322-1009
할리스 이대점|서울 서대문구 이화여대길 59 엘큐브 3층|월~금 10:00 ~ 22:30|02-392-1008
스튜디오웝(빌리스하우스)|서울 서대문구 성산로 539 1층|월~금 10:00 ~ 20:00|010-2034-6411
메가MGC커피 신촌역점|서울 서대문구 신촌로 121 아남오피스텔 103호|월~금 08:00 ~ 22:30|02-365-6051
미크 커피|서울 서대문구 홍제천로 156 1층|목 12:00 ~ 18:00|010-4923-2126
퇼 커피|서울 서대문구 가재울로10길 25||
쥬쥬펫|서울 서대문구 증가로 13-9 구동 2층|화~토 10:00 ~ 21:00|02-6216-0028
이디야커피 홍은사거리점|서울 서대문구 통일로 510 북한산더샵상가 110호|월~토 08:00 ~ 23:00|02-379-7577
할리스 서울명지대점|서울 서대문구 거북골로 41-1 1,2층|월~토 08:00 ~ 21:30|02-304-1110
이디야커피 이화여대점|서울 서대문구 이화여대길 26 이화빌딩 2,3층|월~금 08:00 ~ 23:30|02-312-1237
이디야커피 연세대점|서울 서대문구 연세로12길 10 1층|매일 10:00 ~ 22:30|02-365-4623
니도로스터리|서울 서대문구 연희로 190 1층 102호|월~토 11:00 ~ 20:00|02-336-6998
투썸플레이스 명지대점|서울 서대문구 거북골로 31-1 1~3층|매일 07:30 ~ 22:00|02-6949-3776
컴포즈커피 신촌자이엘라점|서울 서대문구 신촌로 149|매일 08:00 ~ 21:00|02-6085-1564
베러댄와플 이대점|서울 서대문구 이화여대7길 35 1층|월~토 12:00 ~ 21:00|070-4032-0176
설빙 서울서대문홍제역점|서울 서대문구 통일로37길 3 2층|월,화,수,목,일 11:20 ~ 23:00|02-6406-3236
크레페허브|서울 서대문구 거북골로 21-5 1층|매일 10:00 ~ 23:00|
베네쉬커피|서울 서대문구 증가로32길 23-7|매일 12:00 ~ 23:00|02-6015-8286
할리스 서대문역점|서울 서대문구 통일로9안길 28 1층|월~금 08:00 ~ 23:00|02-313-0807
카페포엠|서울 서대문구 연세로 25 2층|월~토 13:00 ~ 22:30|
카페쥬디|서울 서대문구 이화여대2길 10||070-4254-3296
산맥로스터리|서울 서대문구 증가로 213 동산타운빌딩 1,2층|월~토 10:00 ~ 23:00|02-303-4172
롱앤쇼트|서울 서대문구 홍제내2나길 46 1층|목요일|070-8240-7770
공드린|서울 서대문구 연희로 38-14|수~일 12:00 ~ 20:00|
홀리몰리|서울 서대문구 명물1길 16 1층|월~토 10:00 ~ 19:00|010-5383-3404
디저트39 신촌역점|서울 서대문구 연세로2길 3|매일 10:00 ~ 22:00|
카페봄봄 이화여대점|서울 서대문구 이화여대길 7 1층|월~금 08:00 ~ 20:00|070-8881-1224
슈퍼어빈스|서울 서대문구 연희로 261-50||02-383-3883
프롬하츠커피 신촌점|서울 서대문구 연세로12길 19 지하1~지상3층|월~금 08:00 ~ 23:00|
메가MGC커피 포방터시장점|서울 서대문구 홍은중앙로 101-1 1층|매일 08:00 ~ 22:00|02-391-0577
카페아늑|서울 서대문구 이화여대7길 27 1층|월~토 11:00 ~ 22:00|
오리재|서울 서대문구 간호대로3길 36-6 1층|매일 11:00 ~ 20:00|
인스텐드커피|서울 서대문구 세무서길 103|매일 08:00 ~ 23:00|
킬더유튜브|서울 서대문구 이화여대길 50-6 1층|화~토 11:00 ~ 01:00|070-4112-2225
컴포즈커피 신촌연세대점|서울 서대문구 연세로 29-1 1층|매일 07:00 ~ 19:30|02-336-1955
메가MGC커피 가좌역점|서울 서대문구 수색로 34 1층|매일 07:30 ~ 22:00|02-303-8002
마호가니 연세대백양누리관점|서울 서대문구 연세로 50 백양누리 지하1층||02-364-0331
이디야커피 북가좌동점|서울 서대문구 증가로 257 1층|월~금 07:30 ~ 23:00|02-376-1132
달콤커피 명지대점|서울 서대문구 거북골로 31 2,3층|매일 10:00 ~ 22:00|02-304-1731
쿠들리|서울 서대문구 세무서7길 8 1층|화~일 10:00 ~ 20:00|010-9553-9221
카페프루티|서울 서대문구 연세로12길 22 2층|월~금 10:00 ~ 22:00|070-5222-5102
바이트 앤 십|서울 서대문구 독립문로 65|매일 09:30 ~ 20:00|070-8691-4038
까페힐|서울 서대문구 연희로11다길 15 3층|화~금 11:00 ~ 19:00|
티아레나|서울 서대문구 연희맛로 43-2 2층|수~일 12:00 ~ 21:00 · 휴게시간 수~금 20:00 ~ 21:00|010-5754-7576
마스터키프라임 신촌퍼플릭|서울 서대문구 연세로7안길 20 지하1층|월~금 12:00 ~ 22:00|02-336-1777
연희도그|서울 서대문구 연희로 153-4|매일 11:00 ~ 20:30|010-8675-7137
간식창고|서울 서대문구 세검정로1길 85|월~금 10:00 ~ 21:00|02-6925-1231
해피앤피스커피클럽|서울 서대문구 연희로 134|월,수,목,금 11:00 ~ 20:00|
공간커피|서울 서대문구 연희로25길 68 1층|월~금 11:00 ~ 20:00|02-6083-3101
더니커피|서울 서대문구 연희로11길 41|월,수,목,토,일 09:00 ~ 18:00|
윈야드|서울 서대문구 연희로11다길 9|화~토 10:00 ~ 22:00|02-332-8929
카페로이|서울 서대문구 연희로 241||02-338-7318
연희문화살롱|서울 서대문구 연희로 89-12 1층|월~토 15:00 ~ 01:00|02-2088-8685
이디야커피 명지대점|서울 서대문구 거북골로 35 2층|매일 08:00 ~ 22:00|02-305-3973
카페겸|서울 서대문구 증가로 264 2층|매일 10:30 ~ 22:00|02-375-1400
카페엘피스|서울 서대문구 연세로 38 2층||02-313-9199
서문|서울 서대문구 연희로10가길 2 1층|월~금 08:30 ~ 23:00|
탐정크루 신촌2호점|서울 서대문구 명물길 19 지하1층|매일 12:00 ~ 23:00|0507-1317-4291
이디야커피 연남동점|서울 서대문구 연희로 42 1층 102호|월~금 08:00 ~ 23:00|02-336-1901
사주카페큐|서울 서대문구 이화여대7길 20-5 2층||
비플러스|서울 서대문구 응암로 95 1층|매일 12:00 ~ 24:00|02-304-3143
컴포즈커피 북아현점|서울 서대문구 신촌로35길 10 120-2호|월~금 07:30 ~ 21:00|
카페 플레이스|서울 서대문구 연세로 20||
메가MGC커피 홍은사거리점|서울 서대문구 통일로 510 북한산더샵 제상가동 1층 108호|월~금 08:00 ~ 22:00|02-379-1003
야트막|서울 서대문구 독립문로 29 1층|화~일 11:00 ~ 19:30|010-8364-1032
커피가게동경 연희점|서울 서대문구 연희맛로 23 사러가쇼핑 1층 7호|매일 08:30 ~ 20:30|
메가MGC커피 서대문경찰서점|서울 서대문구 통일로 109 1층|매일 07:00 ~ 21:00|02-313-5771
컴포즈커피 가좌역가재울점|서울 서대문구 수색로 56|매일 09:00 ~ 21:00|02-304-8908
황카페|서울 서대문구 연희로 89-8 1층|월~토 10:00 ~ 21:00|02-336-4933
공차 이대점|서울 서대문구 신촌로 173-2|매일 08:00 ~ 20:00|070-4230-7514
몰리스|서울 서대문구 연세로5다길 22-7 2층|화~토 12:00 ~ 23:00|
어뮤즈그라운드|서울 서대문구 가재울로4길 67 1층|화~금 12:00 ~ 22:00|070-7532-8858
혹스턴|서울 서대문구 연희로 91 2층|매일 12:00 ~ 21:00|0507-1314-0442
앨리스|서울 서대문구 이화여대길 52-31 2층|월~토 10:00 ~ 22:00|02-392-8225
계절의목소리|서울 서대문구 이화여대3길 27 2층|월~금 10:00 ~ 22:00|070-4283-2552
심두|서울 서대문구 홍연길 82 2층 202호|영업시간 수~금 12:00 ~ 16:00|
비엔나커피하우스 신촌점|서울 서대문구 연세로 9 2층|월~금 10:00 ~ 22:00|
카페제이미쉬|서울 서대문구 수색로 102 상가 2층 201호|월~토 08:30 ~ 21:00|02-304-7710
투썸플레이스 서대문웨스트게이트타워점|서울 서대문구 충정로 70 1~2층|월~금 07:00 ~ 22:30|02-6956-6226
탐앤탐스 이대점|서울 서대문구 이화여대길 63 1층|월~토 07:30 ~ 23:20|02-313-1007
페르마타|서울 서대문구 충정로6길 37 1층 101호|월~금 08:00 ~ 19:00|
돌파운드|서울 서대문구 연희로11라길 10-6 2층 201호|수~일 13:00 ~ 19:00|010-5904-1570
통인동커피공방 로스팅라이브러리|서울 서대문구 연세로 13 현대백화점 유플렉스 12층|매일 10:30 ~ 22:00|02-3145-1709
스타벅스 현대신촌점|서울 서대문구 신촌로 83 지하2층|매일 10:30 ~ 22:00|1522-3232
디파트먼트이엔|서울 서대문구 연희로 48-22 1층|월~목 17:00 ~ 19:00|02-6205-1017
설빙 서울명지대점|서울 서대문구 증가로 150 DMC아이파크상가 100동 지하 208호|매일 11:00 ~ 22:00|
엔제리너스 동신병원점|서울 서대문구 연희로 276 103호|매일 08:00 ~ 22:00|02-395-3774
모음|서울 서대문구 신촌역로 11|매일 11:00 ~ 21:00|
뉘블랑쉬|서울 서대문구 연희로15길 52 지층 B03호|월,목,금,토,일 08:30 ~ 19:00|02-3144-1525
쥬씨 신촌점|서울 서대문구 연세로 30 창천빌딩 1층|월~목 08:00 ~ 23:30|
앵두네과자점|서울 서대문구 증가로10길 70-8 1층 101호|수~금 12:00 ~ 20:00|070-7576-3710
룸익스케이프 인디고블루점|서울 서대문구 연세로5가길 21 지하|월~금 13:00 ~ 23:00|010-8432-5687
카페온더문|서울 서대문구 통일로39가길 35 1층|월~금 08:00 ~ 21:00|02-396-0718
성산로374과자점|서울 서대문구 성산로 374 1층|월~금 11:00 ~ 19:00|010-9248-5597
메가MGC커피 홍제홍은벽산점|서울 서대문구 홍은중앙로 33 1층|월~금 08:00 ~ 22:00|02-379-3035
커피더맨 추계예대점|서울 서대문구 북아현로25길 10 1층|영업시간 월~금 09:00 ~ 17:00|
더벤티 신촌점|서울 서대문구 신촌로 125|영업시간 월~금 07:00 ~ 15:40|02-364-8368
공차 가재울점|서울 서대문구 가재울미래로 2 DMC파크뷰자이 별동상가 1층 107-1,2호|매일 10:30 ~ 22:00|02-303-4911
피터팬베이커리카페 연세대점|서울 서대문구 연세로 50 연세대학교 신촌캠퍼스 경영관 1층||02-2123-8775
디저트39 가재울 뉴타운점|서울 서대문구 거북골로 100 상가동 1층 1호|월~토 09:00 ~ 23:00|02-304-3934
할리스 무악재역점|서울 서대문구 통일로 360 보하빌딩 1층|매일 08:00 ~ 23:00|02-6406-0046
그로밋커피하우스|서울 서대문구 연희로8길 16-6 베스트빌 1층 101호|매일 11:00 ~ 21:00|0507-1341-2782
