카페명|주소|영업시간|전화번호
연우재|서울 성북구 성북로 15-6|화~토 11:00 ~ 22:00|
다원|서울 성북구 대사관로 3 삼청각 일화당 2층|월~금 11:00 ~ 21:00|02-765-3000
스타벅스 고대점|서울 성북구 고려대로24길 51 1층 & 2층|월~금 07:30 ~ 21:00|1522-3232
투썸플레이스 길음역점|서울 성북구 길음로 6 1층|매일 08:30 ~ 23:20|02-943-5437
스타벅스 장위뉴타운점|서울 성북구 장월로38길 4 1,2층|매일 08:00 ~ 21:30|
파도의숲|서울 성북구 삼선교로24길 40 1층|월~토 11:00 ~ 20:00|010-2332-2754
디졸브|서울 성북구 화랑로42길 40|매일 10:00 ~ 23:00|02-963-6077
오버스토리|서울 성북구 선잠로2다길 13-13 지하1층|화~금 13:00 ~ 21:00|
써니사이드커피|서울 성북구 고려대로27길 14 1층|월~금 08:00 ~ 20:00|070-8688-2905
스타벅스 미아점|서울 성북구 동소문로 314|월~금 07:30 ~ 21:00|1522-3232
비나케이크|서울 성북구 보문로30길 12 1층 101호|월~토 10:00 ~ 20:00|02-953-7070
카페스윗 정릉점|서울 성북구 보국문로 37 1층|매일 07:30 ~ 21:00|0507-951-4039
제뉴어리피크닉|서울 성북구 창경궁로43길 26|월,수,목,금,토,일 12:00 ~ 18:00|
커피빈 고대안암역점|서울 성북구 개운사길 8 타이거빌딩 1층|매일 07:00 ~ 24:00|02-953-6652
길음로12한옥카페|서울 성북구 길음로 12 1층|목~토 17:00 ~ 19:00|02-909-1222
다옴룸카페|서울 성북구 동소문로20길 29-18 3층|매일 10:30 ~ 23:30|02-922-8898
코지밀 브런치카페|서울 성북구 동소문로26길 6 1층|매일 09:00 ~ 18:00|070-7690-7728
서울노마드|서울 성북구 동소문로11길 5|매일 10:00 ~ 21:30|02-921-8049
실라커피|서울 성북구 성북로 39 1층 101호|매일 08:00 ~ 22:00|02-763-0134
커피하우스반달|서울 성북구 장월로23길 5-10 1층|영업시간 화~일 11:00 ~ 17:00|
플랜티안암브런치카페|서울 성북구 안암로 25 1층|매일 11:00 ~ 21:00|02-953-8387
VVS뮤지엄|서울 성북구 동소문로26길 9 동선동근린생활시설 1층|매일 11:00 ~ 21:30|010-4741-4002
피카커피|서울 성북구 고려대로30길 29|매일 12:00 ~ 21:00|02-6339-3537
커피빈 한성대입구역점|서울 성북구 삼선교로 12 1층|월~금 07:00 ~ 22:00|02-766-7951
리이케커피|서울 성북구 보문로34가길 24 1층|월,수,목,금 09:30 ~ 18:30|010-7173-1965
투썸플레이스 돌곶이역점|서울 성북구 화랑로 237 지하 1층 6,7호|월~목 08:00 ~ 22:00|02-6953-9223
스타벅스 삼선교점|서울 성북구 동소문로 10 1~2층|월~금 08:00 ~ 20:00|1522-3232
카페256|서울 성북구 성북로26길 13|화~일 10:00 ~ 21:00|
커스텀커피 길음센터피스점|서울 성북구 동소문로47길 22 금강에뜨레빌딩 1층 101호|월~금 09:00 ~ 19:00|02-986-4802
아케미|서울 성북구 창경궁로 318 제이에스원 혜화 1층 101호|화~일 12:00 ~ 21:00|02-3675-0010
369마실|서울 성북구 삼선교로4가길 13-1 1층|월~금 10:00 ~ 19:00|02-747-2343
커피로스터스 숲|서울 성북구 보국문로 180 1, 2층|매일 10:00 ~ 22:00|0507-1306-9343
카페 그레테|서울 성북구 보국문로 87-6|매일 10:00 ~ 22:30|02-941-1633
투썸플레이스 한성대입구역점|서울 성북구 동소문로 6|매일 09:30 ~ 21:00|02-747-4081
스타벅스 고대안암병원점|서울 성북구 고려대로 73 안암병원 제1주차장 3층 근린생활시설|월~금 07:00 ~ 22:00|1522-3232
투썸플레이스 보문역점|서울 성북구 보문로 125 1층|매일 08:00 ~ 23:00|02-926-1130
성북동콩집|서울 성북구 성북로 58|화~일 10:00 ~ 23:00|070-7594-5139
커피나무 성신여대점|서울 성북구 보문로30길 79 1,2층|매일 09:30 ~ 21:00|02-922-1672
설빙 서울미아점|서울 성북구 도봉로 31-1 2층|매일 11:00 ~ 23:00|02-986-2900
페인트커피&바|서울 성북구 성북로5길 6 1층|월,화,목 09:00 ~ 21:00|
소일|서울 성북구 보문로32길 40 1층|월~금 11:30 ~ 22:00|02-929-5571
카페오드마인드|서울 성북구 월곡로18나길 1 1층|영업시간 월~금 11:00 ~ 16:00|070-8868-3582
설빙 서울고대점|서울 성북구 고려대로24길 14 2층|월~금 12:00 ~ 22:30|070-8231-5157
메가MGC커피 고대점|서울 성북구 고려대로27길 15 1층|월~금 08:00 ~ 21:00|02-924-7290
그릭데이 성신여대점|서울 성북구 보문로34길 66 1층|매일 11:00 ~ 21:00|02-6053-9222
카페테인|서울 성북구 솔샘로1길 19 1층|월~토 11:00 ~ 23:00|070-8950-0112
멜랑슈에스프레소|서울 성북구 아리랑로2길 5 1층|매일 10:00 ~ 23:00|010-8483-0577
메가MGC커피 돌곶이역점|서울 성북구 돌곶이로 66 1층|매일 10:00 ~ 21:00|070-7576-3510
투썸플레이스 종암점|서울 성북구 종암로 103 1,2층|매일 07:00 ~ 23:00|02-2038-7699
더로스팅 정릉점|서울 성북구 정릉로36길 88 2층|매일 08:00 ~ 22:00|02-3292-0103
유어즈에버|서울 성북구 종암로9길 52 1층|월~금 08:00 ~ 19:00|02-922-2247
킨폭스커피|서울 성북구 보국문로 87-22|매일 10:00 ~ 23:00|
슬로미|서울 성북구 동소문로32길 7-3 위더스빌 가동 지하1층|월~토 09:30 ~ 21:00|02-921-3652
셜록홈즈 성신여대점|서울 성북구 동소문로22길 15 4층|월~금 13:00 ~ 22:00|02-929-8870
메가MGC커피 정릉역점|서울 성북구 아리랑로19가길 4 102호|매일 10:00 ~ 22:40|02-909-5209
설빙 성신여대점|서울 성북구 동소문로22길 36 2, 3층|매일 12:00 ~ 23:00|070-4127-9230
카페애일|서울 성북구 고려대로24길 3-44 1층|월~금 10:00 ~ 20:00|
유목커피바|서울 성북구 동소문로24길 47|매일 12:30 ~ 22:00|
커피앤두|서울 성북구 서경로 80 동성빌딩 1층|매일 09:30 ~ 23:00|02-941-9788
키웨스트커피|서울 성북구 보국문로16길 2|매일 10:30 ~ 24:00|070-8846-3353
바스크|서울 성북구 삼양로9길 10-2 1층|목요일|02-941-5168
카페그냥그냥|서울 성북구 아리랑로5길 151|월,수,목,금,토,일 10:30 ~ 22:30|02-943-1579
투썸플레이스 월곡역 코업스타점|서울 성북구 화랑로 76 코업스타클래스 1층 105,106호|매일 08:00 ~ 22:00|02-6956-2000
메가MGC커피 정릉중앙점|서울 성북구 솔샘로 33 아이콘스타 1층 101,102호|매일 08:00 ~ 21:00|02-943-8417
메가MGC커피 성신여대점|서울 성북구 동소문로22길 47 1층|월~금 07:00 ~ 22:30|02-929-3565
카페모모|서울 성북구 동소문로20가길 28 1,2층|월~금 08:30 ~ 23:00|02-924-6114
카페헤이미쉬|서울 성북구 삼양로 73-1|매일 09:00 ~ 23:00|02-909-5326
카페이립스|서울 성북구 고려대로7길 84-7 1층|월~금 11:00 ~ 23:00|02-923-4999
언더워터 커피 로스터스|서울 성북구 고려대로6길 48 2층|화~일 11:00 ~ 22:00|010-2052-8488
뿡어당|서울 성북구 보문로34길 94 102호|월~금 13:00 ~ 23:00|0507-1381-2796
오름1077|서울 성북구 삼양로2길 6-6 1층|월~금 15:00 ~ 24:00|02-985-1077
이리카페|서울 성북구 화랑로32길 111|월~토 11:00 ~ 22:00|070-8161-7864
메가MGC커피 길음뉴타운점|서울 성북구 길음로 33 길음뉴타운상가 B동 지2층 11호||02-909-1123
빽다방 성신여대입구역점|서울 성북구 동소문로20나길 3 1층|월~토 08:00 ~ 22:00|02-928-4618
히도커피|서울 성북구 창경궁로43길 27 히도커피|매일 11:00 ~ 22:00|070-4438-5927
어나더에이치|서울 성북구 장월로1길 56-9|매일 09:00 ~ 22:00|02-6082-2819
누하주|서울 성북구 창경궁로43길 17 1층|매일 12:00 ~ 21:00|010-6830-4987
오오티|서울 성북구 화랑로32가길 9 1층|월~금 09:00 ~ 21:00|010-5464-4747
스타벅스 미아이마트|서울 성북구 도봉로 17|매일 10:00 ~ 21:00|1522-3232
모던양갱집|서울 성북구 보국문로16길 72 1층|월~토 10:00 ~ 20:00|
황금사탕|서울 성북구 종암로9길 8-10|월,화,목,금 14:00 ~ 18:00|02-953-0357
커피인더스트리 16호점|서울 성북구 종암로19길 99|매일 09:00 ~ 22:00|
탐앤탐스 성신여대점|서울 성북구 동소문로22길 15 2,3층|월~금 08:30 ~ 01:00|02-923-4565
마놀린|서울 성북구 화랑로13길 38|월~목 08:10 ~ 22:00|
프린트카페 국민대점|서울 성북구 솔샘로 7||
메가MGC커피 돈암한신점|서울 성북구 성북로4길 52 한신한진아파트상가 417동 1층 1101호||02-928-1253
스페셜커피넘버원 동덕여대점|서울 성북구 화랑로11길 23-10 1층|매일 10:00 ~ 22:00|02-913-0077
시저지|서울 성북구 화랑로32길 59|월~금 10:00 ~ 21:00|070-4042-9074
커피해빗|서울 성북구 성북로 53-27 1층|월~금 11:00 ~ 18:00|02-6465-4674
이디야커피 석계중앙점|서울 성북구 화랑로40길 61 1층|매일 08:00 ~ 23:30|02-963-2009
읍천리382 정릉점|서울 성북구 정릉로 251 명성빌딩 1층 101호|매일 09:00 ~ 22:00|02-909-3820
하루떡|서울 성북구 성북로 53||02-6396-4775
커피날에|서울 성북구 보문로26길 57-3 1층|매일 09:00 ~ 22:00|
메가MGC커피 정릉시장점|서울 성북구 보국문로 36 1층|월~금 08:00 ~ 22:00|02-941-6860
스틸커피|서울 성북구 고려대로8길 23 1층|월~목 08:00 ~ 19:00|
드뷰|서울 성북구 화랑로13길 79-2 1층|매일 09:00 ~ 22:00|
보리수|서울 성북구 고려대로8길 25 1층|월,수,목,금,토,일 11:00 ~ 22:00|
메가MGC커피 월곡역점|서울 성북구 화랑로13길 7 1층|매일 08:00 ~ 22:00|02-943-8640
메가MGC커피 동소문점|서울 성북구 아리랑로 14 1층||02-922-2299
투썸플레이스 아리랑힐호텔점|서울 성북구 아리랑로 8 1층|매일 08:00 ~ 22:00|02-925-6303
슬로카페달팽이|서울 성북구 솔샘로18길 84|화~일 12:00 ~ 22:00|
PLANTER247|서울 성북구 보문로34가길 1 1층|화~일 11:00 ~ 22:00|02-6404-8787
설빙 월곡역점|서울 성북구 화랑로11길 27 정우빌딩 2층|매일 11:00 ~ 23:00|02-943-4811
정만빙수 고대2호점|서울 성북구 고려대로24가길 12 2층|월~토 11:00 ~ 22:00|
물감|서울 성북구 아리랑로4길 32|매일 12:00 ~ 21:00|02-922-7179
메가MGC커피 종암점|서울 성북구 종암로 98 1층|월~목 07:30 ~ 22:00|02-942-5565
참좋다|서울 성북구 성북로10가길 8-4 한스빌 1층|매일 12:00 ~ 20:00|
성북로|서울 성북구 성북로28길 10 지하1층,1,2층|매일 11:00 ~ 22:00|02-747-0570
성북동350|서울 성북구 성북로31길 84|매일 11:00 ~ 22:00|02-3673-1087
메가MGC커피 보문역점|서울 성북구 보문로 124 1층 1,2호|매일 08:00 ~ 22:00|02-929-1003
까페토미|서울 성북구 종암로25길 22-29 1층|월~금 09:30 ~ 22:00|070-7767-0809
공차 고대안암점|서울 성북구 고려대로24길 17 1층|매일 09:00 ~ 24:00|
레이크웨이브|서울 성북구 삼선교로14길 20 1층|수~토 10:30 ~ 19:30|0507-1367-9355
투썸플레이스 고대참살이길점|서울 성북구 고려대로26길 42-15 1~3층|매일 08:00 ~ 23:00|070-4112-1101
카페차이 장위뉴타운점|서울 성북구 돌곶이로 211||070-4295-0036
메가MGC커피 하월곡동점|서울 성북구 오패산로3길 3 홍진빌딩 1층||02-943-1003
노르웨이의숲|서울 성북구 고려대로13길 55 1층 101호|화~일 09:00 ~ 20:30|02-921-0968
안암카페 더보일|서울 성북구 고려대로28길 17-3 해랑빌딩 102호|월~금 11:00 ~ 22:00|010-2139-4151
베이키숍|서울 성북구 월계로 80 1층|매일 12:30 ~ 21:00|070-4027-8177
공유|서울 성북구 보문로18길 10 1층|월,수,목,금 08:00 ~ 19:00|010-9929-7440
마온|서울 성북구 보문로21길 34 1층|월~토 10:30 ~ 21:00 · 휴게시간 월~토 15:00 ~ 17:30|
메가MGC커피 석관점|서울 성북구 돌곶이로 27 1층|매일 08:00 ~ 21:30|02-960-7707
스테이138|서울 성북구 창경궁로35다길 138 1층|매일 09:00 ~ 23:00|0507-1428-6226
전광수커피하우스 고려대점|서울 성북구 고려대로 104-1|월~금 10:00 ~ 22:30|02-928-0234
이츠이츠|서울 성북구 동소문로 34-7 1층|화~토 10:00 ~ 21:00|010-3308-2549
카페안암동|서울 성북구 고려대로22길 5 1층 카페 안암동|매일 11:00 ~ 22:00|0507-1404-0724
먼셀커피 미아점|서울 성북구 동소문로44길 43 101동 101호|매일 08:00 ~ 22:00|02-3292-9955
카페바이트미|서울 성북구 장월로1길 31 1층|매일 10:00 ~ 22:00|02-943-5435
달콤한공간|서울 성북구 한천로78길 67 2층|화~일 11:00 ~ 21:00|
펠어커피 성신여대점|서울 성북구 동소문로17길 17 1층|매일 10:00 ~ 22:00|02-922-3848
카페지오 성신여대점|서울 성북구 동소문로24길 46|목 12:30 ~ 23:00|02-953-1277
라플루마앤보헤미안|서울 성북구 고려대로27길 18 1층||
바스켓테이블|서울 성북구 동소문로 115-1 전층|매일 08:00 ~ 23:00|02-929-7067
충당|서울 성북구 보문로30나길 40 1층|화~토 11:00 ~ 19:00|070-8877-1338
스타벅스 현대미아점|서울 성북구 동소문로 315 지하 1층|월~목 10:30 ~ 20:00|1522-3232
메가MGC커피 종암사거리점|서울 성북구 종암로27길 13 도원프라자 1층 103,104호||02-928-3035
투썸플레이스 고려대법학관점|서울 성북구 안암로 145|매일 08:00 ~ 22:00|02-927-2379
아틀리에하모니|서울 성북구 보문로 77-1 1층|목요일|02-6082-7771
늘|서울 성북구 성북로14길 3|화~일 11:00 ~ 21:00|02-6221-5814
카페 오비스포|서울 성북구 안암로3길 41 윤호빌딩 1층|매일 11:00 ~ 22:00|010-7143-9621
디저트39 성신여대점|서울 성북구 보문로34길 59|매일 07:00 ~ 22:00|02-921-8839
혜화문아래|서울 성북구 창경궁로43길 16 1층||02-733-9901
컴포즈커피 안암성북천점|서울 성북구 고려대로7길 74|매일 09:00 ~ 22:00|010-8743-5755
황금십원빵 한성대입구역점|서울 성북구 성북로 5-9 마이원타워 지하1,1층|월~금 08:00 ~ 20:00|
노이어커피|서울 성북구 삼선교로 49-2 1층|화~금 08:00 ~ 19:00|010-8951-5970
숑디인오하라|서울 성북구 보문로30길 80|월~토 12:00 ~ 23:00|
유즈리스어덜트|서울 성북구 보문로18길 25 1층|월,화,목,금 12:00 ~ 21:00|070-4085-7003
플레이스원|서울 성북구 오패산로 79-4 1층||02-6406-4196
카페뮬 보문점|서울 성북구 보문로 78 브라운홈스 1층 103호|월~금 08:00 ~ 24:00|02-922-9785
메가MGC커피 성북구청점|서울 성북구 보문로 161 1층|월~금 08:00 ~ 22:00|02-929-0408
모리커피 서울성신여대점|서울 성북구 동소문로22길 48 1층|매일 08:00 ~ 23:00|02-929-8577
빽다방 월곡역점|서울 성북구 화랑로 91 동원빌딩 1층|월~금 07:00 ~ 22:00|02-6369-2666
빽다방 한성대입구역점|서울 성북구 삼선교로 2-1 1층|월~금 07:30 ~ 22:30|070-4066-0670
번트|서울 성북구 고려대로 19 1층|화~금 11:00 ~ 22:00|
치코커피|서울 성북구 장월로1라길 13 2층|화~금 10:00 ~ 22:00|02-6956-7592
몰리다|서울 성북구 혜화로 88 1층||02-766-8538
플레이스엔|서울 성북구 정릉로 77 복지관 2층|영업시간 월~금 09:00 ~ 17:00|02-910-5238
카페오엔오|서울 성북구 화랑로42길 52-8 1층|매일 09:30 ~ 22:00|010-9204-8807
컴포즈커피 북한산보국문점|서울 성북구 보국문로 86 1층|월~금 08:00 ~ 22:00|02-6012-7571
커피프롬|서울 성북구 아리랑로 53|매일 09:30 ~ 23:00|02-926-2050
행복하개키울고양 보문센터|서울 성북구 고려대로11길 24 2층|매일 00:00 ~ 24:00|0507-1326-3828
이디야커피 길음뉴타운점|서울 성북구 길음로 74 상가 102,103호|월~금 08:00 ~ 22:30|02-909-0279
오와케이크 성신여대점|서울 성북구 보문로34다길 31 1층|매일 11:00 ~ 21:00|010-5365-2080
나아|서울 성북구 성북로18길 13 1층|월~토 11:00 ~ 22:00|02-6408-6318
써리얼벗나이스|서울 성북구 동소문로25길 1 1층|월~목 12:00 ~ 21:00|02-921-0822
커인스 커피|서울 성북구 종암로21길 42|매일 09:00 ~ 22:00|
빽다방 장위뉴타운점|서울 성북구 장월로 140 1층|매일 08:00 ~ 22:00|02-941-1016
투비어라운드유|서울 성북구 안암로3길 73 1층|월,화,목,금 10:00 ~ 19:00|010-5850-9208
갤러리커피하우스|서울 성북구 성북로31길 5 리홀아트갤러리 1층|매일 11:30 ~ 21:00|02-336-6878
빽다방 돈암점|서울 성북구 동소문로 113 1층|매일 08:00 ~ 22:00|02-953-2351
카페아띠|서울 성북구 북악산로29길 6|월~금 09:00 ~ 22:00|02-929-1720
이디야커피 한성대점|서울 성북구 삼선교로10길 45 1층 102호|매일 08:00 ~ 23:00|02-747-9667
메가MGC커피 미아현대점|서울 성북구 동소문로 309 1층 101호|매일 08:00 ~ 22:00|070-8671-3370
카페나우어데이즈|서울 성북구 아리랑로19길 20 1층|월~토 09:00 ~ 19:00|
이디야커피 보문역점|서울 성북구 보문로 111 1층|월~금 08:00 ~ 23:00|02-928-0788
삼청각 동백헌|서울 성북구 대사관로 3||1661-5674
메가MGC커피 장위점|서울 성북구 장위로 56 1층|매일 10:30 ~ 21:30|02-909-2015
카페시와|서울 성북구 동소문로23길 40-1 1층|수~일 13:00 ~ 22:00|
성북동과일카페138|서울 성북구 동소문로23길 8-10 1,2층|화~토 11:00 ~ 23:00|02-929-5138
빽다방 종암사거리점|서울 성북구 종암로 132 우림카이저팰리스 상가 1층 111호|매일 08:00 ~ 22:00|02-998-8934
아우트리거커피|서울 성북구 종암로36길 26 1층|월~금 08:00 ~ 19:00|010-3721-9278
빽다방 북서울꿈의숲점|서울 성북구 돌곶이로 220 코오롱하늘채아파트상가 104동 106호|매일 08:00 ~ 22:00|02-943-7555
소마|서울 성북구 성북로 89-1 1층|매일 10:30 ~ 22:00|02-745-3779
카페후프|서울 성북구 장월로 126 1층|화~일 12:00 ~ 21:00|070-8806-8488
아임빈|서울 성북구 개운사길 57-3||
도쿄빙수 성신여대점|서울 성북구 동소문로20다길 26 1층|월,수,목,금 12:00 ~ 21:00|02-762-0716
빽다방 안암역점|서울 성북구 고려대로27길 6 1층|월~금 07:30 ~ 20:00|02-925-3246
타입커피|서울 성북구 화랑로32길 38 1층|월~토 11:00 ~ 21:00|02-6956-3238
선호|서울 성북구 동소문로26가길 28 1층 선호|매일 12:00 ~ 20:00|010-3000-1373
스파츠|서울 성북구 보문로30나길 29-1|매일 12:00 ~ 22:00|0507-1420-5474
메가MGC커피 월곡점|서울 성북구 오패산로 98 로만플라자 지1층 B106호|매일 09:40 ~ 21:30|02-917-5530
에테르|서울 성북구 화랑로21길 60 1층|수,목,토,일 09:00 ~ 19:30|010-2398-6269
컴포즈커피 길음롯데캐슬클라시아점|서울 성북구 숭인로8길 80 롯데캐슬클라시아|매일 10:00 ~ 20:40|
이디야커피 성신여대역점|서울 성북구 동소문로17길 40 1층|월~금 07:30 ~ 23:00|02-926-2663
컴포즈커피 고대안암역점|서울 성북구 개운사길 22-2 상희빌딩 1층|월~금 07:30 ~ 22:00|02-555-5976
쏭다방|서울 성북구 보국문로28길 2 1층||02-941-4122
꽃이피움|서울 성북구 화랑로13길 59 100주년기념관 지하1층 118호|월~금 08:30 ~ 19:00|02-940-4297
빽다방 길음역점|서울 성북구 동소문로 248 삼부아파트상가 102동 1층 110호|월~토 08:00 ~ 22:00|02-909-3002
메가MGC커피 정릉뉴타운점|서울 성북구 정릉로 307 길음뉴타운10단지 상가동 지하 1층 122호|월~금 08:00 ~ 22:00|02-909-1005
메가MGC커피 한성대입구역점|서울 성북구 동소문로 9 1층|월~금 07:30 ~ 21:00|02-742-8226
공차 성신여대점|서울 성북구 동소문로22길 4 1층|매일 08:00 ~ 23:00|02-6080-8069
니모스|서울 성북구 성북로8길 26-1|수~일 11:00 ~ 20:00|
스스쿠|서울 성북구 고려대로11길 65 1층 101호||070-8833-3167
이디야커피 정릉중앙점|서울 성북구 정릉로 251 1층|월~금 08:00 ~ 22:00|02-943-2009
빽다방 석계중앙점|서울 성북구 한천로78길 63|월~금 08:30 ~ 21:30|02-960-7686
영화룸카페|서울 성북구 동소문로20다길 15 3층||
메가MGC커피 번동중앙점|서울 성북구 월계로40길 7 센트럴타운상가 1층 106-1호|매일 08:00 ~ 22:00|02-942-8887
르아브르|서울 성북구 서경로 102 1층|월~금 10:00 ~ 21:00|0507-1348-6126
이디야커피 성신여대점|서울 성북구 보문로34길 100 1층|월~금 07:30 ~ 23:00|02-925-3738
룸메이트|서울 성북구 보문로34길 59 4층|매일 11:00 ~ 24:00|070-8808-9009
더플롯커피&플라워|서울 성북구 보문로29길 119 1층|월~금 08:00 ~ 21:00|02-742-4867
메가MGC커피 장위뉴타운점|서울 성북구 돌곶이로40길 46 상가2동 지하1층 1호||02-942-7388
더빈마켓 성신여대점|서울 성북구 동소문로13길 13 성환빌딩 1층||02-3291-4300
정만|서울 성북구 개운사길 56 1층||
하이웨이커피|서울 성북구 보문로32길 84 지하1층|매일 12:00 ~ 23:00|010-7571-9317
M2커피|서울 성북구 보문로 91|매일 08:00 ~ 24:00|
빽다방 정릉시장점|서울 성북구 보국문로 50 1층|월~토 08:00 ~ 22:00|070-4151-0229
이디야커피 돈암동점|서울 성북구 동소문로 119 1층|월~금 07:30 ~ 23:30|02-953-5484
행복하게키울고양|서울 성북구 고려대로11길 24 2층||0507-1326-3828
디저트라인업|서울 성북구 동소문로 304 1층|월~금 09:30 ~ 21:00|070-7704-9997
어버드커피|서울 성북구 화랑로 177-1 1,2층|월,수,목,금,토,일 11:00 ~ 22:00|
호박이넝쿨책|서울 성북구 아리랑로 120-10 1층|화~일 12:00 ~ 22:00|010-7266-4705
탐앤탐스 정릉점|서울 성북구 보국문로 33 JR메디컬센타빌딩 1층|매일 09:00 ~ 23:00|02-910-7007
맬크|서울 성북구 아리랑로4가길 5 1층|수~금 11:30 ~ 20:00|010-3353-0712
커피소|서울 성북구 고려대로24길 48 3층|월~금 11:00 ~ 24:00|
텐퍼센트커피 서울돈암점|서울 성북구 동소문로 186 대성빌딩 1층|매일 08:00 ~ 21:00|0507-1856-7754
카페 밑줄|서울 성북구 삼선교로23가길 25|월,수,목,금,토,일 11:00 ~ 19:00|
버터바스켓|서울 성북구 지봉로 177-1 2층|매일 12:00 ~ 18:00|0507-1329-2971
매머드익스프레스 고대1호점|서울 성북구 고려대로22길 61|월~금 08:00 ~ 22:00|
카페기웃기웃|서울 성북구 아리랑로19길 13 1층|화~일 10:00 ~ 19:00|070-8691-2721
메가MGC커피 북한산정릉점|서울 성북구 보국문로 167 산장아파트상가 1층|월~금 09:00 ~ 22:00|02-943-8255
라브리사커피|서울 성북구 보문로37길 15|매일 11:00 ~ 21:00|070-8778-4513
아아수혈 성신여대점|서울 성북구 동소문로26다길 23 1층|목 11:00 ~ 24:00|010-8381-9276
빽다방 길음롯데클라시아점|서울 성북구 숭인로8길 80 롯데캐슬클라시아 상가동 117호|매일 08:00 ~ 21:30|070-4010-1581
버터클라우드|서울 성북구 정릉로52길 8-9 송은빌딩 1층 106호|화~토 12:00 ~ 20:00|0507-1328-9470
