카페명|주소|영업시간|전화번호
메가MGC커피 방학점|서울 도봉구 방학로 192 1층||02-954-6555
탐앤탐스 도봉구청점|서울 도봉구 마들로 657 ESA아파트상가 1층|화~금 00:00 ~ 24:00|02-956-9482
마치커피|서울 도봉구 덕릉로59아길 48 1층|월,수,목,금 08:30 ~ 20:00|070-8250-6660
모리커피 서울방학점|서울 도봉구 도당로 148 1층|월~금 08:00 ~ 22:00|02-955-8715
마을북카페 행복한이야기|서울 도봉구 마들로11길 77 창동역사내 지상1층||02-954-7145
컴포즈커피 방학신동아점|서울 도봉구 시루봉로 106|매일 08:30 ~ 21:30|02-955-4237
빽다방 창동역점|서울 도봉구 마들로11길 57 EQ빌딩 102호|월~금 08:00 ~ 21:00|02-995-7711
메가MGC커피 도봉역점|서울 도봉구 도봉로 817 1층|매일 08:00 ~ 22:00|02-955-4418
메가MGC커피 방학역점|서울 도봉구 도봉로150길 40 101호|매일 08:00 ~ 21:00|02-3492-0181
메가MGC커피 쌍문점|서울 도봉구 도봉로 457 1층||02-992-0707
메가MGC커피 신창시장점|서울 도봉구 덕릉로 238 1층||
블랙캥거루|서울 도봉구 우이천로 134-1 1층|월~목 10:00 ~ 20:00|02-999-0703
메가MGC커피 창동신창점|서울 도봉구 우이천로4길 31 1층|매일 08:00 ~ 22:00|02-998-8988
마이림|서울 도봉구 우이천로34길 13|매일 00:00 ~ 24:00|010-2031-7967
커피지|서울 도봉구 도봉로145길 8 2층|매일 10:00 ~ 02:00|02-3491-6884
그랩커피|서울 도봉구 도봉로109길 62 1층|월~금 09:30 ~ 20:00|070-8224-7603
이디야커피 도봉산점|서울 도봉구 도봉산길 18 1층|월~금 08:00 ~ 22:00|02-3494-3974
24시 무인카페 만월경|서울 도봉구 해등로 79 1층|매일 00:00 ~ 24:00|010-2083-2087
김화자카페|서울 도봉구 도봉로114길 50 1층|화~토 11:00 ~ 22:00|02-905-2570
메가MGC커피 창동어울림점|서울 도봉구 해등로16길 32 1층|매일 08:00 ~ 22:00|02-997-0182
이디야커피 쌍문역점|서울 도봉구 도봉로117길 4 1,2층|매일 07:00 ~ 23:00|02-900-9279
메가MGC커피 이마트에브리데이도봉점|서울 도봉구 도봉로180길 38 1층|월~금 07:00 ~ 22:00|02-955-5666
컴포즈커피 방학도깨비시장점|서울 도봉구 도당로13길 23 1층||070-7543-7170
이디야커피 도봉역점|서울 도봉구 도봉로 823 1,2층|월~금 08:00 ~ 23:00|02-955-1307
커피낙타|서울 도봉구 도봉산길 73||02-6268-2268
숲속마을카페|서울 도봉구 시루봉로15다길 2|월~토 10:00 ~ 19:00|02-955-1446
이디야커피 창동역점|서울 도봉구 마들로11길 65 1층 3호|매일 09:00 ~ 22:30|02-900-9307
컴포즈커피 창동동아점|서울 도봉구 노해로 384 1층 1-1호|월~금 08:00 ~ 20:00|02-998-8241
빽다방 창동역서부점|서울 도봉구 노해로63다길 10|매일 08:00 ~ 22:00|02-2135-1221
메가MGC커피 창동이마트점|서울 도봉구 노해로65길 11 1층||02-902-7778
카페알로 창동점|서울 도봉구 노해로62길 36 1층||02-906-5004
컴포즈커피 도봉산입구점|서울 도봉구 도봉산길 51||
컴포즈커피 쌍문현대점|서울 도봉구 해등로 218 가동 1층 108호|매일 08:00 ~ 22:00|02-907-4237
카페봄봄|서울 도봉구 덕릉로63가길 61||
메가MGC커피 도봉중앙점|서울 도봉구 도봉로181길 30 1층|매일 11:00 ~ 21:00|02-955-4536
메가MGC커피 쌍문선덕점|서울 도봉구 해등로 255 101동상가 107호|매일 08:00 ~ 22:00|02-900-2777
이디야커피 방학중앙점|서울 도봉구 도당로13길 22 1층|월~금 09:00 ~ 22:00|02-6406-0898
다다|서울 도봉구 도봉로152길 23-4|월~금 11:00 ~ 22:00|02-955-5957
공차 방학역점|서울 도봉구 도봉로150길 43 ESA2단지아파트 상가 1층 108,109호|매일 09:00 ~ 23:00|02-956-1231
카페크레프리|서울 도봉구 삼양로144길 18 2층|월~금 10:00 ~ 21:00|
만스에스테이트 도봉점|서울 도봉구 도봉로180길 20 도봉투웨니퍼스트1단지 101동 1층 103호|매일 08:30 ~ 21:00|
공차 창동역점|서울 도봉구 노해로65길 10 동순그린빌딩 1층|매일 10:00 ~ 21:30|
디어맘카페|서울 도봉구 마들로 895 도봉파크빌3단지아파트 상가 1층 103호|화~금 09:30 ~ 19:00|010-2556-7855
컴포즈커피 신창시장점|서울 도봉구 덕릉로 253 1층||02-2088-2124
과일에반하다 프루타 쌍문점|서울 도봉구 우이천로 284 1층|월~금 15:00 ~ 24:00|
더시루봉|서울 도봉구 시루봉로15길 57 1층||
까누|서울 도봉구 도봉로112길 33 1층|화~일 12:00 ~ 20:00|02-991-1110
빽다방 쌍문역점|서울 도봉구 도봉로 479 1층|월~금 08:00 ~ 22:30|02-902-7971
카페부기|서울 도봉구 도봉로114길 29-5 남양캐슬 101호|목요일|
이디야커피 쌍문동점|서울 도봉구 노해로 162 1층|매일 09:00 ~ 22:00|02-998-7007
카페말로 도봉점|서울 도봉구 도봉로152가길 182-1|월~토 09:00 ~ 21:00|02-956-5078
이디야커피 창동블루핀점|서울 도봉구 마들로 550 1층|매일 09:00 ~ 22:00|02-905-1209
공차 쌍문역점|서울 도봉구 도봉로 468 홍일빌딩 106호|매일 10:00 ~ 22:30|02-904-5200
이디야커피 신창점|서울 도봉구 덕릉로 235 1층|매일 08:30 ~ 23:00|02-6111-9140
메가MGC커피 서울쌍문초점|서울 도봉구 노해로41길 32 1층||02-900-6555
이디야커피 방학사거리점|서울 도봉구 도봉로 677 1층|월~금 08:00 ~ 23:00|02-955-1760
빽다방 쌍문세라믹점|서울 도봉구 도당로 10|매일 08:30 ~ 22:00|02-995-5551
하이루 탕후루 쌍문점|서울 도봉구 노해로60길 83 1층|매일 11:00 ~ 22:00|010-9060-1659
인사노|서울 도봉구 도봉로 506 1층||070-8610-2766
메가MGC커피 창동중앙점|서울 도봉구 도봉로110길 68 1층||02-991-2990
유영정원|서울 도봉구 도봉로181길 38 1층|매일 07:00 ~ 20:00|063-8633-0630
이디야커피 방학역점|서울 도봉구 도봉로153길 15 1층|월~금 08:30 ~ 22:00|02-956-8406
빽다방 도봉구민회관점|서울 도봉구 도봉로 551 경덕빌딩 1층|매일 08:00 ~ 21:30|02-902-1711
스탠퍼독|서울 도봉구 우이천로 296 1,2층|월~금 13:00 ~ 21:00|010-7525-4375
빽다방 방학역점|서울 도봉구 도봉로153길 20 1층|월~금 08:30 ~ 22:00|02-954-8748
오살랑마켓|서울 도봉구 도봉로143길 50 1층|화~일 11:00 ~ 22:00|02-3493-7070
이디야커피 도봉보건소사거리점|서울 도봉구 해등로 157 1층|매일 08:00 ~ 22:00|02-999-2651
강또커피|서울 도봉구 도봉로141길 55 1층|월,목,금,토,일 09:00 ~ 20:00|070-445-4417
컴포즈커피 강북힘찬병원점|서울 도봉구 도봉로 446 1층|월~토 08:00 ~ 20:00|070-8680-5562
애니멀고파크 도봉점|서울 도봉구 우이천로 296||02-994-4000
컴포즈커피 창동역서부점|서울 도봉구 노해로63길 78 1층 101호|매일 10:00 ~ 21:30|02-990-0279
더벤티 신방학점|서울 도봉구 방학로 172 1층|매일 09:00 ~ 21:00|02-955-2502
컴포즈커피 쌍문역점|서울 도봉구 도봉로 488 1층|매일 09:00 ~ 21:10|02-904-3339
더쌍화커피 쌍문동점|서울 도봉구 도봉로 415 1층|매일 10:00 ~ 22:30|
24시무인카페만월경 우이천점|서울 도봉구 우이천로4라길 11-19||
윈썸35|서울 도봉구 해등로32가길 40||
더쌍화커피|서울 도봉구 노해로69길 21 1층||
퍼스트커피랩 쌍문점|서울 도봉구 노해로41나길 49||02-6478-2000
카페인중독 창동점|서울 도봉구 해등로16길 104-8 1층|매일 11:00 ~ 23:00|02-991-1533
이디야커피 솔밭공원역점|서울 도봉구 삼양로 594 1층 101호|매일 09:00 ~ 21:00|02-905-6969
메가MGC커피 창동대우점|서울 도봉구 덕릉로63가길 17 1층||02-991-2999
한손에커피|서울 도봉구 노해로60길 38||02-6439-4457
아크인터내셔널|서울 도봉구 시루봉로11길 25-4 1층|월~토 09:30 ~ 18:30|02-3491-0400
더벤티 도봉점|서울 도봉구 도봉로180길 28 201동 1층 101호|매일 08:00 ~ 22:30|
이디야커피 쌍문중앙점|서울 도봉구 도봉로 519 1,2층|월~금 08:00 ~ 22:00|02-905-0045
구운당|서울 도봉구 덕릉로 218|매일 11:00 ~ 24:00|
아아수혈|서울 도봉구 노해로63가길 10|매일 10:30 ~ 01:00|010-7228-8991
레드문뷰티|서울 도봉구 우이천로4다길 69 1층|월~토 11:00 ~ 22:00|02-568-4454
굿타임커피숍|서울 도봉구 도봉로156길 13 2층||02-954-5192
더벤티 방학역점|서울 도봉구 도봉로153길 14 1층|매일 08:00 ~ 22:00|
빈트리커피 방학점|서울 도봉구 방학로15길 13|월~토 10:00 ~ 22:00|
봉명동내커피 도봉구점|서울 도봉구 도봉로123길 10|화~금 11:00 ~ 24:00|
썬스마일|서울 도봉구 해등로36길 4 1층|화~토 15:00 ~ 18:30|010-6659-2565
이디야커피 방학점|서울 도봉구 방학로 171 1층 102호|매일 08:30 ~ 23:00|02-954-6549
이디야커피 도봉중앙점|서울 도봉구 도봉로181길 18 1층|월~금 09:00 ~ 23:00|02-954-5210
컴포즈커피 방학선덕점|서울 도봉구 시루봉로 59 1층 101호|매일 08:00 ~ 22:00|02-905-1050
제리당|서울 도봉구 도봉로109길 23 1층|매일 12:00 ~ 20:00|
24시무인카페 커피하라|서울 도봉구 삼양로154길 41 1층||0507-173-4042
렌트베이크|서울 도봉구 도당로6길 30-6 담터캐슬 1층|화~일 10:00 ~ 20:00|
카페더문|서울 도봉구 도봉로147길 20 1층|화~일 12:00 ~ 11:00|070-4383-6358
위드그레텔|서울 도봉구 도봉로129길 32 1층|매일 11:00 ~ 21:00|
더블즈|서울 도봉구 우이천로 350 1층 더블즈|월~금 11:00 ~ 20:00|010-7487-0310
포시즌살롱|서울 도봉구 도봉로110길 39-9|화~토 11:00 ~ 19:00|010-4482-8501
커피에반하다 쌍문역시티프라디움점|서울 도봉구 노해로 144 쌍문동시티프라디움아파트 근린상가 102동 1층 104호|매일 08:00 ~ 22:00|02-999-1633
더벤티 창동역점|서울 도봉구 마들로11길 73 1층 101호||
24시무인카페 만월경|서울 도봉구 덕릉로63가길 22 1층||
솔비커피숍|서울 도봉구 도당로 79||02-985-7699
쥬씨 쌍문동점|서울 도봉구 해등로 190|매일 09:20 ~ 21:00|
이디야커피 창동제일점|서울 도봉구 노해로70길 81 1층|매일 09:00 ~ 21:00|02-998-4660
요거프레소 도봉산점|서울 도봉구 도봉산길 13 1층|매일 10:00 ~ 22:00|02-955-0772
이륙커피|서울 도봉구 우이천로4길 23 1층|월~금 10:00 ~ 20:00|02-900-2628
카페망상|서울 도봉구 도봉산4길 6 1층|월,수,목,금,토,일 10:00 ~ 22:00|
이디야커피 창동대우점|서울 도봉구 덕릉로63가길 30 1층|매일 08:00 ~ 22:00|02-993-3050
둥둥디저트|서울 도봉구 도당로9길 8 경서빌리지 1층|매일 10:00 ~ 18:00|02-3494-5934
커피배우다|서울 도봉구 삼양로142길 7 1층|월~금 08:00 ~ 18:00|010-4643-5712
이디야커피 창동학원가점|서울 도봉구 해등로16길 61 1층|매일 09:00 ~ 22:30|02-993-3824
컴포즈커피 덕성여대점|서울 도봉구 삼양로 538 1층|매일 09:00 ~ 23:00|
카페봄날|서울 도봉구 도당로15길 36 송학휴스테이상가 102동 1층 101호|월~토 09:00 ~ 20:00|
24시무인카페 더웨일|서울 도봉구 덕릉로 398 116호|매일 00:00 ~ 24:00|
요거트월드|서울 도봉구 도봉로169나길 56|매일 12:00 ~ 24:00|02-937-2075
유리키친|서울 도봉구 도봉로180나길 41 도봉한신아파트상가 1동 지하1층 19~22호||
153카페|서울 도봉구 우이천로 351||02-902-9123
피엘+플래이플레이스|서울 도봉구 방학로2길 35 2층|매일 00:00 ~ 24:00|010-5672-5036
나우커피 서울방학점|서울 도봉구 도당로17길 13 1층|매일 00:00 ~ 24:00|1544-4866
이디야커피 선덕고사거리점|서울 도봉구 해등로 255 에벤에셀아파트101동 209, 225호|월,수,목,금 08:00 ~ 24:00|02-906-0256
라곰커피로스터리|서울 도봉구 도봉로145나길 3 1층|월,화,목,금,토 11:00 ~ 22:00|
더벤티 창동점|서울 도봉구 마들로 550 1동 103호|매일 08:30 ~ 22:00|02-903-3675
삼춘네커피집|서울 도봉구 노해로 178||02-991-4646
이디야커피 덕성여대점|서울 도봉구 삼양로 542 1층|매일 09:00 ~ 22:00|02-998-9799
맘스케익 방학점|서울 도봉구 방학로10길 10 1층 103호|월~토 10:00 ~ 20:00|02-6338-3313
사이커피바|서울 도봉구 도당로9길 22|화~일 12:00 ~ 21:00|
저스트시즌|서울 도봉구 도봉로110다길 26 101호|화~일 11:30 ~ 18:00|
줄서는 카페 커피힙덕|서울 도봉구 방학로3길 6 SYO빌딩 1층|월~금 08:30 ~ 19:30|070-5129-0600
미하이로스터즈|서울 도봉구 덕릉로63길 54|월,화,수,목,금,일 08:30 ~ 20:00|02-992-7965
꿈빚는마을 방아골|서울 도봉구 시루봉로15라길 31||
포트캔커피 방학점|서울 도봉구 도당로 134 도봉새마을금고 1층 113호|화~일 08:10 ~ 21:30|
선호하다|서울 도봉구 시루봉로 70 동방빌딩 104호|화~금 12:00 ~ 20:00|02-999-1400
카페향|서울 도봉구 시루봉로15나길 11|월~토 10:00 ~ 19:00|
오카페 방학점|서울 도봉구 도봉로145길 78 1층|매일 09:00 ~ 22:00|02-956-3822
우리동네커피집|서울 도봉구 도봉산4길 28-3 1층|매일 10:00 ~ 21:00|
달콤 왕가탕후루 쌍문역점|서울 도봉구 도봉로 489 1층|매일 12:00 ~ 22:30|070-7809-6700
헬로우옐로우|서울 도봉구 노해로38길 7 1층 1호|월~토 10:30 ~ 22:00|
커피지애 쌍문점|서울 도봉구 방학로3길 114||02-999-9199
카카오브로|서울 도봉구 도봉산4길 3-34|월~금 10:00 ~ 18:00|02-545-3876
스위츠 루스트레|서울 도봉구 마들로11길 25 동산빌딩 105호|화~금 11:00 ~ 18:00|070-7755-0214
디저트얌|서울 도봉구 도봉로145나길 12|화~토 11:00 ~ 21:00|070-8623-0780
커피&필|서울 도봉구 도봉로168길 6||02-6487-4973
땡큐|서울 도봉구 방학로 31-11 1층||
릴리라이크|서울 도봉구 도봉로170길 44 래미안도봉아파트 상가동 1층 1호|화~일 09:00 ~ 20:00|070-4048-6440
노브|서울 도봉구 도당로27길 38 1층|매일 09:00 ~ 19:30|
에멜무지로 커피 로스터스|서울 도봉구 방학로3길 17 1층|매일 12:00 ~ 20:00|010-6619-2679
초코렛다방|서울 도봉구 도봉로152가길 112 1층||
와플살롱|서울 도봉구 우이천로20길 37 1층|월~토 10:00 ~ 21:30|02-999-4563
카페만월경|서울 도봉구 덕릉로 398||
아마스빈 방학역점|서울 도봉구 도봉로150길 43 1층 127호||02-955-1474
이요|서울 도봉구 삼양로142길 33 1층|월~금 08:30 ~ 19:00|
달콤스푼|서울 도봉구 우이천로4라길 29||02-904-6004
루트비커피 쌍문점|서울 도봉구 도봉로129길 23 1층|매일 08:30 ~ 21:00|02-998-2008
메가MGC커피 방학중앙점|서울 도봉구 방학로2길 35 1층||02-955-1002
하이키하우스커피|서울 도봉구 방학로3길 89 1층|월~금 10:00 ~ 20:00|070-8114-2350
샾카페|서울 도봉구 도당로27길 77 1층|월~토 12:30 ~ 21:00|
감성커피 방학동점|서울 도봉구 도봉로152길 26 1층|매일 09:00 ~ 22:00|02-955-7774
무음|서울 도봉구 마들로 728 1층|월,수,목,금,토 08:00 ~ 18:00|010-2860-6901
LEES리스|서울 도봉구 도당로13길 37 1층||02-6013-0981
그리엔 (Gree N)|서울 도봉구 도봉로112길 14|월,수,목,금,토,일 11:00 ~ 22:00|
히히베이크|서울 도봉구 창동 635-2 1층|화~일 11:00 ~ 20:00|070-4322-6400
매머드익스프레스 창동점|서울 도봉구 마들로11가길 6-25 월가타워오피스텔 1층 105호|월~금 07:30 ~ 22:00|
커피하우스 커픽|서울 도봉구 방학로15길 26 신동아3단지 아파트상가 201호||02-956-8811
라무이|서울 도봉구 도봉로114길 49 1층|화~토 11:00 ~ 22:00|
카페502바리스타아카데미|서울 도봉구 덕릉로 232 2층||02-905-3399
나우커피 쌍문점|서울 도봉구 도봉로141길 39 1층|매일 00:00 ~ 24:00|1544-4866
대디롱|서울 도봉구 도봉로121가길 3 1층||010-4167-6422
더벤티 쌍문역점|서울 도봉구 도봉로 489 1층|월~금 08:00 ~ 22:00|
매머드익스프레스 도봉한일병원점|서울 도봉구 도봉로109길 58 1층||
컴포즈커피 창동어울림점|서울 도봉구 해등로16길 26 타임프라자 110, 111호|매일 08:00 ~ 22:00|070-7755-5646
쿠키포키|서울 도봉구 도봉로110길 97 1층|화~토 12:00 ~ 19:00|070-8080-4959
백억커피 창동점|서울 도봉구 해등로16길 46 1층|매일 00:00 ~ 24:00 · 휴게시간 매일 02:00 ~ 08:00|
레게노|서울 도봉구 덕릉로60자길 2 1층|월,수,목,금,토,일 11:00 ~ 24:00|
카페 인|서울 도봉구 도봉로159길 19 1층|월~금 08:00 ~ 20:00|
카페라운드|서울 도봉구 도봉로180길 20 도봉투웨니퍼스트1단지 103동 1층 105호|월~금 09:00 ~ 18:00|010-2381-0092
매머드커피 도봉구청점|서울 도봉구 마들로 650 도봉월드상가 111-1호||
아마스빈 선덕고점|서울 도봉구 시루봉로 57|매일 09:00 ~ 21:00|02-900-7536
무수골카페&공방|서울 도봉구 도봉로171길 12 1층|매일 00:00 ~ 24:00|
업투유|서울 도봉구 도당로27길 24 102호|화,목,토 11:00 ~ 22:00|
더벤티 도봉보건소사거리점|서울 도봉구 도봉로 586 1층|매일 08:00 ~ 22:00|070-7576-1480
트리킹즈커피 창동점|서울 도봉구 해등로 139 미소애아파트 1층 105호|월~금 09:00 ~ 20:00|070-7543-0710
달리는커피 창동역점|서울 도봉구 노해로65길 17 중앙빌딩 1층 102호|월~금 08:20 ~ 19:30|02-907-8181
카페게이트 방학역점|서울 도봉구 도봉로150길 34|월~금 08:00 ~ 22:00|02-954-8096
디카플이오|서울 도봉구 도당로 41|월,수,목,금,일 10:00 ~ 22:00|
텀브커피 쌍문점|서울 도봉구 도봉로109길 27|월~토 11:30 ~ 21:00|02-907-5525
키페토브|서울 도봉구 해등로 41||
폼폼커피베이비|서울 도봉구 도봉로164길 8 1층|월~금 08:00 ~ 19:00|0507-1325-1930
카페그루|서울 도봉구 시루봉로 204|매일 10:30 ~ 23:55|
에그카페24 쌍문점|서울 도봉구 해등로 255 에벤에셀아파트 2층 217호||010-8673-4033
유민커피|서울 도봉구 덕릉로 214 1층 101호||02-907-7753
라운드커피|서울 도봉구 마들로 760 1층 109호|월~금 08:00 ~ 19:00|
1인커피|서울 도봉구 마들로 676 2층|매일 10:00 ~ 22:00|070-8615-7001
그때거기|서울 도봉구 삼양로146길 22|월~토 09:00 ~ 19:00|
매머드익스프레스 도봉구청점|서울 도봉구 마들로 650 도봉월드상가 111-1호||
커피에반하다 노원세무서점 스마트무인카페|서울 도봉구 노해로69길 26|매일 00:00 ~ 24:00|
토프레소 방학역점|서울 도봉구 도봉로150길 27 1층|월,화,수,목,금,일 07:00 ~ 23:00|02-956-0266
카페꼼지|서울 도봉구 노해로41길 17 금강상가 105호||02-990-9192
193 커피가게|서울 도봉구 덕릉로60마길 9 1층|수~일 12:00 ~ 19:00|
영플랜츠&갤러리영|서울 도봉구 도봉로135길 28 1층|화~일 10:30 ~ 22:00|
쥬씨 도봉역점|서울 도봉구 도봉로167길 3|매일 14:00 ~ 01:40|
커피룸|서울 도봉구 삼양로144길 25-3 1층||02-992-1665
딜리스|서울 도봉구 삼양로146길 10 1층 103호|월~금 08:30 ~ 18:00|070-4833-8576
플러스82 방학점|서울 도봉구 방학로2길 12 1층|매일 08:00 ~ 04:00|
무궁화로스터즈|서울 도봉구 도봉로112길 23 1층|화~일 10:00 ~ 22:00|
카페쿠잉|서울 도봉구 도봉로145길 33||02-994-2939
서영타로|서울 도봉구 도봉로114길 22-8 현대타운상가 1층|월~토 11:00 ~ 20:00|010-2030-2251
카페베네 한일병원점|서울 도봉구 우이천로 308||
제주스 홈플러스방학점|서울 도봉구 도봉로 678 지하2층|매일 10:00 ~ 24:00|010-5300-9073
하나노마카롱 쌍문점|서울 도봉구 노해로60길 68 1층|화~금 11:00 ~ 19:00|0507-1476-1184
플러드엠|서울 도봉구 도봉로136길 80|영업시간 화~금 09:00 ~ 17:00|
무지개다방|서울 도봉구 도봉로 687||02-955-9741
매머드익스프레스 창동이마트점|서울 도봉구 노해로65길 4||
카페본스|서울 도봉구 도당로15길 6 1층|월~토 09:30 ~ 20:00|010-7643-2693
카페휴지|서울 도봉구 도봉로136길 7|월~금 08:00 ~ 20:00|
커피에반하다 방학역점|서울 도봉구 마들로 649-20 방학동메인프라자 1층 101호|월~금 09:00 ~ 08:30|02-954-8966
카페아크|서울 도봉구 시루봉로6길 53||02-903-9193
셀렉토커피 방학역점|서울 도봉구 도봉로152길 16 북한산현대렉시온오피스텔||02-955-6734
