카페명|주소|영업시간|전화번호
커피빈 강남역12번출구점|서울 강남구 테헤란로 111 대건빌딩 2층|월~금 07:00 ~ 22:00|02-569-5838
스타벅스 포이점|서울 강남구 논현로 88|월~토 07:00 ~ 22:00|1522-3232
스타벅스 학동역점|서울 강남구 논현로 704|월~토 07:00 ~ 22:00|1522-3232
할리스 세로수길점|서울 강남구 강남대로152길 41 1층|월~목 08:30 ~ 23:30|02-511-1473
인포메이션카페|서울 강남구 역삼로 121 유성빌딩 1층, 지하1층|월~금 08:00 ~ 22:00|02-2189-2046
투썸플레이스 논현역사거리점|서울 강남구 강남대로 548 건우빌딩 1층|매일 07:00 ~ 23:00|02-547-2388
북앤레스트|서울 강남구 삼성로104길 22 1층|월~금 11:00 ~ 20:00|02-3453-2356
전광수커피하우스 학동사거리점|서울 강남구 언주로148길 31|월~금 08:00 ~ 23:00|02-3447-0233
도쿄수플레 가로수길점|서울 강남구 압구정로10길 35 1층|매일 11:00 ~ 22:00|02-543-7959
투썸플레이스 삼성역점|서울 강남구 테헤란로 520 삼안빌딩 1층|월~금 07:00 ~ 23:00|02-567-2388
디바야누스|서울 강남구 압구정로30길 45 1층|영업시간 매일 18:30 ~ 22:00|02-523-3934
커피에스페란토|서울 강남구 남부순환로355길 17 1층|월~금 08:00 ~ 21:00|02-575-9429
커피브루어|서울 강남구 남부순환로391길 15 1층||02-501-7587
스타벅스 강남오거리점|서울 강남구 봉은사로2길 39 1~3층|월~금 07:00 ~ 22:00|1522-3232
카멜커피 도산공원점|서울 강남구 도산대로45길 16-8 1층|매일 10:00 ~ 21:00|010-5807-1024
투썸플레이스 테헤란선릉역점|서울 강남구 선릉로89길 16 1층 101호|월~금 07:00 ~ 23:30|02-501-0025
셀렉티드마롱|서울 강남구 테헤란로4길 37 1층|월~금 07:30 ~ 22:00|070-4284-5104
와인북카페|서울 강남구 논현로149길 5 1층|월~토 18:00 ~ 01:00|02-549-0490
스타벅스 신사가로수점|서울 강남구 가로수길 59|월,화,수,목,일 08:00 ~ 21:30|1522-3232
스타벅스 아크로힐스논현점|서울 강남구 봉은사로 304 금강빌딩 1,2층|월~금 07:00 ~ 22:00|1522-3232
라스트이스케이프|서울 강남구 강남대로98길 20 4층|매일 10:00 ~ 22:50|02-567-3399
카페봄|서울 강남구 테헤란로43길 19 2층 201호||02-554-0613
스타벅스 삼성역섬유센터R점|서울 강남구 테헤란로 518|월~금 07:00 ~ 22:00|1522-3232
마망갸또 신사가로수길점|서울 강남구 압구정로10길 30-12|매일 11:30 ~ 21:00|02-515-3937
트키 도산|서울 강남구 도산대로45길 10-2 1층|매일 11:00 ~ 21:30|02-516-2654
반지만들기 반지공방 8그램|서울 강남구 봉은사로2길 37 혜인빌딩 5층|매일 11:00 ~ 21:30|02-508-8988
스테이지바이고디바|서울 강남구 도산대로49길 15 1층|월,수,목,금,토,일 11:00 ~ 22:00|
투썸플레이스 대치선릉점|서울 강남구 테헤란로70길 16 1층|월~금 00:00 ~ 24:00|02-557-2707
레이브릭스|서울 강남구 논현로153길 46 1층|월~금 11:00 ~ 01:00|
그랜드인터컨티넨탈 서울파르나스 로비라운지&바|서울 강남구 테헤란로 521 1층|매일 09:00 ~ 24:00|02-559-7603
날웃게해|서울 강남구 논현로119길 17-4|매일 12:00 ~ 20:00|02-485-0583
미노스|서울 강남구 가로수길 80 한림빌딩 2층|월~금 09:00 ~ 05:00|070-8818-4601
트래고드|서울 강남구 남부순환로351길 19 영빌딩 1층|월~금 10:30 ~ 22:00|02-569-3333
언더프레셔|서울 강남구 영동대로106길 37 1층|월~금 08:30 ~ 19:30|02-2019-8990
넵타임커피|서울 강남구 논현로132길 33 1층|월~금 08:00 ~ 20:00|02-540-7187
탐앤탐스 역삼점|서울 강남구 논현로 338 정암빌딩 1층|매일 00:00 ~ 24:00|02-3452-4565
스타벅스 코엑스몰점|서울 강남구 영동대로 513 뉴코엑스몰 103호|월~금 07:00 ~ 22:00|1522-3232
카페마마스 코엑스점|서울 강남구 영동대로 513 코엑스몰 P105호||02-6002-3240
투썸플레이스 강남신사점|서울 강남구 강남대로152길 22|월~토 09:00 ~ 22:30|02-549-0238
이코복스 커피스튜디오 신사점|서울 강남구 압구정로10길 37 지하1층|매일 08:00 ~ 23:00|
폴바셋 청담점|서울 강남구 도산대로75길 22 1층|월~금 08:00 ~ 20:00|02-548-4310
레이어프로젝트|서울 강남구 역삼로63길 19 1층|매일 06:00 ~ 02:00|02-501-3920
백미당 공방본점|서울 강남구 언주로149길 8 2층|월~금 09:30 ~ 21:30|
스타벅스 학동사거리점|서울 강남구 도산대로 328|월~토 07:00 ~ 22:00|1522-3232
마츄피츄|서울 강남구 선릉로121길 15 1층 101호|월~금 10:00 ~ 20:00|02-511-4242
스타벅스 가로수길점|서울 강남구 논현로175길 94 임도빌딩 1층|월~금 07:00 ~ 22:00|1522-3232
투썸플레이스 역삼성홍타워점|서울 강남구 테헤란로 138 성홍타워 1층|화~금 07:00 ~ 22:00|02-508-2388
스타벅스 선정릉역|서울 강남구 봉은사로 407|월~금 07:00 ~ 22:00|1522-3232
바나프레소 강남점|서울 강남구 테헤란로4길 46 쌍용플래티넘 1층|매일 06:30 ~ 22:30|070-8998-8922
스타벅스 신압구정점|서울 강남구 언주로174길 29|월~토 07:00 ~ 22:00|1522-3232
스템커피 코엑스점|서울 강남구 영동대로 513 지하 2층|매일 10:30 ~ 21:00|
탐앤탐스 더클래식압구정로데오점|서울 강남구 선릉로 823 한양타운 1층|매일 00:00 ~ 24:00|02-542-5517
로와이드 압구정점|서울 강남구 압구정로 146 1층|매일 08:00 ~ 20:00|
갤러리카페엔소|서울 강남구 밤고개로14길 25-4 1층|매일 11:00 ~ 22:00|02-451-2342
천장지구 서울|서울 강남구 언주로150길 51 2층|월~토 12:00 ~ 21:00|010-2469-3324
스타벅스 압구정역점|서울 강남구 압구정로 170 관영빌딩 지하1층, 1층|월~금 07:00 ~ 22:00|1522-3232
올리버브라운 신논현점|서울 강남구 봉은사로1길 4 1층|월~토 09:00 ~ 21:00|02-2138-1347
스위츠플래닛|서울 강남구 선릉로131길 23 1층|매일 10:00 ~ 21:00|
커피빈 신논현역점|서울 강남구 봉은사로 108 글라스톤빌딩 1층|월~금 07:00 ~ 23:00|02-569-9061
스타벅스 신세계푸드마켓도곡점|서울 강남구 언주로30길 57 타워팰리스 F동 지하1층|매일 07:30 ~ 22:00|1522-3232
커피스미스 본사점|서울 강남구 테헤란로8길 25 커피스미스빌딩 1층|월~금 08:00 ~ 02:00|02-566-6740
글루글루|서울 강남구 테헤란로79길 33 지하1층 101호|월~금 08:30 ~ 20:00|070-4035-9098
N237카페앤베이커리|서울 강남구 언주로113길 7 1층|월~금 08:00 ~ 23:00|02-546-1137
스타벅스 압구정R점|서울 강남구 언주로 861|매일 07:00 ~ 22:00|1522-3232
스타벅스 수서역사거리점|서울 강남구 광평로 280|월~토 07:00 ~ 21:00|1522-3232
투썸플레이스 수서역점|서울 강남구 광평로56길 8-13 수서타워 1층 102~107호|월~금 07:00 ~ 22:00|02-459-3486
윈스커피|서울 강남구 테헤란로83길 18 1층|월~금 07:30 ~ 20:00|
프롬헤라스 도산점|서울 강남구 언주로168길 29 1,2층|매일 10:00 ~ 23:00|0507-1434-5679
투썸플레이스 포스코사거리점|서울 강남구 테헤란로 508 해성2빌딩 1층|월~금 07:00 ~ 23:00|02-568-2377
스타벅스 도산가로수길점|서울 강남구 도산대로 134 2층|목,금 07:00 ~ 22:00|1522-3232
크라프트카페|서울 강남구 강남대로102길 38-5|매일 11:00 ~ 23:00|070-4667-2436
스타벅스 강남구청정문점|서울 강남구 학동로 419|매일 07:00 ~ 21:00|1522-3232
테이블스 역삼점|서울 강남구 논현로85길 52|매일 08:00 ~ 23:30|02-563-1144
스타벅스 개포동점|서울 강남구 선릉로 34|매일 07:00 ~ 21:00|1522-3232
폴바셋 강남구청역점|서울 강남구 학동로 401 금하빌딩 1층|월~금 07:30 ~ 22:00|02-548-1910
설빙 강남역점|서울 강남구 테헤란로1길 42 동일빌딩 1층|매일 10:30 ~ 22:30|02-558-7708
카멜커피 도산2호점|서울 강남구 언주로164길 14-1 1층|매일 11:00 ~ 20:00|
로얄마카롱 신사역점|서울 강남구 도산대로1길 6|매일 11:00 ~ 22:00|070-4169-5688
스타벅스 논현역사거리점|서울 강남구 강남대로 538|월~금 07:00 ~ 22:00|1522-3232
카페크레오|서울 강남구 봉은사로67길 28|영업시간 월~금 10:00 ~ 18:00|070-4115-3461
스타벅스 국기원사거리점|서울 강남구 테헤란로 125 디에이성형외과빌딩 2층|월~금 07:00 ~ 22:00|1522-3232
컬렉션라운지|서울 강남구 압구정로10길 33 지하1층|월,화,수,목,일 18:00 ~ 02:00|070-4229-0050
스타벅스 도곡공원점|서울 강남구 도곡로 205|월~금 07:00 ~ 22:00|1522-3232
폴바셋 코엑스몰점|서울 강남구 영동대로 513 P104호|월~금 08:00 ~ 22:00|02-3454-0349
스타벅스 삼성도심공항점|서울 강남구 테헤란로87길 33 지상 1층|월~금 07:00 ~ 20:00|1522-3232
이디야커피 역삼역점|서울 강남구 테헤란로25길 17 1층|월~금 08:00 ~ 21:00|02-3454-0045
투썸플레이스 대치사거리점|서울 강남구 삼성로 334 1층|매일 08:00 ~ 22:00|02-563-8388
스타벅스 강남세곡점|서울 강남구 헌릉로569길 18|매일 07:00 ~ 22:00|1522-3232
타우너스에스프레소바 역삼점|서울 강남구 테헤란로28길 41 1,2층|월~금 08:00 ~ 24:00|02-2135-1467
스타벅스 압구정로점|서울 강남구 압구정로42길 32 1층|월~금 07:30 ~ 21:00|1522-3232
그레이그리스트밀|서울 강남구 압구정로2길 15 신사아이빌 지하1층 103호|매일 11:00 ~ 20:30|02-546-8902
스타벅스 삼성교점|서울 강남구 영동대로86길 12 동남유화빌딩1층|월~금 07:00 ~ 22:00|1522-3232
스타벅스 한티역점|서울 강남구 도곡로 408 디마크빌딩 101호|매일 07:00 ~ 22:00|1522-3232
벙커컴퍼니 압구정점|서울 강남구 언주로167길 23 1, 2층|매일 10:00 ~ 21:00|02-540-1456
스타벅스 압구정미소점|서울 강남구 논현로 841 1층|월~금 07:00 ~ 22:00|1522-3232
탐앤탐스 압구정본점|서울 강남구 논현로163길 10 1층|매일 07:00 ~ 22:00|02-542-4565
에이커스|서울 강남구 도산대로17길 30 1층|매일 11:00 ~ 23:00|02-545-7588
탐앤탐스블랙 압구정점|서울 강남구 언주로172길 11 1층|매일 00:00 ~ 24:00|02-517-9890
퓨|서울 강남구 논현로105길 13 1층|월~금 08:00 ~ 22:00|02-555-8958
폴바셋 일원역점|서울 강남구 일원로 지하 121 101호|월~금 07:00 ~ 22:00|02-445-1430
엉플레|서울 강남구 도산대로33길 20 Enffle||0507-1385-0802
