카페명|주소|영업시간|전화번호
카페비플랫|서울 강서구 곰달래로 88 우리빌딩 1층 101호|월~금 11:00 ~ 01:00|070-4253-1583
스타벅스 까치산역점|서울 강서구 강서로13길 3|월~금 07:00 ~ 22:00|1522-3232
투썸플레이스 마곡점|서울 강서구 마곡중앙6로 40 장흥빌딩 1, 2층|월~금 07:30 ~ 22:00|02-3662-5800
스타벅스 마곡역|서울 강서구 공항대로 168 101~105호|월~금 07:00 ~ 22:00|1522-3232
루트205|서울 강서구 남부순환로 205 1,2층|매일 09:00 ~ 22:00|
포노|서울 강서구 화곡로55길 35|월~금 11:30 ~ 22:00 · 휴게시간 월~토 15:00 ~ 17:00|
투썸플레이스 마곡나루역점|서울 강서구 마곡중앙5로 6 1층|월~금 07:00 ~ 23:00|02-2658-2377
카페 우드진 마곡나루점|서울 강서구 마곡중앙로 161-8 두산더랜드파크 A동 108호|월~금 08:30 ~ 22:00|02-6989-8108
스타벅스 등촌|서울 강서구 공항대로 329 1층|월~토 07:30 ~ 19:00|1522-3232
폴바셋 강서마곡DT점|서울 강서구 양천로 300 1,2층|월~금 07:30 ~ 21:30|02-3663-0860
스타벅스 마곡나루공원|서울 강서구 마곡중앙5로 47|월~금 07:00 ~ 21:30|1522-3232
스타벅스 양천향교역|서울 강서구 강서로 463|월~금 07:00 ~ 21:00|1522-3232
스타벅스 마곡GMG|서울 강서구 마곡중앙6로 16 117~120호|월~금 07:00 ~ 22:00|1522-3232
스타벅스 강서구청사거리점|서울 강서구 화곡로 350 1층 104~107호|월~금 07:00 ~ 22:00|1522-3232
고양이후추|서울 강서구 공항대로59다길 267 솔트나인빌리지 1층 102호|월,화,목,토 12:00 ~ 22:00|010-8081-2389
헤이더그린|서울 강서구 오쇠동 114-7|매일 11:00 ~ 21:00|
스타벅스 염창역점|서울 강서구 공항대로 627 대신빌딩 1층|월~금 07:00 ~ 22:00|1522-3232
153도씨|서울 강서구 마곡중앙로 161-1 마곡나루역캐슬파크 1층 120호|매일 11:00 ~ 23:00|010-8853-0153
투썸플레이스 발산역사거리점|서울 강서구 공항대로 290|매일 08:00 ~ 23:00|02-2138-0018
설빙 발산점|서울 강서구 강서로 380 세민홈프라자 2층|매일 10:00 ~ 23:00|02-2658-2212
폴바셋 증미역점|서울 강서구 양천로 570 1층|매일 08:00 ~ 21:00|02-2659-0350
비에이|서울 강서구 양천로67길 93-23 1층|매일 09:00 ~ 18:30|010-9143-0879
모스베이커리카페|서울 강서구 양천로 424 데시앙플렉스 지식산업센터 1층|매일 08:00 ~ 20:00|
투썸플레이스 강서송정역점|서울 강서구 공항대로 30 1층|월~금 08:00 ~ 20:30|02-2666-9337
헤븐온탑 김포공항점|서울 강서구 하늘길 38 지하1,2층|매일 10:30 ~ 22:00|02-6116-5763
카페메리하하|서울 강서구 강서로33길 32 1층|월~금 10:00 ~ 21:00|02-2699-9399
브라운씨|서울 강서구 강서로47가길 20-10 1동 1층|매일 09:00 ~ 24:00|02-2664-3311
투썸플레이스 강서구청점|서울 강서구 화곡로 347 그랜드아이파크 1,2층 115,116, 209,210호|매일 08:00 ~ 22:00|
고양이별캣카페|서울 강서구 강서로 391 문영비즈웍스 9층 903호|월,화,목,금 13:00 ~ 21:00|02-2658-6065
와밀|서울 강서구 마곡동로10길 23 마곡파크뷰대방디엠시티오피스텔 1층 105호|월~금 08:00 ~ 22:00|0507-1325-9927
설빙 서울화곡점|서울 강서구 화곡로 161 대성빌딩 2층|매일 10:30 ~ 23:00|02-2699-1357
카페소금다방|서울 강서구 공항대로61길 42|월~금 09:30 ~ 21:10|070-4242-3443
모먼트인|서울 강서구 화곡로64길 97 1층|매일 11:00 ~ 22:00|010-3309-0128
타이프 LG아트센터서울점|서울 강서구 마곡중앙로 136 (LG아트센터 서울 및 LG디스커버리랩 서울 2층|화~일 11:00 ~ 21:00|
스타벅스 화곡역8번출구점|서울 강서구 강서로 179 1층|월~금 07:30 ~ 21:00|1522-3232
투썸플레이스 등촌역점|서울 강서구 공항대로 519 신성빌딩 1층 102호|매일 08:00 ~ 23:00|02-3664-2388
커스텀커피 마곡점|서울 강서구 마곡중앙6로 65 1층 107호|월~금 08:00 ~ 22:00|02-2039-8384
스타벅스 등촌대로점|서울 강서구 공항대로 543 센터스퀘어 1층|매일 07:30 ~ 22:00|1522-3232
투썸플레이스 까치산역점|서울 강서구 강서로 43 도양라비앙타워 1,2층|매일 08:00 ~ 22:00|02-2603-9205
오지오커피|서울 강서구 공항대로 213 보타닉파크타워2 1층 115,116호|월~금 08:30 ~ 21:00|02-6952-1244
스타벅스 가양역사거리점|서울 강서구 화곡로 416|월~토 07:00 ~ 22:00|1522-3232
오프레스트 로스터리|서울 강서구 공항대로59길 64 상가 1동 1,2층 101,201,202호|월~금 07:30 ~ 22:00|070-7786-1010
커피볶는곤이네집|서울 강서구 곰달래로 116-1 M타워 1층|월~토 11:00 ~ 24:00|02-2601-1807
스타벅스 발산역사거리점|서울 강서구 공항대로 248|월~금 07:00 ~ 19:00|1522-3232
스타벅스 우장산역|서울 강서구 강서로 267 송화쇼핑센터 1층,지하층|월~금 07:00 ~ 22:00|1522-3232
OMW애견카페|서울 강서구 화곡로 194-26 1층|월,화,목,금,토,일 12:00 ~ 21:00|010-3663-6778
스타벅스 마곡웰튼|서울 강서구 마곡중앙5로 22|월~토 07:00 ~ 20:30|1522-3232
투썸플레이스 마곡역점|서울 강서구 마곡중앙로 59-9|매일 08:00 ~ 22:00|02-2663-2228
메가MGC커피 까치산역점|서울 강서구 강서로 33 1층|월~목 08:00 ~ 23:00|02-2697-0010
디저트39 마곡나루역점|서울 강서구 마곡중앙로 161-11 힐스테이트에코마곡나루역라마다앙코르서울 A동 1층 126호|매일 11:00 ~ 22:00|02-2659-7271
세라젬웰카페 서울마곡직영점|서울 강서구 공항대로 242 1층|매일 11:00 ~ 20:00|02-6951-0625
키릴파티스리|서울 강서구 공항대로53길 23 아름드리 1층|수~일 12:30 ~ 20:00|02-3664-2398
할리스 마곡나인스퀘어점|서울 강서구 공항대로 206 101~103호|매일 08:00 ~ 23:00|02-2664-7876
체르보|서울 강서구 화곡로 176-17 태민빌딩 2층 201호|매일 10:00 ~ 23:00|010-5395-4328
소울트레인|서울 강서구 마곡중앙6로 65 지투프라자 3층 305호|영업시간 월~토 18:30 ~ 01:30|
커피쿡 발산점|서울 강서구 강서로56가길 35 에이치투아이앤티빌딩 1층|월~금 08:00 ~ 22:00|02-6736-0030
고드니(godny)|서울 강서구 마곡중앙로 161-1 캐슬파크 2층 220호|월~금 11:00 ~ 23:00|070-8667-1053
탐앤탐스 강서구청점|서울 강서구 화곡로 311 1,2층|매일 00:00 ~ 24:00|02-2699-4565
투썸플레이스 강서화곡로점|서울 강서구 화곡로 228 대원빌딩 1층|매일 08:30 ~ 23:00|02-2603-0333
설빙 서울가양점|서울 강서구 양천로 504 청산빌딩 2층|매일 11:00 ~ 23:00|02-3665-1850
빨간지붕커피|서울 강서구 방화대로40길 9 1층|월~금 09:00 ~ 21:30|070-8230-5369
투썸플레이스 강서등촌로점|서울 강서구 등촌로 177 1,2층|매일 08:00 ~ 21:30|02-2655-2138
오늘의일기|서울 강서구 초록마을로4길 2 1층|화~일 11:00 ~ 01:00|02-6368-0612
투썸플레이스 양천향교역점|서울 강서구 강서로 460 평안빌딩 1층 102~105호|매일 08:30 ~ 22:30|02-2668-3666
메가MGC커피 화곡역점|서울 강서구 화곡로 160 1층|매일 07:00 ~ 23:00|02-2065-3722
스타벅스 내발산점|서울 강서구 강서로 323|매일 07:30 ~ 21:00|1522-3232
커피볶는집 와플에숍|서울 강서구 강서로16길 20|매일 09:00 ~ 23:00|02-2601-8989
폭포커피|서울 강서구 양천로67길 96-20 1층|영업시간 월~금 08:30 ~ 18:00|
커피101스트릿 등촌본점|서울 강서구 화곡로66길 76 1층|매일 08:30 ~ 22:00|0507-1358-3862
커멍커멍|서울 강서구 강서로 385 우성SB타워 10층 1008호|월~금 07:30 ~ 21:00|02-6013-5949
카페모니에|서울 강서구 공항대로59다길 227 1층|매일 10:00 ~ 23:00|02-6271-0909
카페 다이브|서울 강서구 공항대로65길 26 2층|월~금 10:30 ~ 20:00|010-8817-8193
투썸플레이스 화곡역점|서울 강서구 강서로 163 1,2층|매일 08:00 ~ 23:30|02-6925-7111
더팬1913|서울 강서구 금낭화로17길 9 1층|월~토 10:00 ~ 23:00|02-2606-1913
설빙 서울마곡나루점|서울 강서구 마곡중앙5로 6 마곡나루역 보타닉푸르지오시티 2층 235호|매일 11:00 ~ 23:00|070-7537-0411
카페700|서울 강서구 곰달래로 104 3층|매일 00:00 ~ 24:00|
메가MGC커피 가양역점|서울 강서구 양천로 492 길훈엔트런스빌 1층 105호|월~금 08:00 ~ 22:20|02-3665-6635
그라나다카페|서울 강서구 허준로5길 37|영업시간 월~금 09:00 ~ 18:00 · 휴게시간 월~금 12:00 ~ 13:00|02-3661-3402
스타벅스 송정역점|서울 강서구 공항대로 38 1층|월,화,수,목,일 08:00 ~ 21:00|1522-3232
커피빈 강서그랜드아이파크점|서울 강서구 화곡로 341 1층|매일 07:00 ~ 22:00|02-2699-7462
에이바우트 커피 양천향교역점|서울 강서구 강서로 466 1층|매일 07:30 ~ 22:00|
이디야커피 마곡퀸즈파크9점|서울 강서구 공항대로 247 퀸즈파크나인 C동 4층 409호|월~금 07:30 ~ 23:00|02-6421-9200
소카크|서울 강서구 마곡동로 56 건와빌딩 1층 103호|매일 11:00 ~ 22:00|02-6952-2200
파스쿠찌 까치산역점|서울 강서구 곰달래로 134|매일 08:00 ~ 23:00|02-2602-8497
뚜스뚜스 홈플러스강서점|서울 강서구 화곡로 398 1,2층 X2,YC호||02-3663-0000
펫티|서울 강서구 공항대로 222 발산W타워 4층 403호|매일 10:30 ~ 21:30|02-2064-0043
커피빈 화곡역점|서울 강서구 강서로 162|매일 07:00 ~ 22:00|02-766-7952
테이퍼드커피|서울 강서구 화곡로68길 47 트라비하우스 상가 1층|매일 08:30 ~ 23:00|02-3662-8288
할리스 발산역점|서울 강서구 강서로 357 1층|월~금 08:00 ~ 21:30|02-2663-4976
카페홈즈|서울 강서구 공항대로 220 우성에스비타워2 3층 306호|매일 08:00 ~ 03:00|010-3450-0486
카페라임|서울 강서구 곰달래로 173 1층|매일 09:30 ~ 23:00|
카페A|서울 강서구 강서로7길 49 한백이타운아파트 102동 1층 101호|매일 10:00 ~ 24:00|070-7799-0906
투썸플레이스 가양역점|서울 강서구 양천로 504 명문빌딩 1층|매일 08:30 ~ 22:30|02-2668-7021
픽업커피|서울 강서구 까치산로 71||0507-0284-4043
메가MGC커피 마곡나루역점|서울 강서구 마곡중앙5로1길 20 1층 112호|월~금 08:00 ~ 21:00|02-2093-6511
블랙벤자민|서울 강서구 까치산로18길 17 파크하임 1층|월~금 09:00 ~ 23:00|070-7798-1309
위카페아임2030|서울 강서구 공항대로59가길 14 1층 102호|월~금 08:00 ~ 21:00|02-3663-0088
투썸플레이스 개화산역점|서울 강서구 양천로 28 벽산에어트리움 126,127호|매일 08:00 ~ 22:30|02-2064-0082
리제르바 마곡점|서울 강서구 마곡중앙6로 66 퀸즈파크텐 B동 409호|월~금 10:00 ~ 22:00|1644-6743
해례커피 마곡점|서울 강서구 마곡중앙로 161-1 217호|월~금 11:30 ~ 22:00|
스타벅스 강서우장산점|서울 강서구 강서로 231 해링턴 타워 116~120호|월~목 08:00 ~ 21:30|1522-3232
089 커피&베이커리|서울 강서구 화곡로 330 1층|매일 08:00 ~ 23:00|070-8806-0222
설빙 서울방화점|서울 강서구 금낭화로 145 에어뷰21-1오피스텔 2층 208~215호|매일 12:00 ~ 22:30|02-2064-2825
이디야커피 강서구청점|서울 강서구 화곡로 292 104호|월,화,수,목,일 08:00 ~ 23:30|02-525-5555
더플롯커피 2호점|서울 강서구 양천로 510 1층 102호|월~금 08:00 ~ 20:00|
리프|서울 강서구 마곡서로 133 712동 105호|화~일 10:00 ~ 22:00|
스타벅스 발산역5번출구점|서울 강서구 강서로52길 43 DH647 1층|월,수,목,금 09:00 ~ 21:30|1522-3232
노블도그|서울 강서구 강서로 237 2층|매일 12:00 ~ 22:00|02-2606-0456
뎁스커피|서울 강서구 초록마을로 56 1층|매일 10:00 ~ 22:00|
브라운씨 2호점|서울 강서구 강서로47가길 33 덕산빌딩 1층 104호|매일 10:00 ~ 00:30|
백억커피 본점|서울 강서구 강서로16길 32 1층|매일 00:00 ~ 24:00|080-8801-2390
폴바셋 강서부민병원점|서울 강서구 공항대로 389 1층|영업시간 월~금 07:30 ~ 18:00|02-3662-8630
리퍼블릭오브커피|서울 강서구 강서로 391 문영비즈웍스 1층 111호|월~금 07:00 ~ 02:00|
메가MGC커피 마곡역점|서울 강서구 공항대로 190 푸리마타워 1층 107호|매일 08:00 ~ 22:00|02-6465-8864
폴바셋 롯데백화점김포공항점|서울 강서구 하늘길 38 GF층|매일 10:30 ~ 21:00|02-6116-3059
킷사텐 양천향교점|서울 강서구 강서로74길 36 서령빌딩 3층|월~토 10:00 ~ 01:00|010-8457-3926
메가MGC커피 방화중앙점|서울 강서구 방화동로 102 1층|매일 10:00 ~ 21:00|02-2666-2818
이공커피 화곡점|서울 강서구 등촌로5길 8|월~금 07:30 ~ 22:00|070-7585-2007
투썸플레이스 강서등촌3동점|서울 강서구 공항대로41길 34 1층 102호|매일 08:00 ~ 23:00|
투썸플레이스 강서등촌한빛점|서울 강서구 공항대로45길 33 101호|월~금 08:30 ~ 22:30|02-2088-8781
르와조|서울 강서구 공항대로 237 1층 120호|월~금 08:00 ~ 21:00|
카페숨|서울 강서구 공항대로39길 7 1층||
메가MGC커피 발산역점|서울 강서구 강서로 380 세민빌딩 102호||02-2658-4192
메가MGC커피 우장산숲아이파크점|서울 강서구 강서로 211 1층 101호|매일 08:00 ~ 22:00|02-2602-2220
블리스냅|서울 강서구 양천로30길 50|수~토 12:00 ~ 20:00|
메가MGC커피 화곡중앙시장점|서울 강서구 가로공원로76길 73 1층||02-2608-3222
이디야커피 화곡로점|서울 강서구 화곡로 133 2층|매일 09:30 ~ 22:30|02-2699-8249
베러고|서울 강서구 강서로47길 108 후문상가 104호|화~토 09:00 ~ 21:00|010-5855-4855
메가MGC커피 이대서울병원점|서울 강서구 강서로 349 1층 13호||02-6407-1711
엔제리너스 김포공항1층점|서울 강서구 하늘길 112 국내선청사 1층|매일 06:00 ~ 22:00|02-2667-0108
브런치나인|서울 강서구 공항대로 212 문영퀸즈파크11차 A동 1층 126호|매일 10:00 ~ 21:00|02-6373-4123
카페잇당|서울 강서구 화곡로68길 136-2 라움팰리스 지하 2층 B201호|매일 10:00 ~ 21:00|010-2487-0612
아마토르|서울 강서구 강서로 462 대룡드림타워 1층|월~금 07:30 ~ 23:00|02-2659-0520
메가MGC커피 양천향교역점|서울 강서구 강서로 471 엠코지니어스타 A동 105호|매일 07:10 ~ 21:30|02-3663-1798
인쏘우|서울 강서구 마곡중앙8로5길 11 마곡파인스퀘어3 1층 112호|월~금 07:30 ~ 20:00|02-3448-5176
무무무|서울 강서구 강서로47길 60 1층|월~토 11:00 ~ 23:00|
남대문커피|서울 강서구 마곡동로3길 6 1층|월~금 07:30 ~ 21:00|
공차 마곡나루점|서울 강서구 마곡중앙로 165 안강프라이빗타워 1층 110호|월~토 11:00 ~ 23:00|02-2659-5999
메가MGC커피 화곡본동시장점|서울 강서구 까치산로4길 3 1층||02-2603-3222
메가MGC커피 강서구청점|서울 강서구 화곡로 326 1-2층|월~금 08:00 ~ 23:00|02-2602-7834
윤뜰카페|서울 강서구 개화동로13길 9-5 1층|매일 10:00 ~ 22:00|010-8494-1939
몽슈크레|서울 강서구 마곡중앙6로 45 리더스퀘어마곡 A동 1층 105호|월~목 11:00 ~ 19:00|02-3663-4880
메가MGC커피 강서세무서점|서울 강서구 공항대로 103 판매시설2동 1층 104호||02-2661-1042
멍멍이다방|서울 강서구 화곡로 117-1 2층|화~일 12:00 ~ 22:00|070-7563-0304
왓더독|서울 강서구 양천로 344 마곡센트럴대방디엠시티오피스텔 B동 2층 219호|월~금 07:30 ~ 19:30 · 휴게시간 월~금 16:00 ~ 16:30|02-3664-0219
뮤푸치노|서울 강서구 곰달래로37길 19||
마틸다|서울 강서구 양천로 29-5 지인빌 1동 1층 101호|월~금 08:30 ~ 20:30|02-2665-1114
메가MGC커피 화곡남부시장점|서울 강서구 곰달래로49길 11 1층|매일 08:30 ~ 22:00|02-2699-5088
카페조이|서울 강서구 양천로49길 29 효경빌딩 1층|월~금 09:00 ~ 22:00|02-3663-8181
메가MGC커피 강서등촌점|서울 강서구 공항대로61길 22 1층|매일 08:00 ~ 23:30|02-2659-0002
컴포즈커피 마곡수명산점|서울 강서구 수명로 72 발산신성프라자 1층 102호|월~금 07:30 ~ 22:30|02-2667-2066
커피볶는제임스|서울 강서구 공항대로42길 12 1층|월~금 08:00 ~ 22:00|
솟쿠리|서울 강서구 공항대로2길 36 1층|월,목,금,토,일 12:00 ~ 21:00|
남녘|서울 강서구 곰달래로53길 14 1층|매일 10:00 ~ 21:00|070-8691-1907
음아오|서울 강서구 방화대로49길 6-4 1층|매일 10:30 ~ 20:00|02-6401-0131
리키커피숍|서울 강서구 공항대로8길 41|목요일|0507-1318-3725
메가MGC커피 까치산시장점|서울 강서구 강서로18나길 1 1층|월~금 08:00 ~ 22:30|02-2691-1110
투썸플레이스 우장산역점|서울 강서구 강서로 259 1,2층|매일 09:00 ~ 22:00|02-2607-2388
메가MGC커피 목동사거리점|서울 강서구 곰달래로 272 102호||02-2062-7844
메가MGC커피 등촌성당점|서울 강서구 공항대로41길 43 새한프라자 103호|매일 08:00 ~ 23:00|02-2659-7659
에그카페|서울 강서구 마곡중앙5로 6 마곡나루역보타닉푸르지오시티 지하1층 112호||0507-1395-8611
메가MGC커피 화곡곰달래점|서울 강서구 곰달래로 185 1층||02-2602-1810
컴포즈커피 가양역점|서울 강서구 양천로 470 그레이스힐 1층 102호|매일 08:00 ~ 21:00|02-3665-2333
오렌지플래닛|서울 강서구 금낭화로16길 19 1층|화~일 12:00 ~ 09:00|010-5284-5259
메가MGC커피 마곡중앙점|서울 강서구 마곡동로 62 마곡사이언스타워 111호||02-2659-9007
메가MGC커피 우장산역점|서울 강서구 강서로45길 6 1층||02-2695-2323
카페OR|서울 강서구 공항대로71길 9 1층|매일 10:00 ~ 21:00|02-3660-8398
아임오케익|서울 강서구 공항대로59길 27 2층||0507-1313-4791
메가MGC커피 가양초점|서울 강서구 허준로 198 가양플라자 1층 113호|매일 08:00 ~ 21:30|02-3663-7448
애크미|서울 강서구 화곡로61길 100 청석빌딩 1층 105호|월~금 10:00 ~ 22:00|02-2668-8159
멜로우디|서울 강서구 곰달래로53길 30-8 1층|월,수,목,금,토,일 10:00 ~ 20:00|02-6406-8793
젤르커피|서울 강서구 양천로 390 강서오토플랙스 자동차매매센터 1층 101호|월~금 09:00 ~ 21:00|02-6443-8666
메이필드호텔 로얄마일|서울 강서구 방화대로 94|매일 10:00 ~ 22:30|02-2660-9050
브라이트|서울 강서구 강서로17길 42 1층|월~토 10:00 ~ 21:00|070-8712-5514
디저트39 등촌역점|서울 강서구 공항대로 531 한울밸리움 105호|매일 09:00 ~ 22:00|02-2659-3655
이디야커피 까치산역점|서울 강서구 강서로17길 6 광성빌딩 1층|월~토 08:00 ~ 24:00|02-2602-7668
더마카롱|서울 강서구 강서로16길 32 화창빌딩 1층|매일 09:00 ~ 00:20|02-2065-8253
빽다방 화곡역점|서울 강서구 화곡로25길 2 1층|매일 08:00 ~ 22:00|02-2606-1117
더플롯커피|서울 강서구 공항대로 423|월~금 09:30 ~ 24:00|
컴포즈커피 화곡우장초점|서울 강서구 화곡로 274 1층 102호|매일 08:00 ~ 23:00|02-2606-7555
커피공작소|서울 강서구 양천로24길 85||02-2667-0910
해머스미스커피 마곡아이파크점|서울 강서구 마곡중앙8로 90 1층 118호|월~토 08:00 ~ 23:50|070-4513-1821
엔제리너스 롯데몰김포공항점|서울 강서구 하늘길 38 GF층|매일 10:30 ~ 22:00|02-6116-5715
할리스 김포공항점|서울 강서구 하늘길 112 국내선청사 1층|매일 06:00 ~ 22:00|02-2064-0312
카페일분 가양점|서울 강서구 허준로 176 가양8단지아파트 상가동 1층 103호|매일 00:00 ~ 24:00|010-8566-4738
이디야커피 송정역점|서울 강서구 공항대로 24 2층|월~금 08:00 ~ 22:50|070-4218-5603
카페동네 화곡동점|서울 강서구 월정로32길 35|매일 09:00 ~ 22:00|070-5154-9689
24시무인셀프카페 등촌점|서울 강서구 화곡로64길 72 1층 101호|매일 00:00 ~ 24:00|
빽다방 방화사거리점|서울 강서구 금낭화로 91-2 대승프라자 1층|매일 08:30 ~ 22:30|02-2663-9560
이디야커피 마곡나루역점|서울 강서구 마곡중앙5로 6 1층|매일 07:00 ~ 23:00|02-2063-3555
라니네|서울 강서구 곰달래로33길 62 1층|목,일요일|02-2606-7103
이디야 등촌중앙점|서울 강서구 등촌로 67 컴스웨이빌딩 1층|매일 10:00 ~ 23:00|02-2652-0670
메가MGC커피 가양중앙점|서울 강서구 양천로 461 1층||02-2668-7528
마노아카페|서울 강서구 공항대로81길 36 한강투웨니퍼스트 103동 105호|화~금 09:00 ~ 21:00|070-8671-2372
연영|서울 강서구 가로공원로 188 1,2층|화~토 11:00 ~ 24:00|02-2606-6903
빽다방 강서구청점|서울 강서구 화곡로 318-1 1층|매일 08:00 ~ 22:00|070-4333-0404
지디파크|서울 강서구 양천로27길 167 SH빌딩|매일 10:00 ~ 22:00|02-2663-9003
메가MGC커피 신방화역점|서울 강서구 마곡중앙5로 87 우성르보아2 1층 101호|매일 08:00 ~ 21:30|02-2662-7755
메가MGC커피 염창점|서울 강서구 양천로 658 양화진빌딩 1층 101호|월~금 08:00 ~ 22:00|02-3661-2918
민잇(mean it)|서울 강서구 방화동로12길 15 1F, B1|매일 11:00 ~ 21:00|02-2661-2220
놀러오개|서울 강서구 까치산로 33 2층|매일 11:30 ~ 22:30|
카페 마르멜로|서울 강서구 곰달래로25길 37 1층|월~금 07:30 ~ 21:00|010-8398-0518
디저트39 화곡역점|서울 강서구 화곡로 135|매일 11:00 ~ 23:00|02-6404-6655
카페가토|서울 강서구 마곡동로 62 마곡사이언스타워 1층|매일 08:00 ~ 22:00|
퐁퐁|서울 강서구 공항대로63길 16 꿈에그린상가 1층 103호|화~금 10:00 ~ 19:00|
메가MGC커피 마곡수명산점|서울 강서구 수명로 68-35 1층||02-2667-1042
심플라운지|서울 강서구 화곡로13나길 3 1층|월~목 11:00 ~ 23:00|02-2603-7914
컴포즈커피 마곡퀸즈파크나인점|서울 강서구 공항대로 247 1층 125호||
메가MGC커피 방화사거리점|서울 강서구 양천로 73 1층|매일 08:00 ~ 22:00|02-2661-9880
베니르|서울 강서구 마곡중앙6로 42 사이언스타 2층 208호|화~금 11:00 ~ 21:00|02-2668-2423
이디야커피 우장산동점|서울 강서구 우현로 15 우장빌딩 1층 102, 103호|매일 07:00 ~ 23:00|02-2603-3330
아이캔커피 마곡점|서울 강서구 강서로56길 56 메종드남광 1층|월,수,목,금 11:00 ~ 24:00|010-7744-1387
목카페|서울 강서구 금낭화로24길 29-5||
첸의하우스|서울 강서구 강서로18다길 18 1층|월~토 11:30 ~ 21:00 · 휴게시간 월~토 14:30 ~ 17:00|02-324-5957
벌집다방 마곡나루점|서울 강서구 마곡중앙5로1길 25 마곡해리움2차 1층 107호|월~금 08:00 ~ 24:00|02-2088-8248
빽다방 마곡나루역북부점|서울 강서구 마곡중앙5로1길 20 1층 101호|월~금 08:00 ~ 22:00|02-3662-0504
빽다방 송정역점|서울 강서구 공항대로 23|매일 08:00 ~ 21:00|02-2665-9560
에멘탈커피 화곡점|서울 강서구 화곡로 183 1층|월~금 09:30 ~ 22:00|
핀크퀸콩|서울 강서구 화곡로15길 15 지하1~3층||02-6465-3595
파스쿠찌 이대서울병원점|서울 강서구 공항대로 260|월~금 07:00 ~ 23:00|070-8181-3112
백억커피 발산점|서울 강서구 강서로 348 상가1동 102-6호|영업시간 매일 08:00 ~ 17:00|02-3664-0708
카페로|서울 강서구 양천로 470 그레이스힐 지하2층 B209호|매일 00:00 ~ 24:00|0506-101-0933
카페포코 마곡본점|서울 강서구 공항대로 237 122호|매일 08:00 ~ 21:00|070-7576-1211
허니네커피|서울 강서구 강서로45가길 47 2층||02-2607-7746
아토커피 화곡점|서울 강서구 강서로17길 134 1층 101호|매일 00:00 ~ 24:00|
메가MGC커피 화곡중앙점|서울 강서구 까치산로 79 1층 103호|매일 10:00 ~ 21:00|02-2695-9741
엘리케이커|서울 강서구 마곡중앙5로 6 마곡나루역 보타닉푸르지오시티 지하 1층 B143호|월~금 11:00 ~ 20:00|02-3661-1295
람미당|서울 강서구 남부순환로 19-4 미래스타빌 1층 101호|매일 10:00 ~ 21:30|
탐앤탐스 마곡이너매스점|서울 강서구 마곡중앙2로 35|월~금 10:00 ~ 19:00|
