카페명|주소|영업시간|전화번호
비엔나커피하우스 송파사거리점|서울 송파구 가락로 114 신우빌딩 1층 102호|매일 08:00 ~ 23:00|02-422-1683
스타벅스 송파방이DT점|서울 송파구 오금로 241|매일 07:00 ~ 22:00|1522-3232
정원이있는국민책방 송파점|서울 송파구 가락로21길 8|매일 10:00 ~ 22:00|
스타벅스 석촌서호점|서울 송파구 석촌호수로 176 1층|매일 07:00 ~ 22:00|1522-3232
스타벅스 아시아선수촌점|서울 송파구 백제고분로 69 애플타워 1층|매일 07:00 ~ 22:00|1522-3232
큐브이스케이프 잠실점|서울 송파구 올림픽로8길 10 4층|매일 12:00 ~ 22:45|02-412-9998
스타벅스 문정역점|서울 송파구 송파대로 167|월~금 07:00 ~ 21:00|1522-3232
마운틴누크|서울 송파구 백제고분로45길 32 빌드원빌딩 2,3층|월,화,수,목,일 11:00 ~ 21:50|070-4770-1717
노티드월드 잠실롯데월드몰|서울 송파구 올림픽로 300 5층|매일 10:30 ~ 22:00|070-8873-9377
투썸플레이스 송파구청사거리점|서울 송파구 오금로 81 송파빌딩 1층|월~금 07:00 ~ 22:00|02-6084-5575
프로퍼커피바 2호점|서울 송파구 오금로31가길 20 1층|월~토 09:00 ~ 22:00|02-417-0703
홍팥집 문정점|서울 송파구 새말로 154 아이원빌딩 1층|매일 11:00 ~ 21:00|02-402-6577
스타벅스 잠실시그마타워점|서울 송파구 올림픽로 289|월~금 07:00 ~ 22:00|1522-3232
세라젬웰카페 서울잠실직영점|서울 송파구 석촌호수로 172|목요일|02-419-0325
설빙 서울석촌호수동호점|서울 송파구 석촌호수로 278 여흥레이크빌 1층|매일 10:00 ~ 22:00|02-3432-7555
밀파니 베이커리카페|서울 송파구 위례서로 273 밀파니빌딩 1,2층|매일 09:00 ~ 21:30|02-406-0810
카페페퍼|서울 송파구 백제고분로45길 12 2층|매일 12:00 ~ 21:00|02-421-0514
보사노바 커피로스터스 잠실점|서울 송파구 백제고분로51길 7 1층 114,115호|월~금 08:00 ~ 19:30|02-423-0038
투썸플레이스 잠실역점|서울 송파구 올림픽로35다길 32 예전빌딩 1층|월~금 07:00 ~ 23:00|02-3431-9633
르쉬드서울|서울 송파구 위례성대로12길 18 수빌딩 1층 2호|월~금 11:00 ~ 22:00|02-476-9168
퍼햅스|서울 송파구 백제고분로29길 29 1층 104호|화~일 11:00 ~ 20:00|
스타벅스 올림픽공원남문점|서울 송파구 위례성대로 102 태평양파크빌라트 아케이드 1층|매일 07:00 ~ 21:00|1522-3232
엘엘엘커피|서울 송파구 석촌호수로 194 태호빌딩 3층|월,화,수,목,금,토,일요일|0507-1362-3500
카페희재|서울 송파구 백제고분로11길 6 삼풍빌딩 1층|매일 11:00 ~ 21:00|
도그존|서울 송파구 올림픽로12길 28 2층|월,수,목,금,토,일 12:00 ~ 21:00|0507-1398-0310
스타벅스 석촌역점|서울 송파구 백제고분로 358 우전빌딩 1층|월~금 07:00 ~ 22:00|1522-3232
스타벅스 송파개롱역점|서울 송파구 오금로 420|월~토 07:00 ~ 21:00|1522-3232
봉땅|서울 송파구 백제고분로41길 42-8 1층|매일 11:00 ~ 22:00|010-8821-7769
르봉마리아쥬|서울 송파구 올림픽로 417 1층|매일 07:00 ~ 22:00|02-790-6718
스타벅스 가락시장역점|서울 송파구 중대로 121 롯데캐슬 파인힐1층|월~금 07:00 ~ 21:00|1522-3232
스타벅스 가락본동점|서울 송파구 송파대로30길 13|월~금 07:00 ~ 22:00|1522-3232
스타벅스 문정하비오점|서울 송파구 송파대로 111 204동 104~107호|월~토 07:00 ~ 22:00|1522-3232
스타벅스 송파위례점|서울 송파구 위례광장로 230|매일 07:00 ~ 21:00|1522-3232
메리앤메리커피 풍납점|서울 송파구 풍성로26길 54 1층|화~금 11:00 ~ 23:00|02-488-5639
카페시나몬|서울 송파구 석촌호수로 258 아르누보팰리스 101호|매일 10:30 ~ 23:00|02-6485-8809
셜록홈즈 잠실2호점|서울 송파구 백제고분로7길 31 4층|매일 10:00 ~ 23:30|02-418-0153
프레스커피|서울 송파구 백제고분로45길 17-3 4층|화~일 12:00 ~ 22:00|
라뿔|서울 송파구 백제고분로43길 7 1층|월,화,수,목요일|02-423-3502
쿠차라 잠실역점|서울 송파구 올림픽로35길 123 향군타워 1층|월~금 11:00 ~ 21:00|02-424-2155
신양로스터스|서울 송파구 오금로18길 3 1층|영업시간 수~금 11:00 ~ 14:00|02-420-3602
콰이어트 크림티|서울 송파구 삼전로12길 7 1층|수~금 12:00 ~ 20:00|02-6402-0228
제이바웃커피|서울 송파구 송파나루길 206 2층|매일 10:00 ~ 22:20|02-424-1515
스타벅스 잠실대교남단R점|서울 송파구 송파대로 570 타워730 1층|월~금 07:00 ~ 21:00|1522-3232
스타벅스 송파KT점|서울 송파구 잠실로 209|매일 07:00 ~ 22:00|
이월로스터스 송파1호점|서울 송파구 백제고분로45길 14 1층|매일 10:00 ~ 22:00|070-8839-1004
쏘스윗마카롱|서울 송파구 송파대로42길 46 1층 103호|수~금 13:00 ~ 20:00|010-9930-8639
마호가니커피 잠실홈플러스점|서울 송파구 올림픽로35가길 16 1층|월~금 09:00 ~ 21:30|
투썸플레이스 잠실신천점|서울 송파구 백제고분로7길 9 1~3층|매일 08:00 ~ 22:50|02-415-2344
카페마마스 잠실점|서울 송파구 올림픽로 269 캐슬프라자 1층|매일 10:00 ~ 20:30|02-2146-2214
투썸플레이스 삼전역점|서울 송파구 삼전로 66 순명빌딩 1,2층|월~금 07:00 ~ 23:00|02-416-2388
트레스드|서울 송파구 백제고분로15길 50 1층|매일 12:00 ~ 21:00|010-3522-1844
브라운칩|서울 송파구 새말로 108 AKOM빌딩 1층|월~토 08:00 ~ 22:00|02-409-7588
스타벅스 문정법원로R|서울 송파구 송파대로 201|월~금 07:00 ~ 21:00|1522-3232
하우스서울|서울 송파구 백제고분로9길 5 1층|월~금 08:00 ~ 20:00|02-6000-6722
투썸플레이스 올림픽공원역점|서울 송파구 올림픽로 424 만남의광장 A-3동 B구역|매일 09:00 ~ 22:00|02-417-6789
스타벅스 갤러리아팰리스점|서울 송파구 올림픽로 212 갤리러아팰리스 1층|매일 07:00 ~ 22:00|1522-3232
투썸플레이스 문정역점|서울 송파구 법원로 114 엠스테이트 B동 1층|월~금 07:00 ~ 23:00|02-2283-1513
설빙 서울신천역점|서울 송파구 백제고분로9길 47 2층|매일 12:00 ~ 23:00|070-7562-3091
커피빈 방이점|서울 송파구 오금로11길 7 1층|매일 07:00 ~ 24:00|02-415-5561
선호커피|서울 송파구 송이로2길 4 1층|영업시간 화~금 08:00 ~ 15:30|010-9820-0879
스타벅스 방이역점|서울 송파구 마천로 53 1~2층|월~토 07:00 ~ 22:00|1522-3232
플루엣|서울 송파구 동남로 102 레이102 1층|월~금 08:30 ~ 21:00|0507-1333-4137
브릭스파크|서울 송파구 바람드리길 57 지하 1층|매일 11:00 ~ 23:00|
모어댄버터|서울 송파구 송파대로 467 지하1, 1층|월~금 08:00 ~ 22:00|0507-1495-8246
밸런티|서울 송파구 가락로11길 19 1층|영업시간 화~일 10:00 ~ 18:00|02-418-6773
카페머머|서울 송파구 삼학사로18길 5 1층|월~금 12:00 ~ 19:00|
체크인브런치카페|서울 송파구 석촌호수로 210|수~토 08:00 ~ 21:00|02-423-8882
써니사이드|서울 송파구 동남로18길 34|매일 11:30 ~ 21:00 · 휴게시간 매일 14:20 ~ 17:00|02-3401-7442
아쿠아가든 카페 롯데월드타워점|서울 송파구 올림픽로 300 지하1층|매일 10:30 ~ 22:00|010-5769-8440
스타벅스 송파사거리점|서울 송파구 송파대로 386|매일 08:00 ~ 21:00|1522-3232
빌리엔젤 문정동대명사옥점|서울 송파구 법원로 135 1층|월~금 08:00 ~ 21:00|02-512-6257
카페코너574|서울 송파구 오금로16길 10-12 잠실레이크 1층 101호|수~일 11:00 ~ 22:00|02-418-1991
포모르|서울 송파구 올림픽로34길 20 1층|매일 12:00 ~ 22:00|010-2926-0686
스타벅스 문정로데오점|서울 송파구 동남로 141|월~토 07:00 ~ 22:00|1522-3232
스타벅스 송파마천사거리DT점|서울 송파구 거마로 78|월~금 07:00 ~ 21:00|1522-3232
필앳홈|서울 송파구 백제고분로41길 6-5 연빌딩 1층|월~토 11:00 ~ 24:00|010-2239-7038
그림제작소|서울 송파구 석촌호수로 290 성우빌딩 3층 301호|매일 12:00 ~ 22:00|070-8846-0082
스타벅스 송파헬리오시티점|서울 송파구 송파대로 345 헬리오시티 단지상가 3A 16호~21호|월~금 07:00 ~ 22:00|1522-3232
겟썸커피 LMoA점|서울 송파구 올림픽로 300 롯데월드타워 6층|매일 10:00 ~ 22:00|02-3213-2865
스타벅스 올림픽아파트점|서울 송파구 양재대로 1220|월~금 07:00 ~ 21:00|1522-3232
웰하우스|서울 송파구 오금로16길 10 2층|매일 10:00 ~ 22:00|010-2662-1816
스타벅스 잠실푸르지오월드점|서울 송파구 올림픽로35가길 9|매일 07:00 ~ 22:00|1522-3232
비스트로마인|서울 송파구 석촌호수로18길 26 1층|수~금 12:00 ~ 21:00|02-2202-3775
카페마나랑|서울 송파구 송파대로49길 37 1,2층|매일 10:00 ~ 24:00|
명조커피&베이커리|서울 송파구 오금로 161 1,2층|월~토 09:00 ~ 22:00|02-425-3700
탐앤탐스 방이점|서울 송파구 오금로11길 11-8 1층|매일 00:00 ~ 24:00|02-424-0661
스톤앤워터|서울 송파구 가락로 283 1층|매일 09:30 ~ 21:00|02-6013-9593
위커파크웨스트|서울 송파구 석촌호수로 230 미켈란호수가 상가 1층 101,102호|매일 10:00 ~ 22:00|02-425-0448
플라워베이커리 문정본점|서울 송파구 법원로 114 엠스테이트 지하1층 B134호|월~토 08:00 ~ 21:00|02-2283-1345
투썸플레이스 석촌호수점|서울 송파구 석촌호수로 220 보정빌딩 1층|월~금 07:30 ~ 23:00|010-6469-6016
유연|서울 송파구 양재대로72길 5 1층|화~일 09:00 ~ 20:00|070-8838-0174
리프커피바|서울 송파구 백제고분로43길 24 R&BHaus 1층 101호|매일 10:00 ~ 22:00|02-6205-5886
끄네들로|서울 송파구 오금로 95 국제빌딩 1층 101호|매일 11:30 ~ 22:00|02-423-0915
할리스 아시아선수촌점|서울 송파구 백제고분로 109|매일 08:00 ~ 24:00|02-412-3260
렌토|서울 송파구 위례성대로12길 5-6 1층|매일 10:00 ~ 20:00|070-8813-0619
펠어커피 본점|서울 송파구 문정로4길 29 1층 101호|매일 08:10 ~ 23:00|070-7702-0003
스타벅스 송파거여역점|서울 송파구 오금로 493|매일 07:00 ~ 21:00|1522-3232
스타벅스 송파아이파크점|서울 송파구 법원로 55|월~금 07:00 ~ 20:00|1522-3232
스타벅스 올림픽평화의문점|서울 송파구 위례성대로 38 해태그린피아빌라트 1층|매일 08:00 ~ 21:00|1522-3232
올티드커피|서울 송파구 양재대로66길 43 1층|월~금 08:00 ~ 21:00|02-406-2803
버터베어 베이커리|서울 송파구 백제고분로 208 1, 2층|매일 10:00 ~ 21:00|02-412-5554
카페 파이카지|서울 송파구 올림픽로8길 31 1층 101호|월~금 08:00 ~ 19:00|02-423-0621
케키하우스|서울 송파구 백제고분로41길 35 2층|화~일 12:00 ~ 21:00|
알레아파리|서울 송파구 오금로42길 11|화~일 08:00 ~ 22:00|02-430-9091
투썸플레이스 문정로데오점|서울 송파구 동남로 132 1,2층|매일 00:00 ~ 24:00|02-404-0019
카페2.7|서울 송파구 백제고분로36가길 15 201호|월,수,목,금,토,일 09:00 ~ 23:00|02-2135-9030
킨더독|서울 송파구 삼전로 53 뜨레피움 지하1층||02-6959-5979
카페방이동|서울 송파구 올림픽로32길 22-17 2층|영업시간 월~금 11:30 ~ 18:00|02-6053-8320
킴스델리마켓|서울 송파구 백제고분로45길 13 1층 101호|매일 09:30 ~ 20:00|
설빙 가락시장역점|서울 송파구 중대로 109 2층|매일 10:00 ~ 22:30|02-430-0555
스타벅스 올림픽훼미리점|서울 송파구 중대로 68 훼미리 샤르망 1층|월~금 07:00 ~ 22:00|1522-3232
파스쿠찌 잠실역점|서울 송파구 송파대로 558 월드타워빌딩 1층|매일 09:00 ~ 23:00|02-415-8897
더설 잠실직영점|서울 송파구 올림픽로 354 잠실I-SPACEII오피스텔 101호|매일 11:00 ~ 22:00|010-2312-7708
마스터키 잠실점|서울 송파구 백제고분로7길 27 5층|매일 11:00 ~ 23:30|02-416-6769
블루보틀 잠실 카페|서울 송파구 올림픽로 300 1층|매일 10:30 ~ 22:00|1533-6906
룸카페바니 잠실점|서울 송파구 올림픽로10길 21 2층|월~금 12:00 ~ 24:00|
스타벅스 몽촌토성역점|서울 송파구 위례성대로 6|월~금 07:00 ~ 22:00|1522-3232
더빈마켓|서울 송파구 올림픽로51길 15 1층|매일 08:00 ~ 23:00|070-8624-3178
타로데이트|서울 송파구 오금로15길 6 2층|매일 10:00 ~ 01:00|010-9917-8484
에이치오븐|서울 송파구 충민로 66 가든파이브 현대시티몰  라이프동 테크노관 1층||02-2673-2114
메가MGC커피 잠실새내역점|서울 송파구 백제고분로7길 58 1층|매일 08:00 ~ 22:00|02-421-2221
투썸플레이스 송파헬리오시티점|서울 송파구 가락로 78 더시티프라자 1층 102~104,107,108호|월~목 08:00 ~ 23:00|02-2039-0645
투썸플레이스 가락시장역점|서울 송파구 중대로 113 1층|월,화,수,목,금,일 08:00 ~ 21:00|02-443-6789
뮤지키사운드|서울 송파구 오금로59길 11|월,수,목,금,토,일 11:00 ~ 22:00|0507-0177-6197
카페애드|서울 송파구 백제고분로 222 제일빌딩 1층||02-416-6875
재해석 석촌점|서울 송파구 백제고분로39길 33 2층|월~토 12:00 ~ 22:00|02-424-2418
르브리에|서울 송파구 백제고분로43길 8 1층|영업시간 화~일 10:00 ~ 18:00|010-9702-2115
라이크어시네마 석촌점|서울 송파구 가락로 134 1층 102호|매일 12:00 ~ 24:00|
까페라리 방이점|서울 송파구 위례성대로 134 한스빌딩 2층|월~목 10:00 ~ 22:00|02-425-4186
투썸플레이스 송파올림픽아파트남문점|서울 송파구 위례성대로 198 1층|매일 09:00 ~ 22:00|02-3402-0205
슈야|서울 송파구 백제고분로45길 23 1층|화~일 11:00 ~ 21:00|02-6953-9971
투썸플레이스 송파개롱역점|서울 송파구 동남로 236 1층|월~금 08:10 ~ 21:30|02-448-4888
카페다반|서울 송파구 백제고분로45길 26 지하1층|화~일 12:00 ~ 22:00|02-419-6859
유우링|서울 송파구 백제고분로43길 4 지하1층|수~일 13:00 ~ 21:00|02-413-3218
콩카페 롯데백화점 잠실점|서울 송파구 올림픽로 240|매일 10:00 ~ 21:00|02-2143-7004
카페희다 방이역점|서울 송파구 위례성대로18길 31-9 1층|월~금 08:00 ~ 22:00|02-2088-4140
커피렉 송파점|서울 송파구 백제고분로45길 19 1층|월~금 12:00 ~ 21:00|02-415-3254
ROYS 롯데월드몰점|서울 송파구 올림픽로 300 6층|매일 10:30 ~ 22:00|02-3213-4614
루티드|서울 송파구 오금로17길 7 101호|화~토 11:00 ~ 20:00|070-8844-1707
할리스 올림픽공원역점|서울 송파구 올림픽로 424 A-3동 C구역 1층|월~금 09:00 ~ 22:00|02-420-9997
스타벅스 문정법조타운 한양타워점|서울 송파구 법원로11길 12|월~토 07:00 ~ 20:00|1522-3232
투썸플레이스 석촌역점|서울 송파구 송파대로 437 덕일빌딩 1,2층|매일 10:00 ~ 22:00|02-2039-2415
스타벅스 가든파이브|서울 송파구 충민로 10 가든파이브툴|매일 10:00 ~ 21:30|1522-3232
오아시스엉클|서울 송파구 송이로38길 8 1층 101호|월~토 10:00 ~ 19:00|02-6013-3133
커피랑도서관 가락센터점|서울 송파구 송이로 83 우송빌딩 5층|매일 08:00 ~ 22:00|070-7740-1140
할리스 가락시장역점|서울 송파구 중대로 130 원전빌딩 1층|매일 08:00 ~ 22:00|02-3401-5337
니나니노카페|서울 송파구 양재대로71길 2-11 올림픽아트빌 101호|월~금 08:00 ~ 20:00|02-424-8054
할리스 잠실광고회관점|서울 송파구 올림픽로35길 137 한국광고문화회관 1층|월~금 07:30 ~ 22:00|02-2144-0888
히어로 인 어스|서울 송파구 백제고분로50길 42-6 1층 101호|수~일 13:00 ~ 19:00 · 휴게시간 수~일 15:00 ~ 16:00|0507-1354-6933
모아레|서울 송파구 백제고분로41길 6-5 연빌딩 2층|매일 12:00 ~ 22:00|0507-1355-3703
오금동커피 OGCR오금현대아파트상가점|서울 송파구 오금로35길 17 A24호|월~금 08:00 ~ 21:00|02-455-1011
탐앤탐스 문정로데오점|서울 송파구 동남로 130-1 1,2층|매일 00:00 ~ 24:00|02-403-4565
오후의 파이|서울 송파구 삼학사로16길 4|화~토 12:00 ~ 21:00|
한가로운오후|서울 송파구 백제고분로 332 1층|월~금 09:00 ~ 23:00|02-418-9954
카페라오스|서울 송파구 송파대로 406 제일빌딩 1층 101, 102호|월~금 08:00 ~ 24:00|02-2039-1944
필커피|서울 송파구 중대로34길 13 1층|영업시간 월,화,목,금 11:00 ~ 17:00|070-4249-4429
탐앤탐스 잠실새내역점|서울 송파구 올림픽로12길 5 정호빌딩 2,3층|매일 00:00 ~ 24:00|02-420-4565
커피빈 신천역점|서울 송파구 올림픽로 100 효창타워 1층|월~목 07:00 ~ 22:00|02-417-8851
스타벅스 송파NC점|서울 송파구 충민로 66 가든파이브라이프 패션관 1층|월~목 10:00 ~ 21:00|1522-3232
엔제리너스 잠실샤롯데점|서울 송파구 올림픽로 240 샤롯데씨어터 1층|매일 09:00 ~ 22:00|02-411-5055
프랭크커핀바 잠실점|서울 송파구 백제고분로45길 6 2층 201호|월~금 12:00 ~ 22:00|0507-1444-1677
랑데자뷰 석촌호수점|서울 송파구 석촌호수로 174 2층|매일 11:00 ~ 23:00|02-419-0111
커피빈 몽촌토성역점|서울 송파구 위례성대로 2 장은빌딩 1층|월,화,수,목,일 07:00 ~ 22:00|02-2141-0407
투썸플레이스 송파방이역점|서울 송파구 위례성대로18길 28-20|매일 08:00 ~ 22:00|
365일|서울 송파구 백제고분로19길 14 1층 101호|수,목요일|02-461-6563
키른 커피|서울 송파구 마천로 167 1층|화~일 10:00 ~ 21:00|02-6415-4863
메가MGC커피 석촌호수사거리점|서울 송파구 송파대로 474 1층|월~금 10:00 ~ 21:00|02-425-0656
이디야커피 종합운동장역점|서울 송파구 올림픽로 76 제이타워 1층 104호|월~금 07:30 ~ 23:00|02-424-1808
호이안로스터리 송리단길점|서울 송파구 백제고분로45길 3-18|매일 11:00 ~ 22:00|02-422-8929
폴바셋 롯데월드몰점|서울 송파구 올림픽로 300 롯데월드몰 캐주얼동 5층|매일 10:30 ~ 22:00|02-3213-4522
그리드|서울 송파구 마천로 146 1층|화,목,금,토,일 09:00 ~ 21:00|02-449-1316
소금상점&멜티도나|서울 송파구 백제고분로9길 41-1 2층|화~일 12:00 ~ 22:00|010-2686-6334
메가MGC커피 가락시장역점|서울 송파구 중대로9길 21 센터빌딩 1층||02-6486-0077
공차 천호풍납토성점|서울 송파구 천호대로 992|매일 10:00 ~ 22:00|02-470-4565
2cafe|서울 송파구 토성로19길 7 풍납빌딩 1층|화~일 12:00 ~ 22:00|070-8784-8864
파스쿠찌 소마미술관점|서울 송파구 위례성대로 51 2층|매일 09:00 ~ 21:00|02-424-6787
투썸플레이스 송파위례트랜짓몰점|서울 송파구 위례광장로 170 상가 B동 113호|매일 09:30 ~ 22:00|02-2043-2220
커피빈 석촌호수점|서울 송파구 석촌호수로 222 제이타워 1층|매일 07:00 ~ 22:00|02-415-1235
디저트39 거여역점|서울 송파구 오금로 519 스위트빌딩 202호|수~일 10:00 ~ 24:00|02-406-5989
스타벅스 잠실본동점|서울 송파구 백제고분로 91|매일 07:00 ~ 21:00|1522-3232
세라젬웰카페 서울문정직영점|서울 송파구 송파대로 201 1층|매일 11:00 ~ 20:00|02-6954-0825
히포슈가 송파본점|서울 송파구 마천로 16 한성나이스빌 지층,1층|월~금 10:00 ~ 22:00|02-6478-0013
SAVVY|서울 송파구 백제고분로41길 35-24 1층|월,수,목,금,토,일 12:00 ~ 21:00|010-9294-2512
할리스 배명사거리점|서울 송파구 백제고분로 275|월~금 08:00 ~ 22:30|02-422-4915
이디야커피 석촌백제점|서울 송파구 백제고분로39길 15 삼경빌딩 1층|월~금 07:40 ~ 22:00|02-423-7825
메가MGC커피 석촌점|서울 송파구 백제고분로41길 6 1층|월~금 07:30 ~ 22:00|02-420-7911
빽다방 잠실신천점|서울 송파구 백제고분로7길 45 1층|매일 08:00 ~ 22:00|02-420-8838
엔제리너스 잠실롯데월드몰1F점|서울 송파구 올림픽로 300 캐주얼동 1층|매일 08:00 ~ 22:00|02-3213-2874
투썸플레이스 방이한양건설점|서울 송파구 백제고분로50길 7 1층||02-2240-4880
메가MGC커피 문정아이파크점|서울 송파구 법원로4길 6 32-2호|매일 07:00 ~ 21:30|
워커스커피로스터스|서울 송파구 석촌호수로18길 23 동경빌딩 1층|매일 10:00 ~ 21:00|
투썸플레이스 마천사거리점|서울 송파구 거마로 61 한스어반타워 1층|월~금 08:00 ~ 22:00|02-402-4021
선호커피 바|서울 송파구 올림픽로37길 130 파크리오 A상가동 148호|영업시간 월~금 07:30 ~ 18:00|010-9830-0879
디저트39 잠실새내점|서울 송파구 올림픽로12길 17 1층|매일 10:00 ~ 22:00|02-423-5936
투썸플레이스 송파잠실H타워점|서울 송파구 백제고분로 128 2층|월~금 08:00 ~ 23:00|02-417-4360
그린아일랜드카페|서울 송파구 마천로 61 덕산빌딩 지하1층|매일 11:30 ~ 01:00|02-6380-7777
힐링사주카페|서울 송파구 백제고분로7길 32 1층|매일 11:30 ~ 06:00|070-7721-7887
미스틱래빗|서울 송파구 백제고분로 426||070-7450-6463
투썸플레이스 잠실롯데점|서울 송파구 올림픽로 240|매일 08:00 ~ 22:00|02-2143-1457
카페 르띠|서울 송파구 백제고분로39길 6-13 1층|월,화,목,금,토,일 11:00 ~ 21:00|
피치그레이|서울 송파구 백제고분로41길 24 2층|매일 12:00 ~ 22:00|
카페봄봄 서울잠실새내역점|서울 송파구 백제고분로7길 53 AW TOWER 1층|매일 08:00 ~ 22:00|02-416-9001
투썸플레이스 잠실3단지점|서울 송파구 석촌호수로 100 1, 2층|매일 08:00 ~ 24:00|02-424-3100
메가MGC커피 올림픽공원역점|서울 송파구 양재대로 1222 올림픽프라자 1층 86호|매일 08:00 ~ 21:00|02-407-1009
오아시스|서울 송파구 삼학사로3길 6 1층|월~목 09:30 ~ 22:00|010-8897-7787
투썸플레이스 가락시장역2호점|서울 송파구 송파대로 260|영업시간 월~금 11:00 ~ 18:00|02-3012-6789
메가MGC커피 문정중앙점|서울 송파구 새말로 134 1층 101,102호|매일 08:00 ~ 22:00|02-400-9729
카페 탱자|서울 송파구 삼전로2길 57 1층|매일 09:00 ~ 21:00|
메가MGC커피 삼전역점|서울 송파구 백제고분로 198 1층 101,102호|월~금 08:00 ~ 21:40|02-3432-3433
커피앤톡 본점|서울 송파구 중대로23길 1-40 명민빌딩 1층 102호|월~금 08:00 ~ 22:00|02-407-7375
커피빈 문정역엠스테이트점|서울 송파구 법원로 114 엠스테이트 B동 지하1층 145~147호|월~금 07:00 ~ 21:30|02-6177-9080
푸가 커피 로스터스|서울 송파구 백제고분로42길 34 1층 101호|영업시간 월~금 08:00 ~ 18:00|02-6053-7618
투썸플레이스 올림픽평화의문점|서울 송파구 올림픽로 424 평화의광장 B1동|매일 08:00 ~ 22:00|02-423-6787
VGG|서울 송파구 석촌호수로 290 3층 303호|월,화,수,목,일 11:00 ~ 23:00|010-5960-5818
메가MGC커피 송파파인타운점|서울 송파구 충민로2길 28 대진프라자 1층|매일 09:00 ~ 21:00|02-406-1777
메가MGC커피 잠실롯데월드점|서울 송파구 올림픽로 240 롯데웰빙센터 1층 8호|매일 08:30 ~ 22:00|
