카페명|주소|영업시간|전화번호
달다랗다|서울 양천구 은행정로6길 22 남부빌딩 1층 102호|화~토 11:00 ~ 19:30|010-2062-3201
테디랩|서울 양천구 신월로36길 11 1층|매일 11:00 ~ 21:00|070-8722-4441
코나빈스 신월동점|서울 양천구 지양로 72 2층|매일 10:00 ~ 23:00|02-2603-0003
스타벅스 목동10단지점|서울 양천구 목동서로 401|월,화,수,목,일 07:00 ~ 21:00|
아모르버터|서울 양천구 오목로48길 20-1 1층|수~금 12:00 ~ 19:00|02-2601-9739
설빙 목동점|서울 양천구 목동동로 258 목동금호아파트 상가 2층|매일 11:00 ~ 24:00|070-8883-0334
카페오아시스|서울 양천구 중앙로 220 2층|매일 10:30 ~ 22:00|02-2646-7372
파티세리소나 2호점|서울 양천구 신목로12길 8 1,2층|월,목,금,토,일 09:00 ~ 19:30|02-6404-4454
비아찌오|서울 양천구 신월로 332 1층|월~금 10:00 ~ 22:00|02-2655-0995
빵의시간|서울 양천구 목동중앙북로12길 41 1층|매일 09:00 ~ 22:00|
비엔나커피하우스 목동역점|서울 양천구 신정중앙로 93 1층 101호|월,화,수,목,일 10:00 ~ 23:00|02-2065-1683
스타벅스 목동7단지점|서울 양천구 목동서로 213 세션비전프라자 1층 107호|월~목 07:00 ~ 21:00|1522-3232
투썸플레이스 목동하이페리온점|서울 양천구 오목로 300 목동하이페리온2차 205동 102호|월~금 07:00 ~ 24:00|02-2652-2388
할리스 목동점|서울 양천구 목동서로 159-1 CBS기독교 방송국 1,2층|월~금 07:00 ~ 22:00|02-2062-1063
투썸플레이스 신월ICDI점|서울 양천구 남부순환로 424 1층|월~목 07:30 ~ 23:00|02-2039-2278
투썸플레이스 오목교역점|서울 양천구 오목로 332 1층|매일 07:30 ~ 23:00|02-6951-0501
스타벅스 목동오목로점|서울 양천구 오목로 279|월~금 07:30 ~ 20:30|1522-3232
투썸플레이스 양천구청점|서울 양천구 목동서로 349|매일 09:00 ~ 21:00|02-2650-8900
스타벅스 현대목동점|서울 양천구 목동동로 257 현대백화점 목동점 지하 2층|월~금 07:30 ~ 21:00|1522-3232
투썸플레이스 남부지방법원점|서울 양천구 신월로 385 동진빌딩 1,2층|월~금 07:00 ~ 23:00|02-2607-2377
뉴웨이브 커피|서울 양천구 신목로2길 35-1 1층|영업시간 월~금 09:00 ~ 18:00|010-3363-5713
투썸플레이스 염창역점|서울 양천구 공항대로 630 1층|매일 08:00 ~ 23:00|02-2648-8281
라헬의부엌 목동점|서울 양천구 오목로 345 슬로우스퀘어 1층 118,119호|월~목 11:00 ~ 22:30|070-4121-1020
퀸즈브라운 목동역점|서울 양천구 오목로46길 6 1층|매일 08:30 ~ 22:30|02-2604-8222
마스터그레이드커피|서울 양천구 목동로25길 2|매일 08:00 ~ 01:00|
투썸플레이스 신정네거리점|서울 양천구 중앙로 261|매일 08:00 ~ 23:00|02-6952-9797
보사노바 베이커리랩|서울 양천구 중앙로45길 8-32 1,2층|매일 08:00 ~ 21:00|
스타벅스 목동행복한점|서울 양천구 목동동로 309|월~금 07:30 ~ 22:00|1522-3232
커피하오|서울 양천구 목동중앙로 103-1 1층|월~금 10:00 ~ 21:00|02-2061-7472
카페527|서울 양천구 목동중앙본로32길 43 더케슬뷰 102,103호|화~일 11:00 ~ 21:00|02-2648-7860
스타벅스 목동트라팰리스점|서울 양천구 오목로 299|목~토 07:00 ~ 21:30|1522-3232
디저트39 목동점|서울 양천구 목동서로 221 굿모닝탑 116, 117호|매일 07:00 ~ 23:00|02-2652-7133
신월커피 본점|서울 양천구 남부순환로58길 27-1 1층||02-2699-8572
스타벅스 목동5단지점|서울 양천구 목동동로 411 부영그린타운3차 116호|목~일 07:00 ~ 21:30|1522-3232
알리|서울 양천구 중앙로32길 45|매일 10:00 ~ 22:00|
파스쿠찌 양천목동점|서울 양천구 목동중앙본로 78 1,2층|매일 08:00 ~ 22:00|02-2646-9711
르플로르|서울 양천구 목동동로 177 삼성쉐르빌2 1층 107호|월~금 09:30 ~ 21:30|070-7617-5488
만월당|서울 양천구 목동중앙본로 52 1층|매일 11:00 ~ 20:00|02-6956-6923
파스쿠찌 목동하이페리온2점|서울 양천구 오목로 300 하이페리온2차 205동 106호|매일 08:00 ~ 23:00|02-2640-1666
커피빈 오목교역사거리점|서울 양천구 오목로 350 목동썬텍씨티빌딩 1,2층|월~금 07:00 ~ 22:00|02-2653-8577
할리스 오목교역점|서울 양천구 오목로 344 청학빌딩 1층|매일 08:00 ~ 23:00|02-2062-8405
커스텀커피 목동점|서울 양천구 목동서로 57 현대파리지앙 122호|월~금 08:00 ~ 20:00|02-6080-1222
메가MGC커피 신정네거리역점|서울 양천구 중앙로 265 1층||02-2690-3366
메가MGC커피 양천양서중점|서울 양천구 남부순환로 398 1층||02-2604-2223
메가MGC커피 목동파라곤점|서울 양천구 목동서로 155 목동파라곤 상가 1층 110호|매일 07:00 ~ 22:00|02-2644-1588
리모트|서울 양천구 목동중앙본로7길 34 3층|월,목,금,토,일 11:00 ~ 21:00|070-8879-0401
투썸플레이스 목동메가박스점|서울 양천구 목동동로 309 행복한백화점 6층|월,화,수,목,일 10:00 ~ 22:00|02-6678-3661
투썸플레이스 신정뉴타운점|서울 양천구 신월로 164|매일 08:00 ~ 22:30|02-6952-5322
루시카토 플러버 프리미엄 베이커리&브런치 카페|서울 양천구 목동동로 309 행복한백화점 1층|월~금 07:30 ~ 22:00|02-6678-3030
빌리엔젤 목동41타워점|서울 양천구 목동동로 293 3층|매일 11:00 ~ 22:00|02-2654-6575
워크엑스(WORK X)|서울 양천구 목동중앙북로 82 이에스풀하임 1층 104호|월,화,수,목,일 11:00 ~ 23:00|010-5899-9007
마녀의만화소굴 신정네거리역점|서울 양천구 중앙로 262 메디바이오플렉스 지하 1층|매일 10:00 ~ 23:00|02-2655-1929
타조메롱|서울 양천구 목동중앙북로24길 12 1층|수~토 10:30 ~ 21:00|02-6341-2020
카페 시실리 24시 무인카페|서울 양천구 목동로19길 7 1층 102호|매일 00:00 ~ 24:00|010-5895-3455
탐앤탐스 신정역점|서울 양천구 오목로 195 원일빌딩 1,2층|매일 08:00 ~ 23:00|02-2699-8335
스타벅스 목동파리공원점|서울 양천구 목동동로 377 1층|매일 07:00 ~ 22:00|1522-3232
할리스 신정네거리역점|서울 양천구 중앙로 252 신정화산빌딩 2층|매일 08:00 ~ 24:00|02-2645-9957
카페640|서울 양천구 남부순환로 640|월~금 08:00 ~ 21:00|070-4837-1883
메가MGC커피 목동시장점|서울 양천구 목동중앙남로11길 8 1층|매일 10:00 ~ 21:00|02-2649-5649
카페멍 목동점|서울 양천구 오목로 337-10 소망빌딩 5층|매일 12:00 ~ 22:00|02-2644-1351
엉클빈|서울 양천구 신정중앙로 99 1층|월~토 08:30 ~ 23:00|
투썸플레이스 신정역점|서울 양천구 오목로 147 제이클래스목동주상복합 1층 105~107호|매일 08:00 ~ 23:00|
투썸플레이스 양천신목로점|서울 양천구 신목로 50 리더스빌딩 1층|매일 08:00 ~ 22:00|02-2651-2555
물론(mullon)|서울 양천구 오목로 38 1층|월~토 10:00 ~ 20:00|070-4833-0109
시나본|서울 양천구 목동동로 77 1층|월~금 09:00 ~ 22:00|
로컬커피스탠드|서울 양천구 신목로 45-1 1층|매일 09:00 ~ 22:00|02-2647-6001
빽다방 목동역점|서울 양천구 오목로 231 1층|월~토 08:00 ~ 21:00|02-2606-1883
메가MGC커피 곰달래사거리점|서울 양천구 월정로 127 1층|월~금 07:30 ~ 22:00|02-2699-1916
뉴웨이브 커피로스터스|서울 양천구 오목로56길 2 영원빌딩 1층 103호|월~토 10:00 ~ 19:00|
메가MGC커피 신정역점|서울 양천구 오목로 146 1층||02-2692-0078
공차 목동역점|서울 양천구 목동로 173|매일 10:00 ~ 23:40|02-2608-8308
바그다드카페 목동점|서울 양천구 목동동로 53 동문굿모닝탑 1층 상가 130호|매일 10:00 ~ 22:00|02-2643-0102
도채가비|서울 양천구 목동중앙북로7가길 55 1층|매일 10:00 ~ 24:00|02-332-7804
커피빈 목동점|서울 양천구 목동동로 293 현대41타워 1층 47,48호|월,화,수,목,일 07:30 ~ 22:00|02-2654-5981
컴포즈커피 오목교점|서울 양천구 목동동로 293 현대41타워 1층 23호||02-2642-8801
커피랑도서관 신정교점|서울 양천구 신목로 38 엘도라도빌딩 4층 403호|월~토 00:00 ~ 24:00|010-8208-4967
홀리빈 카페|서울 양천구 신정이펜2로 56|매일 10:00 ~ 20:50|070-7733-2839
컴포즈커피 양천신곡점|서울 양천구 신월로 170||02-2695-1331
오늘은 지은다방|서울 양천구 목동로9길 12 1층||
메가MGC커피 신월5동점|서울 양천구 화곡로 104 1층 102호|매일 10:00 ~ 21:00|02-2605-0777
메가MGC커피 목2동점|서울 양천구 목동중앙본로 116 1층 2호|매일 09:00 ~ 22:30|02-2061-0627
컴포즈커피 신정2동점|서울 양천구 목동동로10길 11 101호|월~금 08:00 ~ 21:00|
메가MGC커피 신정푸른마을점|서울 양천구 신정로11길 62 유광빌딩 1층 101,102호|매일 08:00 ~ 22:00|02-2611-1063
디저트39|서울 양천구 신월로 350 1층|매일 09:00 ~ 22:00|
카페에클|서울 양천구 남부순환로 374 1층|영업시간 매일 10:00 ~ 18:00|02-2605-7106
백억커피 염창역점|서울 양천구 목동중앙북로18길 33|매일 10:00 ~ 24:00|
할리스 목동파리공원점|서울 양천구 목동서로 57 현대파리지앙 1,2층|매일 08:00 ~ 24:00|02-2645-8497
에그브레소|서울 양천구 목동중앙남로5길 51 1층|매일 07:00 ~ 02:00|02-2644-2988
소극장 페르소나|서울 양천구 신정로7길 76 푸른마을2단지상가동 2층 201호|화~토 12:00 ~ 23:00|02-2066-0340
메가MGC커피 오목교중앙점|서울 양천구 목동동로12길 45 1층 7호|매일 08:00 ~ 22:30|02-2653-5339
커피랑도서관 신정1호점|서울 양천구 신월로 348 5층|매일 00:00 ~ 24:00|010-6513-1713
컴포즈커피 신월7동점|서울 양천구 지양로7길 4 1층|매일 08:00 ~ 22:00|070-7333-0114
커피인동 등촌역점|서울 양천구 목동중앙북로7가길 61 RICH SQUARE 1층 101호|월~금 08:00 ~ 22:00|02-2061-0399
메가MGC커피 신곡시장점|서울 양천구 신월로 175 1층|매일 08:00 ~ 22:00|02-2607-0201
스타벅스 목동SBS점|서울 양천구 목동서로 161 1,2층|월~금 07:00 ~ 21:00|1522-3232
메가MGC커피 양천신월점|서울 양천구 지양로 77 1층 1호|월~토 08:00 ~ 22:30|02-6012-0656
플럭스커피로스터스|서울 양천구 목동중앙북로 33-20 1층|월~금 10:00 ~ 19:00|070-4024-7193
컴포즈커피 오목교중앙점|서울 양천구 목동동로12길 45 상가동 1층 11-1호|매일 08:00 ~ 22:00|
갤러리카페 더 칼라|서울 양천구 신정중앙로 71 지하1층~지상2층|영업시간 월~토 10:00 ~ 18:00|02-6907-8585
메가MGC커피 양천신정중앙점|서울 양천구 은행정로 17 1층|매일 08:00 ~ 23:00|02-2655-1330
빽다방 목동41타워점|서울 양천구 목동동로 293 1층 10호|월~금 07:30 ~ 22:00|02-2644-7140
달콤커피 목동방송회관점|서울 양천구 목동동로 233 한국방송회관 1층|월~토 08:00 ~ 19:00|02-2062-8886
메가MGC커피 양천구청점|서울 양천구 목동서로 389 테마프라자 1층 104호|매일 09:00 ~ 22:00|02-2642-8087
메가MGC커피 신월사거리점|서울 양천구 남부순환로40길 3 1층|매일 08:00 ~ 22:00|02-2605-8215
레몬버베나|서울 양천구 오목로54길 14 1층|매일 11:00 ~ 22:00|02-6956-5377
이디야커피 목4동점|서울 양천구 목동중앙본로7길 46 1층|매일 08:00 ~ 23:00|02-2643-0511
애틱인서울하우스|서울 양천구 오목로54길 9 수정빌딩 2층 201호|화~일 12:00 ~ 23:00|070-7543-9960
메가MGC커피 등촌아이파크점|서울 양천구 등촌로 180 1층|매일 08:00 ~ 21:30|02-6368-9555
탐앤탐스 목동점|서울 양천구 목동동로 293 현대41타워 1층|매일 08:00 ~ 02:00|02-796-4556
디저트39 신월점|서울 양천구 신월로16길 8|매일 09:00 ~ 22:00|02-2690-3339
목동커피|서울 양천구 신정중앙로23길 6 1층|월~금 09:00 ~ 23:00|02-2696-2979
엔엔피피|서울 양천구 신월로9길 38 모던그린힐 1층 101, 102호|월~금 09:00 ~ 22:30|070-4027-1242
메가MGC커피 목동우성점|서울 양천구 목동남로4길 2 세양청마루2차 주상복합 1층 105~107호||02-2646-9333
포레스트카페|서울 양천구 목동동로 33 1층||
컴포즈커피 신정중앙점|서울 양천구 은행정로 19 1층|매일 08:00 ~ 22:00|070-7798-1300
메가MGC커피 신정이펜하우스점|서울 양천구 신정이펜1로 50 신정이펜하우스3단지 상가동 1층 115,116호|매일 08:00 ~ 22:00|02-2065-1002
37.5 목동점|서울 양천구 목동동로 309 행복한백화점 1층|매일 09:30 ~ 20:30 · 휴게시간 매일 16:00 ~ 17:00|02-2644-3705
메가MGC커피 신월경창시장점|서울 양천구 월정로 53 1층|매일 08:00 ~ 22:00|02-2602-0701
공차 오목교역점|서울 양천구 오목로 329 1,2층|매일 10:00 ~ 23:30|02-2645-9600
구움블루스|서울 양천구 오목로56길 5 1층|월~토 12:00 ~ 21:00|
메가MGC커피 신목점|서울 양천구 목동중앙로 97 1층|매일 08:00 ~ 22:00|02-2644-5206
메가MGC커피 서서울호수공원점|서울 양천구 남부순환로 432 1층||02-2690-6011
포트캔커피 신정점|서울 양천구 오목로 138 신정스포렉스 1층|매일 08:30 ~ 23:40|02-2694-3332
이디야커피 목동센트럴아이파크위브점|서울 양천구 남부순환로 603 1층|매일 09:00 ~ 22:00|02-2602-7815
빽다방 신정네거리역점|서울 양천구 중앙로 276 1층|월~토 07:40 ~ 21:30|02-2643-0101
공차 신정네거리역점|서울 양천구 중앙로 264 1층|매일 10:00 ~ 23:00|02-2653-5538
태산커피|서울 양천구 목동중앙본로 55|매일 10:00 ~ 22:00|02-2135-1773
메가MGC커피 신월양강점|서울 양천구 오목로 77 1층||070-8755-0579
메종드기기 신목동역점|서울 양천구 목동중앙로13길 11 1층 101호||
또카페|서울 양천구 등촌로 56-1 2층|월,화,수,목,금,일 11:00 ~ 22:00|
메가MGC커피 목동파리공원점|서울 양천구 목동서로 65 목동가든스위트 1층 112호||02-2644-0121
이디야커피 목동역점|서울 양천구 오목로 229 1층|월~금 08:20 ~ 23:00|02-2602-1197
이디야커피 신정서부점|서울 양천구 신정로11길 50-15 1층|매일 09:00 ~ 22:00|02-2611-8957
카페다온|서울 양천구 중앙로29길 5 1층|월~금 07:00 ~ 22:00|010-7963-1766
이디야커피 신정네거리역점|서울 양천구 중앙로 282 1층|월~토 08:00 ~ 22:00|02-2696-7333
이디야커피 목3동점|서울 양천구 목동중앙북로 38 1층|매일 08:00 ~ 23:00|02-2644-3292
메가MGC커피 목동14단지점|서울 양천구 목동동로8길 23 메리트윈 102호|매일 10:00 ~ 21:30|02-2647-1318
고메카페|서울 양천구 목동중앙로 105 1층|월~토 10:00 ~ 21:00|02-2654-3524
카페11단지|서울 양천구 목동동로 10 목동신시가지11단지아파트 A상가 117호|영업시간 매일 09:00 ~ 18:00|
고도커피|서울 양천구 오목로56길 2|월~금 11:00 ~ 22:00|02-6097-7002
쏘스프|서울 양천구 목동중앙북로 68 목동에버하임 1층 105호|화~토 09:30 ~ 20:00|070-8488-0295
대단한탕후루 오목교점|서울 양천구 오목로 345 101동 1층 103호|화~금 11:35 ~ 23:35|
히긴스|서울 양천구 신목로5길 12-2 지하||
컴포즈커피 염창중앙점|서울 양천구 공항대로 624 1층|월~금 08:00 ~ 23:00|02-2062-8520
카페SB|서울 양천구 남부순환로 435|매일 11:00 ~ 22:00|070-4495-6950
수다방|서울 양천구 화곡로 73||
빽다방 목동8단지점|서울 양천구 목동서로 285 황금프라자 1층 101호|매일 08:30 ~ 21:00|070-4333-1840
앨리스베이커리카페|서울 양천구 목동서로2길 22|매일 08:00 ~ 22:00|
더그릭베어 목동로데오점|서울 양천구 신정중앙로21길 2-12 1층|매일 11:00 ~ 21:00|02-2065-6616
커피랑도서관 목동파리공원점|서울 양천구 목동서로 37 하이베라스 2층 205,206호|화~토 00:00 ~ 24:00|02-2061-1379
메가MGC커피 등촌역점|서울 양천구 목동중앙북로7길 10 1층||02-2652-5820
이디야커피 남부지방법원점|서울 양천구 은행정로4길 25 SM엘루이아파트 상가 1층 102호|월~금 07:30 ~ 21:00|02-2647-6728
1980벽돌집|서울 양천구 신목로5길 4 1,2층|월~금 10:00 ~ 22:00|0507-1417-9115
빽다방 등촌역점|서울 양천구 공항대로 564 1층 2호|월~토 07:30 ~ 21:30|02-6401-0000
스위트99 오목교점|서울 양천구 오목로 326 1층 1호|매일 00:00 ~ 24:00|02-2647-3060
하이오커피 신정역점|서울 양천구 오목로 194 정우빌딩 1층|월~토 08:00 ~ 21:00|02-2605-0616
털로덮인친구들 목동펫파크점|서울 양천구 목동동로 309 9층|월~금 10:30 ~ 20:00|
네발로오시개|서울 양천구 신월로 164 승일뷰티타워2 208호|월,수,목,금,토,일 07:00 ~ 24:00 · 휴게시간 월,수,목,금,토,일 07:10 ~ 12:00|010-7745-9454
컴포즈커피 목동중앙하이츠점|서울 양천구 오목로 212 1층 104호|매일 08:30 ~ 22:00|070-7379-1406
커피베이 신정뉴타운점|서울 양천구 남부순환로83길 17 목동센트럴아이파크위브1단지상가 100동 1층 1-55호|월~금 08:00 ~ 22:00|02-835-0520
그날의쉼표|서울 양천구 목동동로14길 16 1층|월~금 10:00 ~ 19:00|02-6015-6373
공차 목동파리공원점|서울 양천구 목동서로 65 목동가든스위트 1층 105~107호|매일 10:00 ~ 22:30|02-2655-0708
까사밀 신정점|서울 양천구 신월로 309||031-780-7132
이디야커피 양천구청점|서울 양천구 목동동로 63 대영프라자 1층 103,104호|월~금 08:30 ~ 21:40|02-2642-5409
틴패낼리|서울 양천구 남부순환로79길 9|월~금 09:30 ~ 19:30|02-6012-9522
매머드커피 목동점|서울 양천구 목동서로 221 굿모닝탑오피스텔 1층 110호|월~금 07:00 ~ 20:00|02-2653-2929
지소현Roaster's커피|서울 양천구 중앙로32길 61 현대프라자 114호|월~토 08:50 ~ 21:00|070-7624-2101
할리스 목동삼성쉐르빌점|서울 양천구 목동동로 189 삼성쉐르빌1 1층 101~103호|매일 08:00 ~ 21:00|02-2652-2030
공감|서울 양천구 목동로23길 5 1층|화~토 09:00 ~ 21:00|010-2169-7934
컴포즈커피 신정네거리점|서울 양천구 신정동 1179-4 상가 1층 102호|월,화,수,목,일 07:50 ~ 21:30|02-6953-3829
족욕카페바이비앤뷰 목동본점|서울 양천구 목동중앙남로5길 45 1층 102호||02-2654-5330
두구두구|서울 양천구 목동중앙북로14길 24 1층|월,화,목,금,토,일 08:00 ~ 19:00|010-8947-7760
카페슬로웨이|서울 양천구 목동중앙로13나길 42 마운틴빌 지하1층 비01호|월,수,목,금,일 10:00 ~ 19:00|070-7363-3339
커퓟|서울 양천구 목동로19길 5 1층|월~금 08:00 ~ 20:00|010-4768-6199
메가MGC커피 목동월촌중점|서울 양천구 목동서로 37 1층 107호|매일 08:00 ~ 22:00|02-2649-5257
아마스빈 목동오목교역점|서울 양천구 오목로 300 현대하이페리온2차 205동 1층||02-2643-5523
컴포즈커피 목동점|서울 양천구 목동동로 379 102호|매일 10:00 ~ 21:00|02-2653-3810
진스카페|서울 양천구 목동남로2길 21-6 베아투스빌딩 1, 2층|매일 09:00 ~ 22:00|
이디야커피 목동로데오점|서울 양천구 목동로 219 1, 2층|월~금 08:00 ~ 23:00|02-2608-2226
포도당|서울 양천구 목동서로 285 107호|매일 00:00 ~ 24:00|010-7726-4481
디저트카페솔|서울 양천구 목동동로 339|화~금 10:30 ~ 20:00|02-6737-7767
매머드익스프레스 등촌역점|서울 양천구 목동중앙북로7가길 4 1층|월~금 07:30 ~ 22:00|070-8899-6153
커피인동 파라곤점|서울 양천구 목동서로 155|매일 08:30 ~ 23:00|02-2649-7986
카페코지|서울 양천구 남부순환로83길 17 목동센트럴아이파크위브1단지 1-2호|매일 09:00 ~ 22:00|
24시무인셀프카페 강서고점|서울 양천구 목동중앙남로4길 4|매일 00:00 ~ 24:00|
더벤티 목동역점|서울 양천구 목동로 210 타운빌딩 1층|월~금 08:00 ~ 22:00|02-2653-0215
그릿시냇가|서울 양천구 신정로13길 21 한성교회 1층||02-8787-9136
카페인더우드|서울 양천구 등촌로 200 목동트라움시티 1층 102호|매일 10:00 ~ 22:00|0507-1344-4928
카페일월십일|서울 양천구 목동중앙남로9길 41 1층 101,102호|매일 10:00 ~ 24:00|
히얼앤나우|서울 양천구 목동로21길 2-1 1층 101호|화~금 12:00 ~ 19:00|010-8468-6355
티오24시간무인셀프카페 목2점|서울 양천구 목동중앙본로 70||
올핸즈투게더|서울 양천구 목동중앙북로5길 16 1층|매일 10:00 ~ 22:00|
꼬메르|서울 양천구 목동중앙로13가길 11 상일빌딩 101호|월~금 07:30 ~ 18:30|02-6498-0301
이디야커피 목동파라곤점|서울 양천구 목동서로 155 목동파라곤 지하1층 134호|매일 10:00 ~ 22:30|02-6091-5353
쥬씨 신월이마트점|서울 양천구 화곡로4길 2|월~금 08:00 ~ 21:00|
아가참새커피|서울 양천구 목동중앙본로 61|월~금 11:00 ~ 22:00|
이디야커피 신월사거리점|서울 양천구 남부순환로 353 1층|월~금 07:30 ~ 22:30|02-2691-7001
컴포즈커피 목동깨비시장점|서울 양천구 목동중앙북로 3|월~금 08:00 ~ 22:00|02-2655-2371
이디야커피 목동파리공원점|서울 양천구 목동동로 379 광장상가 104호|매일 08:30 ~ 23:00|02-2643-7570
컴포즈커피 목동남부법원점|서울 양천구 신월로 387 101호||02-2608-4765
카페 블레싱|서울 양천구 신정이펜2로 24 백춘빌딩 1층 101호|월~금 08:00 ~ 19:00|070-7657-0101
컴포즈커피 신정이펜하우스점|서울 양천구 신정이펜2로 14 서남프라자2 1층 105호||
테오|서울 양천구 은행정로3길 9-2|월~금 10:00 ~ 19:00|02-2602-8309
브론토|서울 양천구 신목로6길 41 1층|화~금 12:00 ~ 19:00|0507-1395-0537
빽다방 목동우성점|서울 양천구 목동남로 46 1층|매일 08:00 ~ 21:30|070-7604-2179
이디야커피 강서초교점|서울 양천구 오목로 48 1층|월~금 08:00 ~ 23:00|02-2605-0207
할리스 서서울공원점|서울 양천구 남부순환로58길 37 1~3층|매일 10:00 ~ 24:00|070-4277-6756
카페인중독 목동점|서울 양천구 오목로50길 24 1층|매일 11:00 ~ 01:00|02-6080-0588
블루뮤지엄|서울 양천구 목동중앙북로 31 1층|월~금 10:00 ~ 21:00|02-2061-3446
달리는커피 서울신월1호점|서울 양천구 지양로3길 7 1층 101호|월,화,수,목,토,일 09:00 ~ 21:00|02-2607-3990
스위트1225 목동힐스테이트점|서울 양천구 은행정로5길 24-1 1층 102호|화~일 09:30 ~ 22:00|02-681-1976
엘리제이|서울 양천구 목동로25길 5 3층|목~일 10:00 ~ 07:00|070-7374-5599
몰랑 케이크|서울 양천구 오목로32길 19 1층|월~금 11:00 ~ 20:00|010-8950-3943
홀리빈|서울 양천구 신정로13길 11 2층||
더벤티 신정네거리역점|서울 양천구 중앙로 247 1층||02-2065-3033
홀리빈스|서울 양천구 목동동로12길 15 1층|매일 00:00 ~ 24:00|02-6489-5124
컴포즈커피 신월5동점|서울 양천구 화곡로 105|월~금 08:00 ~ 22:00|02-6341-0510
카페 프리헷 목동2단지점|서울 양천구 목동서로 70 신시가지아파트2단지 상가동 1층 110호|매일 00:00 ~ 24:00|
이디야커피 신월5동점|서울 양천구 화곡로 50 2층|월~금 10:00 ~ 22:00|02-2605-8249
발도스커피 목동사거리점|서울 양천구 등촌로 32 태영프라자 101호|매일 09:00 ~ 21:00|02-6403-3555
카페무수|서울 양천구 중앙로46길 21 1층|월,수,목,금,토,일 10:00 ~ 20:00|0507-1374-9342
과일에반하다 프루타 염창목동점|서울 양천구 목동중앙본로 113 2동 1층 102호|매일 07:30 ~ 01:30|070-8287-3831
에이앤드커피|서울 양천구 국회대로10길 14 1층|월~금 07:00 ~ 20:00|
카페일분 신정점|서울 양천구 신목로 65 아이빌딩 1층 102-1호|매일 00:00 ~ 24:00|010-8858-0629
이디야커피 신월7동점|서울 양천구 지양로 79 1층|월~금 08:00 ~ 22:00|02-2699-3335
이디야 목동아델리체점|서울 양천구 중앙로43길 14 래미안목동아델리체 상가 A동 104호|월~금 09:00 ~ 22:00|02-2606-7260
24시무인셀프카페 목동점|서울 양천구 목동중앙서로 20|매일 00:00 ~ 24:00|
카페핑그르|서울 양천구 신목로5길 10 1층|월~금 10:00 ~ 19:30|0507-1360-2439
카페노아|서울 양천구 목동중앙남로3길 23 1층|매일 10:00 ~ 19:00|02-2654-3049
금호커피숍|서울 양천구 중앙로 245||02-2603-6482
베르프레 본점|서울 양천구 신월로 194 2층|월~금 08:00 ~ 22:00|02-2602-9251
하이오커피 신정네거리점|서울 양천구 중앙로23길 30 1층 101호|매일 08:00 ~ 20:30|02-2697-0019
커피나무아래쉼|서울 양천구 신정이펜1로 50 1층|월~금 08:30 ~ 21:00|02-2691-7272
힐하우스|서울 양천구 목동중앙북로8길 88||
카페모카다올|서울 양천구 월정로 60 1층|매일 09:30 ~ 21:00|0507-1394-5775
