카페명|주소|영업시간|전화번호
대충유원지 인왕산|서울 종로구 필운대로 46 무목적빌딩 4층|월~금 13:00 ~ 20:00|070-7807-5640
뜰안|서울 종로구 수표로28길 17-35|화~일 11:00 ~ 22:00|02-745-7420
서울서둘째로잘하는집|서울 종로구 삼청로 122-1|매일 11:00 ~ 20:30|02-734-5302
내자상회|서울 종로구 사직로10길 3 1층|매일 10:00 ~ 22:00|070-7755-0142
한옥찻집|서울 종로구 인사동12길 9|매일 12:00 ~ 22:00|
헤이커피|서울 종로구 대학로11길 19-4 1층|월~금 12:00 ~ 22:00|070-8811-0209
가배도 삼청점|서울 종로구 북촌로5길 56-8 101호|매일 10:00 ~ 21:00|02-732-4542
클럽에스프레소|서울 종로구 창의문로 132|매일 09:00 ~ 21:00|02-764-8719
커피한약방 혜화점|서울 종로구 동숭2길 9|월~목 12:00 ~ 21:00|070-4200-4242
제이히든하우스|서울 종로구 종로 269-4 1층|매일 12:00 ~ 18:00|02-744-1915
더숲초소책방|서울 종로구 인왕산로 172|매일 08:00 ~ 21:50|02-735-0206
애즈라이크|서울 종로구 효자로7길 23 1층|월~금 08:00 ~ 18:00|02-722-9994
KOTTON SEOUL|서울 종로구 인사동12길 17 1층|매일 10:00 ~ 20:00|02-737-5865
코피티암커피 경복궁점|서울 종로구 자하문로4길 7|월~토 10:00 ~ 22:50|070-7670-8837
커피스트|서울 종로구 경희궁길 39 1층|월~토 09:00 ~ 21:00|02-725-5557
스타벅스 종로R점|서울 종로구 종로 51 1층|월~금 07:00 ~ 22:00|1522-3232
타셴|서울 종로구 동숭길 113 정보빌딩 1층|매일 11:30 ~ 22:00|02-3673-4115
카페키이로|서울 종로구 창경궁로26길 41-3 2층|목~일 12:00 ~ 20:00|02-747-0848
카페온화 익선점|서울 종로구 수표로28길 21-10|매일 12:00 ~ 22:00|
스타벅스 광화문점|서울 종로구 세종대로 167 현대해상본사사옥 별관내|월~금 07:00 ~ 22:00|1522-3232
미어캣파크 혜화점|서울 종로구 대학로10길 12 6층|월~금 13:00 ~ 20:00|02-762-7201
블루보틀 광화문 카페|서울 종로구 청계천로 11 청계한국빌딩 1층|월~금 08:00 ~ 20:00|1533-6906
동백양과점 익선점|서울 종로구 수표로28길 17-24|매일 09:00 ~ 22:00|02-3144-0429
마띠에르|서울 종로구 대학로11길 41-6 1층|매일 12:00 ~ 21:00|02-745-9717
대오서점|서울 종로구 자하문로7길 55|매일 12:00 ~ 21:00|
펠트커피 광화문점|서울 종로구 종로3길 17 b2층|월~금 07:00 ~ 21:00|02-2251-8010
도토리가든 안국점|서울 종로구 계동길 19-8 1층|매일 08:00 ~ 23:00|0507-1476-1176
식물|서울 종로구 돈화문로11다길 46-1 1층|매일 12:00 ~ 23:00|02-742-7582
천년동안도 종각|서울 종로구 삼일대로15길 6 지하 1, 2호|영업시간 월~토 18:00 ~ 24:00|010-8242-0117
mk2|서울 종로구 자하문로10길 17|매일 12:00 ~ 21:00|
칠린|서울 종로구 대학로11길 41-8 1층|매일 12:00 ~ 24:00|
더쌍화|서울 종로구 종로 252-16 1층|매일 10:00 ~ 21:30|070-5101-7755
헤르만의정원|서울 종로구 자하문로7길 62|월,화,수,목,금,일 12:00 ~ 19:00|02-737-9220
그린마일커피 북촌점|서울 종로구 북촌로 64|월~금 09:00 ~ 19:00|02-744-2404
베어|서울 종로구 자하문로24길 24|수~일 11:00 ~ 19:00|
스모어마켓 토이하우스2|서울 종로구 율곡로3길 74-3|매일 11:00 ~ 20:30|0507-1399-0801
더피아노|서울 종로구 평창6길 71 1층|월,화,수,목요일|02-395-2480
평창동의 봄 카페|서울 종로구 평창20길 41 1층|매일 07:30 ~ 21:00|02-395-4920
카페 에무|서울 종로구 경희궁1가길 7 1층||02-730-5604
사직커피|서울 종로구 사직로 49-4 1, 2층|매일 11:30 ~ 22:00|070-8845-3527
테르트르카페|서울 종로구 낙산5길 46 3~5층|매일 11:30 ~ 22:30|02-742-5689
빌리엔젤 대학로점|서울 종로구 대학로10길 24 스타리움빌딩 1층|매일 11:00 ~ 23:00|070-5051-8136
스펙터|서울 종로구 필운대로6길 23-1 1층|월~목 12:00 ~ 22:00|010-8314-4576
카페드람브르|서울 종로구 종로 80 2층|화~토 11:00 ~ 22:00|02-730-4306
어니언 광장시장|서울 종로구 청계천로 215 1층|매일 11:00 ~ 19:00|070-4488-3317
텅|서울 종로구 율곡로 82 7층 701호|매일 10:00 ~ 24:00|02-766-1933
카페다오|서울 종로구 대학로14길 19|월~금 12:00 ~ 21:00|02-745-5560
회화나무|서울 종로구 창덕궁길 35 3층|화~일 10:30 ~ 21:00|02-795-3500
아티스타|서울 종로구 대학로8가길 129 1층|화~일 11:30 ~ 22:00|02-763-1150
카페온|서울 종로구 돈화문로11다길 17|매일 09:00 ~ 22:00|02-741-5733
소진담 안녕인사동점|서울 종로구 인사동길 49 5층 502호|매일 10:30 ~ 22:00|02-6954-2908
사직동그가게|서울 종로구 사직로9길 18|화~일 11:30 ~ 20:00|070-4045-6331
스타벅스 안국점|서울 종로구 북촌로 5-1|월~금 07:00 ~ 22:00|1522-3232
커피브론즈|서울 종로구 율곡로5길 20 1층|월~금 09:30 ~ 18:00|070-4231-8221
스타벅스 경복궁역점|서울 종로구 자하문로4길 6 1층|월~금 07:00 ~ 21:00|1522-3232
스타벅스 종로3가점|서울 종로구 종로 113-1 1~4층|월~목 07:30 ~ 21:00|1522-3232
서화커피|서울 종로구 대학로9가길 8|매일 11:00 ~ 22:00|070-7543-9201
더마틴|서울 종로구 자하문로 54-1 1층|월~금 12:00 ~ 21:00|02-738-2299
투썸플레이스 광화문점|서울 종로구 새문안로 85|매일 07:00 ~ 23:00|02-734-2368
호아드카페&갤러리|서울 종로구 율곡로1길 54-3|화~일 11:00 ~ 21:00|02-725-1204
그레인바운더리|서울 종로구 삼일대로 388-10 1층|월~금 07:00 ~ 22:00|
가비아노|서울 종로구 대학로 122 흥사단건물 2층|월,화,수,목,일 12:00 ~ 23:00|02-743-0794
플리퍼스 익선점|서울 종로구 수표로28길 31 1층|매일 12:00 ~ 22:00|02-766-2526
스타벅스 인사점|서울 종로구 인사동길 14|월~토 07:30 ~ 21:00|1522-3232
스타벅스 종각점|서울 종로구 종로 64|월~금 07:00 ~ 22:00|1522-3232
티테라피 행랑점|서울 종로구 윤보선길 74 1층|월~토 10:00 ~ 21:00|02-730-7507
커피한잔|서울 종로구 사직로9길 16-1|월~토 12:00 ~ 21:00|02-722-7022
카페첫만남|서울 종로구 대학로9길 12 1층|매일 10:00 ~ 23:00|02-766-2337
브라운에비뉴|서울 종로구 혜화로3길 5 명륜주상복합아파트 301동 1층 112호|영업시간 월~금 10:00 ~ 16:00|02-762-8334
제비꽃다방|서울 종로구 창의문로 146|화~금 17:00 ~ 24:00|02-379-2741
셜록홈즈 대학로점|서울 종로구 대학로10길 5 4층|월~금 12:00 ~ 23:30|02-2277-0198
카페종로시장|서울 종로구 우정국로2길 10 1층|월~금 08:00 ~ 22:00|02-732-1452
소하염전|서울 종로구 수표로28길 21-5|매일 09:00 ~ 21:00|0507-1353-8215
익선주택|서울 종로구 수표로28길 17-33|월,화,수,목,일 12:00 ~ 22:00|
와이엔|서울 종로구 윤보선길 71 1층|월,화,수,목,일 11:00 ~ 19:00|02-735-6701
통인스윗|서울 종로구 자하문로7길 50|매일 11:00 ~ 21:00|02-6085-3777
부빙 북촌점|서울 종로구 북촌로7길 3-4 1층|화~일 13:00 ~ 18:00|02-747-8288
일월일일|서울 종로구 창경궁로 231 2층|화~일 12:00 ~ 21:00|02-747-0887
타스카페|서울 종로구 동숭길 117|수~일 12:00 ~ 22:00|
스타벅스 광화문D타워점|서울 종로구 종로3길 17 1층|월~금 07:00 ~ 22:00|1522-3232
오얏꽃|서울 종로구 돈화문로11다길 15|매일 11:00 ~ 22:00|02-762-8233
스노브 대학로점|서울 종로구 대학로11길 12|매일 11:00 ~ 23:00|02-747-5770
아마츄어작업실 청계점|서울 종로구 청계천로 97-8 1층|월~금 11:30 ~ 23:00|010-2351-0694
블루보틀 삼청 한옥|서울 종로구 삼청로2길 40-3|월~금 12:00 ~ 18:00|1533-6906
카페알베르게|서울 종로구 필운대로 53-30 1,2층|월~금 12:00 ~ 21:00|02-423-8833
커피방앗간|서울 종로구 북촌로5가길 8-11|매일 08:30 ~ 23:00|02-732-7656
설빙 서울종각점|서울 종로구 종로 74 2,3층|매일 10:30 ~ 22:30|02-732-6777
라디오엠 삼청점|서울 종로구 삼청로2길 37-2 1,2층|매일 11:00 ~ 22:00|02-737-4669
파네트 크루아상팩토리|서울 종로구 사직로8길 24|매일 09:00 ~ 20:00|02-720-5570
폴바셋 광화문점|서울 종로구 종로1길 50 더케이트윈타워 1층|월~금 07:00 ~ 22:00|02-3701-9170
스타벅스 혜화역점|서울 종로구 대학로12길 4 1,2층|월~금 08:00 ~ 21:00|1522-3232
커브드커피|서울 종로구 종로 118|월~금 09:00 ~ 23:30|
마당플라워카페|서울 종로구 수표로28길 33-12|매일 09:00 ~ 23:00|02-743-0723
폴루이트|서울 종로구 우정국로2길 41 3층|매일 12:00 ~ 23:00|02-730-5190
카페골목숲|서울 종로구 삼청로 86-3 1, 2층|월,화,목,금,토,일 12:00 ~ 21:30|070-4250-1664
담장옆에 국화꽃 안녕인사동점|서울 종로구 인사동길 49 2층 6호|매일 10:00 ~ 22:00|02-6954-2979
투썸플레이스 종각역점|서울 종로구 종로 72 2~5층|월~목 07:00 ~ 23:00|02-722-2077
스페이스코르|서울 종로구 대학로 19 1층|월~금 08:00 ~ 19:00|
스타벅스 마로니에공원점|서울 종로구 대학로 116 1,2층|월~금 07:00 ~ 22:00|1522-3232
치즈인더스트리|서울 종로구 수표로28길 33-7 1층|매일 10:00 ~ 22:00|
낙원역|서울 종로구 수표로28길 33-5 1층|매일 11:30 ~ 22:30|02-763-1112
그라운드62|서울 종로구 평창길 62 1층||0507-1442-4008
투썸플레이스 종로3가역점|서울 종로구 수표로 106|매일 08:00 ~ 23:30|02-742-1008
카페트레블|서울 종로구 낙산3길 19-8|화~일 12:00 ~ 22:30|02-747-1056
키미아트 키미카페|서울 종로구 평창30길 47 1, 2층|매일 10:30 ~ 21:00|02-394-6441
슬로스텝|서울 종로구 대학로8가길 89 3층|월,화,수,목,금,일 11:00 ~ 22:00|02-762-2229
스타벅스 삼청동점|서울 종로구 삼청로 111-1 1층|월~금 07:30 ~ 18:00|1522-3232
오설록티하우스 북촌점|서울 종로구 북촌로 45|월~목 11:00 ~ 20:00|070-4121-2019
미스터힐링 대학로점|서울 종로구 대학로8가길 66 2층|화~일 12:00 ~ 22:00|02-766-1189
낫컴플리트|서울 종로구 성균관로 12-5 1,2층|월~토 12:00 ~ 21:00|02-747-3290
스타벅스 주얼리시티점|서울 종로구 종로 183 주얼리시티 1층|월~목 07:00 ~ 21:00|1522-3232
스타벅스 동묘앞역점|서울 종로구 종로 344 대우디오빌 101,201호|월~금 07:00 ~ 20:00|1522-3232
할리스 세종로점|서울 종로구 세종대로 161 2,3층|매일 08:00 ~ 23:00|02-720-5582
번트 서울|서울 종로구 청계천로 155 1~3층|매일 09:00 ~ 21:30|
감꽃당|서울 종로구 돈화문로11다길 38|월~토 09:00 ~ 22:30|
통의동단팥|서울 종로구 자하문로 20-1|월~토 12:00 ~ 21:00|02-722-0044
학림카페|서울 종로구 대학로9길 23 2층|월~금 11:00 ~ 21:00|
카페이드라|서울 종로구 윤보선길 18 1층|월~금 08:30 ~ 21:30|070-4155-1004
서울커피상회|서울 종로구 우정국로2길 17 동강빌딩 3층|월~금 10:00 ~ 20:00|
소꿉놀이|서울 종로구 자하문로6길 14 지하 1층|매일 11:00 ~ 20:00|02-6925-5916
커피원|서울 종로구 새문안로3길 12 신문로빌딩 지하 1층|영업시간 월~금 07:00 ~ 17:00|
경인미술관 전통다원|서울 종로구 인사동10길 11-4||02-733-4448
TXT커피|서울 종로구 창덕궁길 121|영업시간 화~토 11:00 ~ 17:00|070-7760-0121
전통찻집지대방|서울 종로구 인사동길 33 2층|매일 10:00 ~ 24:00|02-738-5379
타이거타이거|서울 종로구 삼일대로30길 56 1층|월~금 08:00 ~ 19:00|02-747-1986
도넛정수 창신점|서울 종로구 창신12길 40|매일 11:30 ~ 21:00|02-744-5775
미스터힐링 종각역점|서울 종로구 종로 62-1 삼목빌딩 4층|월~금 11:00 ~ 20:00|02-723-5599
스타벅스 종로평창동점|서울 종로구 평창12길 3|월~금 07:00 ~ 21:30|1522-3232
삼청빙수|서울 종로구 삼청로 84-1|매일 12:00 ~ 19:30|02-720-8233
카페마마스 광화문점|서울 종로구 종로1길 50 더케이트윈타워 A동 1층|화~목 10:00 ~ 20:30|02-736-1250
카페낙타|서울 종로구 낙산5길 51 창신숭인 채석장전망대 2층|화~금 13:00 ~ 22:00|
빌리엔젤 셀렉트 광화문점|서울 종로구 새문안로 92 광화문오피시아빌딩 1층 101호|월~금 07:00 ~ 22:00|
커피빈 대학로마로니에점|서울 종로구 대학로12길 62 지하1층, 1,2층|화~금 08:30 ~ 23:00|02-742-3318
레종데트르|서울 종로구 자하문로7길 67-2 1층|화~일 12:00 ~ 21:00|010-3279-1541
스타벅스 성대입구점|서울 종로구 창경궁로 235|월,화,수,목,일 07:30 ~ 20:00|1522-3232
마농트로포|서울 종로구 사직로9가길 10 1층|월~토 11:00 ~ 22:00|02-794-0011
카페효제눅|서울 종로구 창경궁로16길 69 1층|월~금 07:00 ~ 19:00|02-742-3161
스타벅스 종로관수점|서울 종로구 삼일대로20길 13|월~금 07:30 ~ 21:00|1522-3232
이엔갤러리|서울 종로구 평창길 224 지하1층|화~일 12:00 ~ 18:00|02-395-1133
투썸플레이스 종로5가역점|서울 종로구 종로 201-1 1층|월~금 08:00 ~ 22:00|02-763-1644
팔발라 삼청본점|서울 종로구 삼청로 61|매일 11:00 ~ 21:00|
반짝반짝빛나는|서울 종로구 인사동길 28-1 2층|매일 10:00 ~ 23:00|02-738-4525
스타벅스 종로관철점|서울 종로구 종로12길 21 2층|월~목 08:00 ~ 21:00|1522-3232
뮤직컴플렉스서울|서울 종로구 인사동길 49 5층|월~금 12:00 ~ 24:00|02-6954-2939
비트포비아 대학로점|서울 종로구 대학로10길 12 5층|월~금 12:00 ~ 23:00|02-742-5252
천년동안도 낙원|서울 종로구 수표로 134 2층 201호|영업시간 월~금 18:00 ~ 24:00|02-743-5555
페이퍼마쉐|서울 종로구 무교로 40|월~금 07:30 ~ 22:00|02-733-5854
메종오버트서울|서울 종로구 필운대로5나길 2|매일 10:00 ~ 21:30|
스타벅스 정부서울청사R점|서울 종로구 새문안로5가길 28 광화문플래티넘 1층|월~금 07:00 ~ 21:00|1522-3232
메르깟|서울 종로구 세종대로 169 국호빌딩 4층|매일 11:00 ~ 23:00|02-732-5772
프루티에|서울 종로구 홍지문2길 2 1층|화~금 11:00 ~ 20:00|02-395-2277
이음|서울 종로구 창의문로 137 2동 3층 201호|월,화,수,목,금,토,일요일|070-4138-0150
커피빈 광화문점|서울 종로구 종로 14 센트리얼빌딩 1층|월~금 07:00 ~ 23:00|02-3210-2326
카페포엠 북촌점|서울 종로구 북촌로5길 19-4 1, 2층|월~토 10:00 ~ 23:00|02-722-0118
오설록 티하우스 현대미술관점|서울 종로구 삼청로 30|월,화,목,금,일 10:00 ~ 20:00|02-739-9293
얼스어스 서촌점|서울 종로구 자하문로28가길 1|월~목 12:00 ~ 19:00|
미라보쇼콜라|서울 종로구 자하문로5길 6 1층|매일 11:00 ~ 21:00|02-720-8652
럼버잭|서울 종로구 창의문로 151|화~일 12:00 ~ 24:00|
아메리칸브런치카페|서울 종로구 율곡로 49-16 1층|매일 09:00 ~ 18:00|070-8880-6795
스타벅스 독립문역점|서울 종로구 송월길 155|매일 07:30 ~ 22:00|1522-3232
스타벅스 적선점|서울 종로구 새문안로5길 55 노스게이트빌딩 1층|월~금 07:00 ~ 21:00|1522-3232
수수커피 디타워점|서울 종로구 종로3길 17 1층 128호|월~금 08:00 ~ 22:00|02-2251-8155
티퍼런스 서울|서울 종로구 돈화문로 61|매일 11:00 ~ 22:00|02-745-1501
투썸플레이스 종로알파빌딩점|서울 종로구 종로 34 알파빌딩 1층|월~금 07:00 ~ 23:00|02-725-2388
온그라운드 지상소|서울 종로구 자하문로10길 23 1층|월~목 11:00 ~ 22:00|02-720-8260
쏘리에스프레소바|서울 종로구 자하문로2길 12 1층|영업시간 월~금 08:00 ~ 17:30|010-9590-9659
스타벅스 북촌로점|서울 종로구 북촌로4길 23 1층~3층|월~금 07:00 ~ 19:00|1522-3232
츄로101 삼청점|서울 종로구 삼청로 99|월,화,수,목,토,일 10:00 ~ 22:00|02-734-9834
꽃담 인사동본점|서울 종로구 인사동길 19-2 와담빌딩 2층|매일 11:00 ~ 22:00|02-730-4120
피앤티스퀘어|서울 종로구 수표로 105|월~금 09:00 ~ 22:00|02-733-3264
지유가오카핫초메 삼청점|서울 종로구 윤보선길 46 1층|매일 09:00 ~ 23:00|02-6487-6156
카페혜화동|서울 종로구 창경궁로26길 40 2층|매일 12:00 ~ 22:00|02-6497-3347
월영당 서울|서울 종로구 북촌로5길 62 1,2층|매일 11:00 ~ 21:00|070-8866-8613
도트블랭킷 삼청한옥점|서울 종로구 삼청로2길 38 1층|매일 10:00 ~ 21:00|02-725-3800
스타벅스 대학로점|서울 종로구 대학로 57 홍익대학교 대학로캠퍼스 1층|화~금 07:00 ~ 21:30|1522-3232
널담은공간 경복궁점|서울 종로구 삼청로 24 1~3층|매일 10:00 ~ 21:30|
아트포라이프|서울 종로구 백석동길 97|매일 11:30 ~ 24:00|02-3217-9364
룸즈에이|서울 종로구 대학로10길 15-15 해안빌딩 지하 1층|매일 11:00 ~ 22:40|02-747-9003
갤러리더스퀘어|서울 종로구 계동길 128 201호|월~금 12:00 ~ 20:00|
카페수달|서울 종로구 율곡로 49-14 1층|매일 10:00 ~ 22:00|02-733-1043
카페로쏘|서울 종로구 삼청로 81-12|화~일 11:30 ~ 21:00|
투썸플레이스 서린동청계광장점|서울 종로구 청계천로 17 지하1층, 1~3층|월~금 07:00 ~ 23:00|02-735-1927
파이키|서울 종로구 서순라길 81 파이키|수~일 10:00 ~ 22:00|0507-1412-0282
스타벅스 경복궁사거리점|서울 종로구 율곡로 6 트윈트리타워 B동 101호|월~금 07:30 ~ 19:00|1522-3232
커피빈 종로관철동점|서울 종로구 청계천로 83 지하1층, 1~3층|월~목 07:00 ~ 23:00|02-738-5333
차차티클럽 창신한옥|서울 종로구 종로46가길 13|수~일 13:00 ~ 22:00|070-4239-0713
투썸플레이스 대학로아트점|서울 종로구 동숭길 123 드림아트센터 1층|월~목 08:00 ~ 21:00|070-7749-4224
폴바셋 종각역점|서울 종로구 종로 47 1층|월~금 07:00 ~ 21:00|02-3446-8717
오쁘띠베르|서울 종로구 자하문로 47-1|목~토 12:00 ~ 23:00|02-735-7569
전통찻집 인사동|서울 종로구 인사동길 33-1|매일 10:00 ~ 23:00|02-723-4909
라파리나|서울 종로구 자하문로 44|매일 10:00 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:30|070-7749-2004
빌리엔젤 종각역점|서울 종로구 삼봉로 94 1층|월~금 07:30 ~ 22:30|02-2160-8488
옥인23|서울 종로구 필운대로 57 1층|월~토 09:00 ~ 23:00|010-8649-9291
데우스 카페 삼청점|서울 종로구 삼청로 134|월~금 11:00 ~ 21:00|02-722-7767
귀천|서울 종로구 인사동14길 14|매일 11:00 ~ 22:00|02-3210-2288
가을|서울 종로구 세종대로23길 21||
아뻬 서울|서울 종로구 창경궁로35나길 1 1층|매일 12:30 ~ 20:30|070-8666-0227
로우루프|서울 종로구 북촌로 46-1 1층|화~일 10:00 ~ 20:00|02-747-0709
에그마카슈 대학로점|서울 종로구 대학로12길 13 청민빌딩 1층|매일 11:00 ~ 21:00|010-9998-5584
퍼블릭가든|서울 종로구 청계천로 199 신대한빌딩 4층|매일 11:00 ~ 22:00|0507-1375-3402
카페트루어스|서울 종로구 인사동길 11 2,3층|매일 08:30 ~ 23:00|02-722-4855
카페느티|서울 종로구 경희궁길 9|매일 10:00 ~ 21:00|
낙원장|서울 종로구 수표로28길 25|매일 11:00 ~ 23:00|02-743-7767
두채|서울 종로구 율곡로13가길 8 1층|월~금 08:00 ~ 21:00|070-4633-3825
노우즈 종로풍경점|서울 종로구 우정국로2길 8 3층|매일 11:00 ~ 21:00 · 휴게시간 매일 15:00 ~ 17:00|02-725-1239
스타벅스 경희궁로점|서울 종로구 새문안로3길 15|월~금 07:00 ~ 20:00|1522-3232
통인스윗카페|서울 종로구 자하문로7길 10|월,화,수,목,일 11:00 ~ 22:00|02-737-8777
재즈스토리 2호점|서울 종로구 낙산길 42-8||02-725-6538
궤도|서울 종로구 필운대로 9-2 3층|월~금 12:00 ~ 21:00|02-332-3441
네스트|서울 종로구 자하문로 21 5층|매일 11:00 ~ 22:00|02-733-7555
사월의물고기|서울 종로구 인사동길 62-5 충훈빌딩 2층|월,화,목,금,토 12:00 ~ 21:00|02-733-8520
이디야커피 종로3가점|서울 종로구 종로 126 1층|월~금 08:00 ~ 23:10|02-2265-3690
커피기업 광화문점|서울 종로구 삼봉로 71 신라스테이 1층 102호|월~금 07:00 ~ 21:00|02-6281-3977
카페랑솜|서울 종로구 대학로11길 22 2,3층|매일 12:00 ~ 23:00|02-742-2185
설빙 대학로점|서울 종로구 대학로12길 21 1,2층|매일 11:30 ~ 23:50|070-7721-5047
커피빈 인사점|서울 종로구 인사동4길 18 오라카이스위츠 1층|월~금 06:30 ~ 22:30|02-783-2043
스타벅스 동숭로아트점|서울 종로구 동숭길 110|월~금 08:00 ~ 20:00|1522-3232
구테로이테 경복궁점|서울 종로구 사직로 130 1층|월~금 07:00 ~ 22:00|
테라로사 국립현대미술관서울점|서울 종로구 삼청로 30 국립현대미술관 서울관 1층|월,화,목,금,일 10:00 ~ 18:00|1688-2764
투썸플레이스 동묘앞역점|서울 종로구 종로 335 원풍빌딩 1층|수~금 07:30 ~ 23:00|02-741-8511
달콤커피 종로종각점|서울 종로구 종로12길 16 대성빌딩 1~3층|월~토 07:00 ~ 22:00|02-733-3535
공차 대학로점|서울 종로구 대명길 4 2,3층|매일 10:00 ~ 22:00|02-742-8892
카페비비|서울 종로구 진흥로 461 3층|월,화,수,목,일 12:00 ~ 24:00|010-994-4561
자이온 종로 커피하우스|서울 종로구 돈화문로4길 37 1,2층|월~토 11:00 ~ 21:00|070-8820-3131
스타벅스 종로수송점|서울 종로구 종로5길 30|월~금 07:00 ~ 21:00|1522-3232
놋그릇가지런히|서울 종로구 자하문로13길 3|월~토 10:00 ~ 19:00|02-736-6262
스타벅스 서대문역|서울 종로구 통일로 134|월~금 07:00 ~ 22:30|1522-3232
프롬하츠커피 대학로점|서울 종로구 대학로 127 1층|월~토 10:00 ~ 23:00|02-762-3581
커피빈 혜화역점|서울 종로구 대명길 5|매일 08:00 ~ 23:00|02-745-9471
커피투어 경복궁점|서울 종로구 자하문로 1|월~금 08:00 ~ 23:00|02-733-0407
까치화방 종로점|서울 종로구 종로 51 종로타워 1층 102호|매일 09:00 ~ 22:00|02-730-2040
라콜롬|서울 종로구 대학로12길 83|화~금 09:00 ~ 22:00|02-518-9199
폴바셋 혜화역점|서울 종로구 동숭길 145|월~금 08:00 ~ 22:00|02-743-5810
교호커피|서울 종로구 종로 217 1,2층|월~금 08:00 ~ 22:00|
루스카|서울 종로구 수표로28길 35|월~목 11:00 ~ 22:30|02-742-4121
메가MGC커피 종로3가역점|서울 종로구 돈화문로 27 1층|매일 08:00 ~ 20:00|02-763-7888
도이창카페|서울 종로구 창의문로11길 10 1층|영업시간 월~금 11:00 ~ 17:00|02-391-1447
카페레이서|서울 종로구 북촌로 53|월~금 10:00 ~ 20:00|02-763-0015
성곽마을삼층까페|서울 종로구 백석동길 12-1|화~일 11:00 ~ 18:00|070-8845-3333
비건카페 달냥|서울 종로구 혜화로 45 2층|월,목,금,토,일 11:00 ~ 21:00|
커피스미스 종로점|서울 종로구 종로 85 2층|매일 09:00 ~ 22:00|02-722-6740
트마리|서울 종로구 서순라길 107-1|목~토 12:00 ~ 23:00|010-5167-6798
오드투디저트|서울 종로구 동숭길 94 2층|화~일 12:00 ~ 24:00|
탐앤탐스 종로한올타워점|서울 종로구 종로 96|화~토 07:00 ~ 04:40|02-2279-8836
북촌전망대|서울 종로구 북촌로11다길 22-3 3층|매일 09:00 ~ 20:00|070-8819-2153
모브|서울 종로구 사직로8길 7|화~토 10:00 ~ 21:00|
로벨리아듀카페&와인|서울 종로구 동숭3길 6-2 1,2층|화~토 11:00 ~ 24:00|02-3674-5252
브루다 인사동|서울 종로구 우정국로 36 1층|영업시간 월~금 07:00 ~ 17:00|070-8882-4096
오가다 대학로본사점|서울 종로구 대학로12길 15 1, 2층|월~금 09:00 ~ 22:00|070-4470-2670
앤팩토리카페|서울 종로구 진흥로 469-6 1층 b호|화~일 11:00 ~ 21:00|02-395-3379
땡스오트 안국|서울 종로구 북촌로 21-10 1층|매일 10:00 ~ 19:00|02-766-0890
셜록홈즈 종각점|서울 종로구 삼일대로17길 17 4층||02-725-0522
몽유도원도이창|서울 종로구 창의문로11길 10|매일 11:00 ~ 22:00|
