카페명|주소|영업시간|전화번호
딥블루레이크|서울 마포구 포은로6길 11|매일 10:00 ~ 21:30|02-333-8532
땡스오트 연남|서울 마포구 성미산로23길 68|매일 10:00 ~ 19:00|02-3144-0890
콩카페 연남점|서울 마포구 성미산로 161-14 1층|월~목 10:30 ~ 20:30|070-4131-0333
테일러커피 연남1호점|서울 마포구 성미산로 189 1층|매일 10:00 ~ 22:00|02-326-0355
버터밀크|서울 마포구 와우산로 130 1층|영업시간 월,화,목,금,토,일 10:00 ~ 15:00|
미어캣프랜즈|서울 마포구 와우산로21길 20 2층|매일 13:30 ~ 20:00|010-6250-4683
1984|서울 마포구 동교로 194 혜원빌딩 1층|매일 10:00 ~ 23:00|02-325-1984
모멘트커피|서울 마포구 월드컵북로4길 29 1층|매일 10:00 ~ 22:00|070-8860-5287
아이엠베이글 공덕점|서울 마포구 백범로 152 공덕파크자이 근린생활시설 101동 1층 15호|월~금 08:00 ~ 20:00|070-7718-2881
오랑지|서울 마포구 동교로38길 13 2층|월,수,목,금,토,일 12:00 ~ 20:00|
비포블루밍|서울 마포구 양화로23길 28|매일 12:00 ~ 22:00|
톤앤매너|서울 마포구 와우산로29가길 13 1층|매일 12:00 ~ 20:00|02-332-8252
얼스어스|서울 마포구 성미산로 150 지하1층|월,수,목,금,토,일 12:00 ~ 21:00|
제비다방|서울 마포구 와우산로 24|매일 11:00 ~ 02:00|02-325-1969
17도씨|서울 마포구 동교로29길 38 1층 101호|화~일 12:30 ~ 22:00|02-337-1706
스탠스커피|서울 마포구 와우산로11길 9 1층 101호|월~금 11:00 ~ 22:00|02-323-7500
커피가게동경|서울 마포구 망원로6길 21 지하층|수~토 12:00 ~ 21:00|070-4845-0619
밤부베이커리&브루잉|서울 마포구 월드컵로5길 33-23|매일 11:00 ~ 22:30|02-3144-0446
키쉬미뇽|서울 마포구 양화로6길 35|매일 10:00 ~ 24:00|02-333-3466
공상온도|서울 마포구 동교로23길 40 지하 1층|매일 12:30 ~ 22:30|02-336-0247
달콤한거짓말|서울 마포구 독막로 61-4|화~목 11:00 ~ 21:50|02-3141-3338
무대륙|서울 마포구 토정로5길 12|매일 12:00 ~ 24:00|02-332-8333
시루케이크|서울 마포구 어울마당로1길 18 1층|월~토 11:00 ~ 21:00|070-4177-7700
네시사분|서울 마포구 성미산로 190-8 1층|월,수,목,금,토,일 13:00 ~ 22:00|02-6405-3877
커피폴리|서울 마포구 양화로11길 14 1층|월~금 07:00 ~ 23:00|
W카페|서울 마포구 동교로25길 16|월~금 09:00 ~ 23:00|070-7818-7953
브런치가|서울 마포구 월드컵북로4길 39 1,2층|매일 09:00 ~ 23:00|02-735-0263
82년생김민경X카페르세|서울 마포구 매봉산로 80 파크엠 1층 15호|월~금 07:00 ~ 23:00|0507-1333-1982
퍼셉션 (Perception)|서울 마포구 어울마당로1길 16 1층|월~금 09:00 ~ 22:00|0507-1320-1086
비로소커피|서울 마포구 광성로6길 42 1층|매일 10:00 ~ 22:00|02-712-9030
꼬르소산도|서울 마포구 월드컵로 157 1층|월~금 11:00 ~ 22:00|02-338-3383
산리오러버스클럽|서울 마포구 와우산로19길 18 가동 1,2층|매일 12:00 ~ 21:00|
카페 지금여기|서울 마포구 양화로16길 30-5 3층|매일 11:00 ~ 20:00|070-8803-2112
비트포비아 홍대던전점|서울 마포구 독막로3길 30 지하2층|매일 12:00 ~ 24:00|02-322-4997
그레이랩|서울 마포구 토정로3길 16|월~금 10:00 ~ 22:00|02-333-5694
허밍벨라|서울 마포구 독막로7길 57|월~토 11:00 ~ 23:00|02-324-7050
딥커피|서울 마포구 동교로 209|월,화,수,목,일 08:00 ~ 02:00|02-323-2979
광합성카페|서울 마포구 월드컵로19길 8 1층|월~토 11:00 ~ 22:00|02-333-6933
앤디스커피|서울 마포구 와우산로35길 75 2, 3층|월~금 10:00 ~ 23:00|
라헬의부엌 홍대점|서울 마포구 와우산로29길 47 1,2층|매일 11:00 ~ 20:50|02-332-4325
카페105|서울 마포구 연남로5길 12 1,2층|월~금 10:00 ~ 21:00|02-2265-7787
그로토|서울 마포구 새창로4길 9 지하1층|월~금 08:00 ~ 21:00|02-702-4196
카페 클로이인패리스|서울 마포구 성미산로 190-3 2층|매일 13:30 ~ 22:00|010-2732-6626
카페스콘|서울 마포구 성미산로 172 1층|매일 10:00 ~ 22:00|02-323-7076
포멜로빈 공덕점|서울 마포구 백범로 170 상가 102동 1층 9-1호|화~금 08:00 ~ 21:00|
샌드커피 논탄토|서울 마포구 동교로 212-16 1층|월,화,수,목,일 11:30 ~ 22:00|02-336-8020
멜로우|서울 마포구 잔다리로 30-11 1층|매일 12:00 ~ 22:00|010-2929-8283
씨스루|서울 마포구 동교로 266-6 1층|매일 12:00 ~ 22:00|02-336-9936
카페공명 홍대점|서울 마포구 와우산로17길 11-8 1, 2, 3층|매일 11:00 ~ 23:00|070-8870-6304
코코샌드|서울 마포구 양화로23길 22-7 2층|월,화,수,목,일 12:00 ~ 22:00|02-3144-1112
겨울이머무는집|서울 마포구 와우산로17길 19-5 1층|월,수,목,금,토,일 17:20 ~ 17:40|0507-1315-9151
아이다호|서울 마포구 동교로 39 2층|월,목,금 17:00 ~ 24:00|070-8871-0412
가비애|서울 마포구 와우산로 147-1|매일 00:00 ~ 24:00|070-7739-4007
키오스크|서울 마포구 월드컵로19길 74 어쩌다가게 2층 204호|월~토 12:00 ~ 21:00|
민트하임|서울 마포구 잔다리로6길 28|매일 11:30 ~ 21:30|02-324-1359
재미난조각가 홍대점|서울 마포구 와우산로21길 24 2층||02-325-4543
스타벅스 홍대입구역사거리R점|서울 마포구 양화로 125 경남관광빌딩 1층|월~금 07:30 ~ 22:00|1522-3232
미스터리룸이스케이프 홍대2호점|서울 마포구 독막로7길 41 2층|매일 11:00 ~ 23:00|02-336-9010
더귀여워|서울 마포구 어울마당로 44-1 라꼼마빌딩 2층|매일 12:30 ~ 21:00|02-334-0889
비하인드|서울 마포구 어울마당로5길 18 1층|매일 13:00 ~ 22:00|123
카페장쌤|서울 마포구 와우산로29마길 5 1층|매일 12:00 ~ 21:00|070-4084-3414
집사의하루 홍대점|서울 마포구 와우산로21길 19-8 태경빌딩 2층||02-792-7984
밀로커피로스터스|서울 마포구 양화로18안길 36 1층|매일 12:00 ~ 22:00|02-554-3916
코리코카페|서울 마포구 성미산로 165-7 지하1층, 1~2층|매일 11:00 ~ 20:00|02-6373-3346
모파상|서울 마포구 양화로19길 22-13|매일 11:00 ~ 22:00|02-333-6002
카페꼼마 합정점|서울 마포구 포은로 49|매일 10:00 ~ 22:00|070-4179-2205
러빈허플라워&갤러리카페|서울 마포구 신촌로6길 22|매일 10:00 ~ 20:00|02-322-0122
비바살롱|서울 마포구 포은로 84 1층|화~일 11:00 ~ 22:00|02-333-7575
반지대학 홍대본점|서울 마포구 잔다리로 7 4층|매일 10:30 ~ 21:00|02-6224-6620
커피냅로스터스 연남동|서울 마포구 성미산로27길 70 1층|영업시간 월~금 09:00 ~ 17:00|02-332-4131
보헤미안 박이추 커피공장 상암점|서울 마포구 성암로 267 MBC몰파크 2층 201호|월~금 10:00 ~ 19:00|02-372-6688
청수당 공명|서울 마포구 성미산로 152|매일 11:00 ~ 22:00|070-7791-7972
리플로우 연남점|서울 마포구 월드컵북로6길 88 1~2층|월~금 08:00 ~ 21:30|02-6409-0502
스타벅스 홍대역점|서울 마포구 양화로 165 상진빌딩 1층|월~목 07:00 ~ 22:00|1522-3232
서울이스케이프룸 홍대2호점|서울 마포구 와우산로17길 11 코스모스빌딩 3층||02-333-6502
저스티나|서울 마포구 양화진2길 31 1층|매일 10:30 ~ 22:30 · 휴게시간 매일 15:00 ~ 17:00|02-332-5551
스트라다로스터스|서울 마포구 월드컵로3길 14 마포한강2차푸르지오 230호|월~금 08:00 ~ 21:00|02-336-0146
토라비|서울 마포구 와우산로29바길 24 2층|매일 12:00 ~ 21:30|02-640-8838
커피랩|서울 마포구 와우산로29길 14|월~토 08:00 ~ 23:00|02-3143-0908
대충유원지|서울 마포구 월드컵북로6길 37 1층|월~금 12:00 ~ 20:30|070-4799-5640
리얼이스케이프챌린지|서울 마포구 와우산로27길 21 4층|매일 11:00 ~ 23:00|02-333-3882
로우머|서울 마포구 월드컵로13길 55-26 1층|월~금 12:00 ~ 22:00|010-3820-1175
펠른 하우스|서울 마포구 성미산로22길 18 A동 1층|매일 12:30 ~ 22:00 · 휴게시간 월~금 17:30 ~ 18:30|02-332-9287
큐브이스케이프 홍대점|서울 마포구 양화로16길 15 무광빌딩 4층|월~목 12:00 ~ 23:20|02-323-5567
퀜치커피|서울 마포구 동교로12안길 9 1층|월,화,목,금,토,일 12:00 ~ 22:00|
새검정|서울 마포구 독막로2길 17 1층|매일 11:30 ~ 21:00|070-7795-2019
앤티크커피 연남점|서울 마포구 연희로 25-1 서아빌딩 1층|매일 10:00 ~ 22:00|
스타벅스 홍대공항철도역점|서울 마포구 양화로 178 목화빌딩 지하1층~2층|월~토 07:30 ~ 22:00|1522-3232
이리카페|서울 마포구 와우산로3길 27 1층|매일 11:00 ~ 24:00|02-323-7861
미지엄|서울 마포구 성암로 205 1,2층|월~금 07:30 ~ 22:30|02-6951-3033
시나모롤 스위트카페|서울 마포구 양화로 188 2층|매일 11:00 ~ 22:00|
싸인이스케이프 홍대점|서울 마포구 와우산로 65 6층|매일 12:00 ~ 24:00|02-2039-9188
엑스이스케이프 홍대놀이터점|서울 마포구 와우산로21길 20-5 홍대프라자 3층|매일 11:00 ~ 22:00|02-336-2425
연남살롱|서울 마포구 성미산로 122-1 1층|수~일 14:00 ~ 20:00|02-332-3471
모아새|서울 마포구 포은로 71 1층|수~일 13:00 ~ 17:30|0507-1304-5881
카페 사운드웨이브|서울 마포구 독막로3길 24 3층|매일 11:00 ~ 20:00|070-8825-3758
알디프|서울 마포구 와우산로35길 19 지하1층, 1층|화~일 11:00 ~ 21:00|070-7759-5033
메가MGC커피 홍대입구역점|서울 마포구 홍익로6길 48 1층|월~금 07:30 ~ 22:30|02-323-0650
델문도|서울 마포구 잔다리로 19-6 2층|월~금 13:00 ~ 21:00|
일쩜오플로어커피|서울 마포구 동교로34길 21 2층 202호|월,화,목,금,토,일 13:00 ~ 21:00|02-3144-3801
스타벅스 망원한강공원점|서울 마포구 망원동 205-8 2층|매일 08:30 ~ 21:00|1522-3232
파이인더샵|서울 마포구 성미산로27길 26|매일 11:30 ~ 20:00|070-8837-0171
칼디커피|서울 마포구 와우산로29길 54 1,2층|매일 09:00 ~ 22:00|02-335-7770
금옥당 서교점|서울 마포구 어울마당로 39 1층|매일 12:00 ~ 22:00|02-325-4040
카페333|서울 마포구 와우산로29라길 12|매일 11:00 ~ 22:00|02-3144-3312
룸넘버3 브런치 카페&와인|서울 마포구 독막로 73-1 2층|화~토 11:00 ~ 24:00|02-336-7315
티크닉|서울 마포구 성미산로 147 103호|매일 12:30 ~ 21:00|02-338-5460
홍대반지카페 본점|서울 마포구 잔다리로6길 40-6 3층|매일 11:00 ~ 21:00|02-337-6464
골든크레마|서울 마포구 어울마당로 121 2,3,4층|매일 09:00 ~ 24:00|
코이크|서울 마포구 동교로39길 8 1~2층|매일 12:00 ~ 22:00|02-6396-4804
목화씨라운지|서울 마포구 성미산로29길 23|월,화,수,목,금,일 13:00 ~ 21:00|02-332-5576
폴링디저트|서울 마포구 와우산로29길 44 1층|매일 12:00 ~ 21:00|
두드림|서울 마포구 고산길 4|매일 10:00 ~ 22:00|02-6929-0106
도화아파트먼트 마포|서울 마포구 도화2길 27|매일 09:00 ~ 21:30|070-7808-0990
어니스트팬케이크|서울 마포구 동교로38안길 13 1층|화~일 12:00 ~ 22:00|010-3239-5828
스타벅스 공덕오거리점|서울 마포구 마포대로 86 창강빌딩 1층|월~금 07:00 ~ 22:00|1522-3232
스타벅스 합정메세나몰점|서울 마포구 양화로 45 메세나폴리스 지하1층 161~164호|월~금 07:00 ~ 22:00|1522-3232
타이프 한강점|서울 마포구 토정로 128 서강8경빌딩 5층|월~금 12:00 ~ 22:00|010-8893-9962
스타벅스 합정점|서울 마포구 월드컵로1길 14|월~금 07:00 ~ 22:00|1522-3232
할리스 합정역점|서울 마포구 양화로 36 1층|월,화,수,목,일 07:00 ~ 01:00|02-6204-1234
레드플랜트|서울 마포구 양화로7길 6 레드플랜트|월~금 08:30 ~ 22:00|070-8722-0802
이웃집마녀 사주 타로 궁합|서울 마포구 연희로1길 22 2층|월~금 14:00 ~ 21:00|010-3071-0486
비밀의화원 미드나잇점|서울 마포구 독막로7길 27 3층||02-3144-6977
스노브|서울 마포구 와우산로 59|매일 11:00 ~ 23:00|02-325-5770
애프터눈커피|서울 마포구 신촌로4길 22-14 1층, 2층|월,화,목,금,토,일 10:00 ~ 22:00|02-335-3119
그로브177|서울 마포구 신촌로2안길 42 101호|매일 12:00 ~ 22:00|010-7200-8723
다다랩|서울 마포구 월드컵로15길 17 지하|수~금 14:00 ~ 02:00|0507-1342-8305
빌리엔젤 홍대점|서울 마포구 와우산로 103 1층|매일 11:00 ~ 22:00|02-323-0020
투썸플레이스 홍대입구역점|서울 마포구 월드컵북로2길 57|매일 07:00 ~ 00:30|02-3142-7955
삼다코지|서울 마포구 독막로9길 34 1층|매일 11:00 ~ 23:00|02-336-4666
투썸플레이스 합정역점|서울 마포구 독막로 5|매일 08:30 ~ 22:00|02-323-0026
카페보니|서울 마포구 독막로4길 7|화~일 11:30 ~ 20:00|
스타일난다 핑크풀카페 홍대점|서울 마포구 와우산로29다길 23 4층|매일 12:00 ~ 19:00 · 휴게시간 매일 16:00 ~ 17:00|070-7663-6909
스타벅스 망원역점|서울 마포구 월드컵로 74 원천빌딩 1,2층|월~목 07:00 ~ 21:00|1522-3232
아날로그가든|서울 마포구 동교로 145|월~금 09:00 ~ 18:00|010-9213-8560
실루엣커피|서울 마포구 독막로8길 33-5 1층|화~일 11:00 ~ 23:00|02-6449-6049
언플러그드 홍대점|서울 마포구 와우산로33길 26 1층|매일 12:00 ~ 24:00|070-4200-9251
데코아발림|서울 마포구 독막로15길 13-6 1층|월,수,목,금,토 12:00 ~ 22:50|02-335-1970
스타벅스 서교동사거리점|서울 마포구 양화로 105 동원빌딩 1층|월~금 07:30 ~ 21:00|1522-3232
연남동벚꽃집|서울 마포구 동교로29길 50|매일 11:00 ~ 23:00|
튜토리얼|서울 마포구 와우산로 39-15|화~일 12:30 ~ 21:30|
테라로사 노을공원점|서울 마포구 하늘공원로 112 1층|화~금 11:30 ~ 18:00|1668-2764
오퍼|서울 마포구 홍익로5길 19|매일 09:00 ~ 22:00|
나인나인|서울 마포구 양화로16길 14-16 엘케이빌딩 1층|매일 11:00 ~ 19:00|02-322-7762
브레이크아웃이스케이프 홍대점|서울 마포구 와우산로 102 3층|월~금 12:50 ~ 23:00|02-336-3527
물결 한강|서울 마포구 마포나루길 296|화~금 12:00 ~ 22:00|010-6272-0246
핏크|서울 마포구 성미산로11길 13|매일 11:00 ~ 21:00|
스타벅스 동교점|서울 마포구 월드컵북로 22 영준빌딩 1층|월~금 07:30 ~ 22:00|1522-3232
아비아채 서울홍대점|서울 마포구 와우산로37길 52 오하나하우스 1층|매일 10:30 ~ 01:00|02-332-5166
스타벅스 홍대삼거리점|서울 마포구 와우산로 64|월,화,수,목,일 09:00 ~ 20:30|1522-3232
유니르|서울 마포구 동교로 256-10|매일 10:00 ~ 23:00|010-9716-1234
채그로카페|서울 마포구 마포대로4다길 31||
블루보틀 홍대 카페|서울 마포구 양화로 130 라이즈 호텔 1층|매일 08:00 ~ 21:00|1533-6906
조앤도슨|서울 마포구 동교로41길 31 1층 B102호|매일 12:00 ~ 21:00|010-7663-1002
엣모스피어|서울 마포구 망원로 54-1 1층|매일 12:00 ~ 22:00|070-8692-4162
리밀앤밀리|서울 마포구 동교로22길 21 1층|월~금 08:30 ~ 20:30|02-326-1223
PIT COFFEE|서울 마포구 월드컵북로6길 52 1층|월~금 08:00 ~ 22:00|
스타벅스 상암DMC점|서울 마포구 월드컵북로 375 DMC이안오피스텔1단지 102,202호|월~금 07:00 ~ 22:00|1522-3232
커피짱|서울 마포구 양화로19길 22-16 유티엘동교빌딩 1층|월~목 09:00 ~ 18:00|010-5597-4710
투썸플레이스 공덕해링턴스퀘어점|서울 마포구 마포대로 92 B동 1층|월~토 09:00 ~ 23:00|02-2197-0222
안녕낯선사람|서울 마포구 어울마당로5길 40|월~금 08:30 ~ 23:00|02-333-5610
무유무유|서울 마포구 성미산로 190-4 102호|월,화,수,목,일 12:00 ~ 20:00|
반지하커피|서울 마포구 와우산로15길 37|매일 11:00 ~ 22:00|02-6014-4111
오늘의위로|서울 마포구 방울내로7길 29 1층|월,화,수,목,일요일|02-322-5203
라뽀즈|서울 마포구 양화로6길 60 1층|월~목 12:00 ~ 22:00|
카페데코믹스 홍대점|서울 마포구 어울마당로 96 3층|매일 12:00 ~ 22:00|02-338-2221
설빙 홍대입구역점|서울 마포구 홍익로6길 15 삼주빌딩 2층|매일 11:00 ~ 23:30|02-323-3287
투썸플레이스 홍대걷고싶은거리점|서울 마포구 어울마당로 109 2~4층|월,화,수,목,일 08:00 ~ 02:00|02-337-7955
누아네|서울 마포구 백범로 112-1 1,2층|매일 08:00 ~ 20:30|02-712-9231
낙랑파라|서울 마포구 연희로1길 21|매일 11:00 ~ 22:00|02-538-1197
더블유오앤|서울 마포구 잔다리로6길 20-9 로이스퀘어 지하1층,1층|매일 12:00 ~ 03:00|02-332-3667
소설원망원|서울 마포구 월드컵로13길 22-3 1층|매일 11:00 ~ 21:00|070-7770-5560
Dessert Merlion|서울 마포구 와우산로27길 75 2층|매일 12:10 ~ 23:30|
어썸마운틴|서울 마포구 연희로 17 1,2층|매일 11:00 ~ 22:00|070-8250-1895
카페그랑주|서울 마포구 홍익로5길 13 동신빌딩 지하1층|매일 09:00 ~ 23:00|02-325-3131
도자기카페줄|서울 마포구 신촌로4길 11 세광빌딩 A동 3층|월~금 11:00 ~ 20:00|010-2231-8202
히트커피로스터스 서교점|서울 마포구 동교로 146 1층|월~금 11:00 ~ 21:00|02-335-7117
포라운지|서울 마포구 양화로21길 37 3,4층|매일 12:00 ~ 24:00|02-325-3434
로우필름|서울 마포구 독막로7길 44|매일 12:00 ~ 20:00|02-336-5500
커피빈 홍대역점|서울 마포구 홍익로6길 26 2층|매일 08:00 ~ 24:00|02-333-4278
메리트리|서울 마포구 성미산로29안길 17 2층|화~일 12:00 ~ 22:00|
데일리라운드|서울 마포구 동교로38길 27-19 2층|매일 12:00 ~ 22:00|02-332-7880
테누커피|서울 마포구 성미산로29안길 19-4 1층|매일 13:00 ~ 21:00|
할리스 홍대입구역점|서울 마포구 양화로 151 욱도빌딩 1층|매일 09:00 ~ 24:00|02-322-3584
벌스가든 (VER S GARDEN)|서울 마포구 성미산로23길 44|월~토 11:00 ~ 22:00|070-8716-1888
후엘고|서울 마포구 마포대로11길 118 1층|목요일|010-8995-9265
스타벅스 공덕점|서울 마포구 마포대로 130 별정우체국연금관리단빌딩 1층|월~금 07:00 ~ 22:00|1522-3232
이고 수플레 합정본점|서울 마포구 양화로8길 32-17 1층|월~금 11:30 ~ 18:00|02-338-9342
모리셔스브라운 망원점|서울 마포구 월드컵로10길 39|월~금 09:00 ~ 21:00|070-5099-1479
아틀리에크레타|서울 마포구 망원로2길 69 2층|수~토 11:00 ~ 19:00|
카페모노블럭|서울 마포구 와우산로23길 14 102호|매일 11:00 ~ 22:00|02-3144-2040
자유인들|서울 마포구 와우산로22길 34 1,2층|월~토 12:00 ~ 24:00|
칼라스커피 성산점|서울 마포구 월드컵북로16길 16 1층|월~금 10:00 ~ 18:00|02-3494-2388
버터앤쉘터 연남점|서울 마포구 성미산로 170 102호|매일 10:00 ~ 21:00|
모센즈 스위트 홍대본점|서울 마포구 어울마당로 51-1 1층|매일 12:00 ~ 22:00|0507-1339-7354
디어라이프카페|서울 마포구 양화로12길 16-9 북앤빌딩 지하1층|월~금 08:30 ~ 18:00|02-6949-0039
카페 하모니|서울 마포구 동교로9길 12 지층, 1층|매일 11:00 ~ 20:00|
더블하모니|서울 마포구 동교로 99|매일 12:00 ~ 01:00|02-763-0123
키이스케이프 홍대점|서울 마포구 어울마당로 44-1 지하1층||010-7497-5517
히포 브런치하우스|서울 마포구 성미산로17길 85 1층,지하1층|매일 10:00 ~ 20:00|010-3796-3176
비트포비아 던전101|서울 마포구 와우산로 74 2층|매일 10:00 ~ 24:00|02-3144-2342
인솔커피 상수점|서울 마포구 독막로18길 16 1층|매일 11:00 ~ 21:00|02-2135-3166
도토리앤다람쥐|서울 마포구 와우산로 144-6 1층|화~일 12:00 ~ 20:00|0507-1327-8101
그림카페|서울 마포구 성미산로 161-10 1층|수~일 11:00 ~ 19:00|010-2612-8103
알앤엠|서울 마포구 성미산로17길 12 1층|월,화,수,목,일 12:30 ~ 20:30|070-7631-0909
아메노히커피점|서울 마포구 와우산로 168 101호|화,수,목요일|070-4202-5347
카페톤|서울 마포구 성미산로1길 26 1층|월~토 12:00 ~ 20:00|02-6348-5759
영앤도터스|서울 마포구 마포대로 156 공덕푸르지오시티 1층 107호|영업시간 월~금 07:00 ~ 17:00|
투썸플레이스 마포역점|서울 마포구 마포대로 44 진도빌딩 2층 1-1호|매일 09:30 ~ 22:30|02-717-3707
꾸머카페|서울 마포구 성지길 40 1층,2층|매일 10:30 ~ 22:00|02-322-8930
레스피레|서울 마포구 월드컵로13길 55-24 지하1층, 1층|매일 12:00 ~ 22:00|010-9866-7702
블로트커피|서울 마포구 와우산로19길 6-5|화~일 12:00 ~ 20:00|070-8820-2480
띵크프룻|서울 마포구 와우산로29길 14-12 1층|월~토 11:00 ~ 22:00|02-3144-7077
푸링|서울 마포구 손기정로 5|월~토 12:00 ~ 20:00|
달의계단|서울 마포구 와우산로27길 74|매일 12:30 ~ 22:00|02-334-2355
스핀오프|서울 마포구 와우산로 161 성경빌딩 2층 203호||
카페꼼마&얀 쿠브레 동교점|서울 마포구 양화로21길 23 1,2층|매일 10:00 ~ 22:00|02-322-4469
연남동고양이|서울 마포구 양화로21길 15 3층|월,목 15:00 ~ 22:00|02-336-6430
카페코그|서울 마포구 동교로 183-12 1층|월~금 09:00 ~ 20:00|070-8287-0809
비엔나커피하우스 마포신한디엠점|서울 마포구 마포대로 25|월~금 08:30 ~ 23:00|02-711-1683
카페겟앤쇼 공덕점|서울 마포구 마포대로 89 서울마포우체국 1~2층|월~금 08:00 ~ 20:00|
스타벅스 마포염리점|서울 마포구 독막로 311|매일 07:00 ~ 22:00|1522-3232
테라로사 홍대서교점|서울 마포구 월드컵북로5길 41 누디트 홍대 1층|매일 09:00 ~ 21:00|1668-2764
오마이메이드카페|서울 마포구 와우산로23길 35-3 지하층|월~금 14:00 ~ 21:00|02-6369-2636
88파운드|서울 마포구 성미산로 174 2층|매일 11:00 ~ 22:00|
스타벅스 상암사보이시티|서울 마포구 월드컵북로54길 17|월~금 07:00 ~ 22:00|1522-3232
라뚜셩트베이커리|서울 마포구 포은로8길 20 1,2층|매일 11:00 ~ 21:00|02-333-7701
마가렛 연남|서울 마포구 성미산로29길 10|매일 12:00 ~ 22:00|
스타벅스 합정폴리스R점|서울 마포구 양화로 45 지하1층|월~토 08:00 ~ 22:00|1522-3232
마핑파|서울 마포구 포은로 74 2층|수~일 11:00 ~ 18:00|02-336-1600
커피비 홍대점|서울 마포구 양화로23길 10 1층|매일 09:00 ~ 24:00|
티와이티디|서울 마포구 양화로19길 22-8 1층|매일 10:00 ~ 22:00|02-325-0205
스타벅스 마포용강동점|서울 마포구 토정로 295|월~금 07:00 ~ 22:00|1522-3232
망원동티라미수 본점(휴업중)|서울 마포구 포은로 87 1층|매일 11:00 ~ 20:00|02-324-7877
브라운시티 로스팅랩 합정점|서울 마포구 독막로 27|매일 10:00 ~ 23:00|010-9055-1414
미라클|서울 마포구 동교로38길 11 2층|매일 13:00 ~ 22:30|02-6052-7959
카페꼬모|서울 마포구 와우산로21길 31-12 1층|매일 11:00 ~ 20:00|
스타벅스 디지털미디어시티역|서울 마포구 성암로 179 한샘상암사옥 1층|월~금 06:30 ~ 20:00|1522-3232
퍼머넌트해비탯|서울 마포구 백범로15길 17 1층|화~일 11:00 ~ 19:00|
쥬마뺄|서울 마포구 와우산로37길 42 2층|수~일 12:00 ~ 21:00|02-332-9011
파롤앤랑그 연남본점|서울 마포구 성미산로29안길 8|화~일 13:00 ~ 21:00|
하품룸카페|서울 마포구 어울마당로 92 2층|월~금 12:00 ~ 24:00|
브론시스|서울 마포구 연희로1길 57 지하1층|화~일 13:00 ~ 22:00|02-325-2788
유니드마이요거트|서울 마포구 성미산로29길 44 1층|월,수,목 11:00 ~ 20:00|02-3144-4970
디퓨즈|서울 마포구 망원로11길 53-6 2층|수~일 11:00 ~ 18:30|070-7755-9500
카페모모이|서울 마포구 와우산로13길 35 2층 202호|화~토 12:30 ~ 22:00|010-5707-1335
파스텔커피웍스 본점|서울 마포구 성지길 58 노박빌딩 1층|월~금 08:30 ~ 18:00|02-322-7549
카펫|서울 마포구 동교로9길 72 1, 2층|매일 11:30 ~ 22:00|02-336-5712
구름뜬하늘|서울 마포구 와우산로27길 21 2층|매일 11:00 ~ 22:00|02-3144-4978
덤앤더머 홍대점|서울 마포구 독막로7길 48 5층|월~목 14:00 ~ 23:00|02-336-0959
시크릿코드 홍대점|서울 마포구 어울마당로 144 3층|매일 10:00 ~ 23:30|02-332-6561
슬리핑포레스트|서울 마포구 동교로41길 31|매일 11:00 ~ 22:30|02-322-2807
스타벅스 마포일진빌딩점|서울 마포구 마포대로 45 일진빌딩 1층|월~금 07:00 ~ 22:00|1522-3232
