카페명,주소,영업시간,전화번호
카페페라 유니크점,서울 서대문구 이화여대길 52-45 2~4층,일 08:30 ~ 21:30,02-363-2878
스타벅스 신촌역점,서울 서대문구 신촌로 73 1층,일 08:00 ~ 20:00,1522-3232
에버라인 뮤직&카페,서울 서대문구 신촌역로 29,매일 10:00 ~ 20:00,02-392-5111
카페코지,서울 서대문구 이화여대길 88-19 1층 2호,매일 10:00 ~ 20:00,070-4307-4192
미스터힐링 신촌점,서울 서대문구 신촌로 119 신영스카이텔 지하1층,매일 12:00 ~ 22:00,02-2138-1187
휴,서울 서대문구 명물길 6 5층,매일 11:00 ~ 05:00,
카페 나무,서울 서대문구 명물길 2 2층,매일 00:00 ~ 24:00,
꽃피다이화다방,서울 서대문구 이화여대길 75 이화타워8층,일 10:00 ~ 22:00,
포티드,서울 서대문구 명물길 36-3 1층,매일 11:30 ~ 22:30,070-7543-6627
스타벅스 연세백양로점,서울 서대문구 연세로 50 지하1층,일 09:00 ~ 19:00,1522-3232
커피빈 신촌점,서울 서대문구 연세로 8-1 1층,토&일 08:00 ~ 22:00,02-363-5572
투썸플레이스 신촌연세로점,서울 서대문구 연세로 28 1&2층,토&일 08:00 ~ 24:00,02-6959-0262
그래인바운더리,서울 서대문구 명물길 50-6,매일 11:00 ~ 22:30,
할리스 신촌점,서울 서대문구 연세로 34 1층,토&일 10:00 ~ 22:00,02-393-2004
스타벅스 연대점,서울 서대문구 연세로 35 2~4층,일 09:00 ~ 20:00,1522-3232
더클루 신촌프리미엄점,서울 서대문구 명물길 62 오시리스타워 지하2층,매일 09:30 ~ 23:30,02-392-2225
파파,서울 서대문구 연세로5길 28,,02-322-6131
스타벅스 연대동문점,서울 서대문구 성산로 565 연세재단 Y빌딩,토&일 08:00 ~ 20:00,1522-3232
이디야커피 신촌역점,서울 서대문구 신촌로 87-20 1&2층,일 01:00 ~ 23:50,02-3144-3914
룸익스케이프 화이트점,서울 서대문구 명물길 66 2층,토&일 11:00 ~ 22:30,010-2766-5680
투썸플레이스 동교동삼거리점,서울 서대문구 신촌로 1 쓰리알유시티빌딩 1층,토&일 08:30 ~ 23:00,02-336-4006
빽다방 신촌역점,서울 서대문구 연세로2길 6 1층,매일 07:30 ~ 21:30,02-363-3284
스타벅스 이대역점,서울 서대문구 신촌로 183,일 08:00 ~ 21:00,1522-3232
카페문,서울 서대문구 이화여대2가길 10,토&일 08:00 ~ 21:00,02-313-7304
룸익스케이프 블랙점,서울 서대문구 연세로4길 6 3층,,010-2940-5680
스타벅스 이대ECC점,서울 서대문구 이화여대길 52 이화여자대학교 B415호,일 09:00 ~ 18:00,
투썸플레이스 이대역점,서울 서대문구 이화여대길 7 2층,매일 09:00 ~ 23:20,02-312-8014
스타벅스 연세종합관점,서울 서대문구 연세로 50-1,매일 07:00 ~ 22:00,1522-3232
유원섬커피,서울 서대문구 연세로 42-24 2층,화~일 12:00 ~ 21:00,
내사랑,서울 서대문구 이화여대2길 37,수~일 12:00 ~ 19:00,
스타벅스 신촌아트레온점,서울 서대문구 신촌로 129 1&2층,토&일 08:00 ~ 21:00,1522-3232
라플로레종,서울 서대문구 명물1길 28 1층,월&일 12:00 ~ 19:00,070-8800-2409
파가니니,서울 서대문구 이화여대길 63,영업시간 매일 18:00 ~ 02:00,02-392-2908
탈리,서울 서대문구 연세로5나길 30-6 1&2층,매일 09:00 ~ 21:00,0507-1321-8917
캐치카페 신촌,서울 서대문구 연세로 8-1 버티고타워 5층,토&일요일,070-7760-7765
논탄토 신촌점,서울 서대문구 신촌로 87-4 1층,월&화&수&목&일 11:30 ~ 22:00,02-333-5661
라오상하이 신촌점,서울 서대문구 연세로12길 27 2층,월&화&목&금&토&일 12:00 ~ 22:00,02-715-1542
빽다방 빵연구소 연세대SK국제학사점,서울 서대문구 연세로 50 연세대학교 SK국제학사 지하2층,영업시간 토&일 08:30 ~ 14:30,02-393-2238
할리스 신촌연세로점,서울 서대문구 연세로 5 1층,매일 10:30 ~ 22:00,02-322-3684
메가MGC커피 이대점,서울 서대문구 이화여대길 24 1층,,02-313-0910
메가MGC커피 신촌로터리점,서울 서대문구 신촌로 75 1층 2호,,02-332-8394
책다방 위숨,서울 서대문구 연세로9길 34-1 2&3층,매일 11:30 ~ 23:00,
북카페파오,서울 서대문구 이화여대길 34 신흥빌딩 3층,토&일 11:00 ~ 22:00,02-313-1130
세라젬웰카페 서울신촌직영점,서울 서대문구 신촌로 73 1층,매일 11:00 ~ 20:00,02-6953-8325
랙돌 고양이 카페 & 분양 디캣,서울 서대문구 연세로5나길 10 5층,토&일 12:00 ~ 22:00,070-8899-9997
공차 신촌연세로점,서울 서대문구 연세로 27 1&2층,매일 11:30 ~ 22:30,02-3143-0404
카페앤 신촌점,서울 서대문구 연세로4길 4 1층,매일 00:00 ~ 24:00 · 휴게시간 매일 06:00 ~ 08:00,
마이시크릿메이트,서울 서대문구 연세로4길 47 1층,매일 12:30 ~ 22:30,070-4062-2788
투썸플레이스 신촌기차역점,서울 서대문구 신촌역로 31 1층,매일 11:00 ~ 23:00,02-313-2388
컴포즈커피 신촌연세대점,서울 서대문구 연세로 29-1 1층,매일 07:00 ~ 19:30,02-336-1955
메가MGC커피 신촌역점,서울 서대문구 신촌로 121 아남오피스텔 103호,토&일 09:00 ~ 22:00,02-365-6051
안다르커피,서울 서대문구 연세로9길 25 2층,매일 11:00 ~ 23:30,02-6015-7993
바나프레소 신촌점,서울 서대문구 명물길 14 1~5층& 루프탑,매일 07:00 ~ 21:30,070-8998-8981
초코블로썸,서울 서대문구 명물길 50-4 지하1층,토&일 12:00 ~ 22:30,
할리스 이대점,서울 서대문구 이화여대길 59 엘큐브 3층,토&일 10:00 ~ 22:00,02-392-1008
챔스빈 신촌점,서울 서대문구 신촌로 87-12 1~3층,매일 09:00 ~ 23:00,
디저트39 신촌역점,서울 서대문구 연세로2길 3,매일 10:00 ~ 22:00,
이디야커피 연세대점,서울 서대문구 연세로12길 10 1층,매일 10:00 ~ 22:30,02-365-4623
컴포즈커피 신촌자이엘라점,서울 서대문구 신촌로 149,매일 08:00 ~ 21:00,02-6085-1564
스튜디오웝(빌리스하우스),서울 서대문구 성산로 539 1층,토&일요일,010-2034-6411
프롬하츠커피 신촌점,서울 서대문구 연세로12길 19 지하1층&1~3층,매일 08:00 ~ 22:30,
킬더유튜브,서울 서대문구 이화여대길 50-6 1층,월&일요일,070-4112-2225
이디야커피 신촌기차역점,서울 서대문구 신촌역로 35 1층,토&일 09:00 ~ 23:00,02-313-3555
파티오,서울 서대문구 연세로5다길 28,매일 12:00 ~ 24:00,02-333-9467
카페아늑,서울 서대문구 이화여대7길 27 1층,일요일,
사주카페큐,서울 서대문구 이화여대7길 20-5 2층,,
메가MGC커피 창천점,서울 서대문구 신촌로 19 1층,매일 09:30 ~ 22:00,02-322-1009
카페포엠,서울 서대문구 연세로 25 2층,일 10:00 ~ 24:00,
그림라이브하우스,서울 서대문구 연희로 14 준영빌딩 지하 1층,,02-336-7154
앨리스,서울 서대문구 이화여대길 52-31 2층,일 10:00 ~ 21:00,02-392-8225
통인동커피공방 로스팅라이브러리,서울 서대문구 연세로 13 현대백화점 유플렉스 12층,매일 10:30 ~ 22:00,02-3145-1709
메가MGC커피 신촌기차역점,서울 서대문구 신촌역로 23 1층 101호,토&일 09:00 ~ 22:00,02-313-2355
카페프루티,서울 서대문구 연세로12길 22 2층,토&일 11:00 ~ 21:00,070-5222-5102
카페봄봄 이화여대점,서울 서대문구 이화여대길 7 1층,토&일 10:00 ~ 19:00,070-8881-1224
몰리스,서울 서대문구 연세로5다길 22-7 2층,일 12:00 ~ 22:00,
카페엘피스,서울 서대문구 연세로 38 2층,,02-313-9199
마스터키프라임 신촌퍼플릭,서울 서대문구 연세로7안길 20 지하1층,토&일 11:00 ~ 23:00,02-336-1777
카페쥬디,서울 서대문구 이화여대2길 10,,070-4254-3296
계절의목소리,서울 서대문구 이화여대3길 27 2층,토&일 11:00 ~ 21:00,070-4283-2552
공차 이대점,서울 서대문구 신촌로 173-2,매일 08:00 ~ 20:00,070-4230-7514
투썸플레이스 신촌연세동문회관점,서울 서대문구 연세로 50 동문회관 B101A호,토&일 08:00 ~ 22:00,02-2088-2101
비엔나커피하우스 신촌점,서울 서대문구 연세로 9 2층,토&일 09:30 ~ 22:00,
카페 플레이스,서울 서대문구 연세로 20 2&3층,매일 00:00 ~ 24:00 · 휴게시간 매일 06:00 ~ 09:00,
탐앤탐스 이대점,서울 서대문구 이화여대길 63 1층,일 09:00 ~ 23:20,02-313-1007
썸타로사주 신촌본점,서울 서대문구 연세로7안길 2 3층,매일 12:00 ~ 23:00,010-4946-8837
마호가니 연세대백양누리관점,서울 서대문구 연세로 50 백양누리 지하1층,,02-364-0331
베러댄와플 이대점,서울 서대문구 이화여대7길 35 1층,2024년 3월 1일 ~ 2024년 5월 31일 휴무,070-4032-0176
더벤티 신촌점,서울 서대문구 신촌로 125,일요일,02-364-8368
피터팬베이커리카페 연세대점,서울 서대문구 연세로 50 연세대학교 신촌캠퍼스 경영관 1층,,02-2123-8775
탐정크루 신촌2호점,서울 서대문구 명물길 19 지하1층,매일 12:30 ~ 21:30,0507-1317-4291
스타벅스 현대신촌점,서울 서대문구 신촌로 83 지하2층,화~일 10:30 ~ 22:00,1522-3232
트리클커피,서울 서대문구 연세로 3-3 1층 104호,매일 12:30 ~ 22:00,
모음,서울 서대문구 신촌역로 11,매일 11:00 ~ 21:00,
팝퍼블 현대백화점 신촌점,서울 서대문구 연세로 13 지하1층,매일 10:30 ~ 22:00,
쥬씨 신촌점,서울 서대문구 연세로 30 창천빌딩 1층,토&일 09:00 ~ 23:00,
카페인중독 신촌점,서울 서대문구 신촌로 73 테라운드 1층,매일 11:00 ~ 01:00,070-4176-3000
커피도가헤리티지,서울 서대문구 이화여대5길 9 파크제이드이화 1층 102호,,010-5130-8290
헤이진,서울 서대문구 연세로5나길 37 1층,일 11:30 ~ 21:00,0507-1466-5574
피터캣,서울 서대문구 신촌로 21 2층,화~일 12:00 ~ 20:00,070-4106-3467
공차 연세암병원점,서울 서대문구 연세로 50-1 지하1층,매일 07:00 ~ 20:40,02-2227-8264
콩,서울 서대문구 연세로4길 24,,070-8251-8179
이스케이프시티 신촌점,서울 서대문구 연세로11길 39 지하1층,,070-7633-7355
브이알지카페,서울 서대문구 연세로5길 26 준빌딩 4층,매일 12:00 ~ 23:00,
삼층카페,서울 서대문구 명물길 10 3층,매일 10:00 ~ 23:00,
팝버블 카페 신촌점,서울 서대문구 연세로 13 지하1층,매일 10:30 ~ 22:00,
과일에반하다프루타 신촌점,서울 서대문구 신촌로 73 테라운드 1층,,02-322-3339
섬,서울 서대문구 성산로 553 동물빌딩 지하2층,,02-363-7214
원오브씨,서울 서대문구 신촌로3길 5,일요일,
베지밍베이크,서울 서대문구 신촌로11길 7 1층,일 12:00 ~ 18:00,010-7940-1177
아마스빈 이대점,서울 서대문구 이화여대7길 11 1층,일 10:10 ~ 22:30,02-393-1598
암흑카페,서울 서대문구 연세로5길 26 준빌딩 8층,매일 11:30 ~ 23:00,02-3144-3760
메가MGC커피 연세대공학원점,서울 서대문구 연세로 50 지하1층 B187 C호,,02-393-1009
컴포즈커피 이화여대점,서울 서대문구 이화여대길 37 1층,토&일 10:10 ~ 20:00,010-2739-7031
플릭온커피,서울 서대문구 연세로4길 40 1층,일 11:00 ~ 18:00,070-8230-8958
블랙번즈,서울 서대문구 연세로7안길 42 2층,매일 10:00 ~ 23:00,
갓신내림 나비선녀 꽃별신당 신점사주,서울 서대문구 신촌로3가길 32,,010-5292-2027
카페베네 연세의료원종합관점,서울 서대문구 연세로 50-1 연세의료원 종합관 장례식장 2층,매일 00:00 ~ 24:00,
드로윙커피하우스 이화여대2호점,서울 서대문구 이화여대8길 3 연화프라자 1층,토&일 08:00 ~ 22:00,
리화인아이스크림와플,서울 서대문구 이화여대길 37 3층,일요일,
디저트39 이대점,서울 서대문구 이화여대길 53 성림빌딩 1층,매일 08:00 ~ 22:00,070-7720-8243
룸익스케이프 올리브점,서울 서대문구 연세로9길 25 지하 1층,,02-332-2478
코피발리 연대점,서울 서대문구 봉원사길 8 1층,,
카페언더우드,서울 서대문구 연세로11길 14 지하1층,월&토&일요일,010-8641-1885
룸익스케이프 인디고블루점,서울 서대문구 연세로5가길 21 지하,토&일 10:00 ~ 23:00,010-8432-5687
고스트요거트 이대직영점,서울 서대문구 이화여대길 52-15 1층,토&일요일,02-313-8468
파스쿠찌 연세세브란스1호점,서울 서대문구 연세로 50-1 연세암센터 지하1층,매일 07:00 ~ 21:00,02-2227-8276
매머드익스프레스 신촌점,서울 서대문구 연세로5길 38 1층,매일 08:00 ~ 21:00,
타타스베이글,서울 서대문구 신촌로 83 현대백화점 신촌점 지하1층,,
디베티,서울 서대문구 연세로7안길 47 엘케이빌딩 1층,토&일요일,02-517-5480
신촌브루스,서울 서대문구 신촌로 87-4 5층,일요일,02-3144-2615
카페바람,서울 서대문구 연세로2나길 57 신촌문화발전소 3층,월&일요일,02-330-4394
카페에이유 신촌점,서울 서대문구 연세로12길 32 1층,매일 08:00 ~ 24:00,070-8860-8745
바나프레소 신촌역점,서울 서대문구 신촌로 113 1층,매일 07:00 ~ 20:30,02-393-1088
파스쿠찌 연세우리라운지점,서울 서대문구 연세로 50-1,일요일,02-2227-8261
명동사주카페,서울 서대문구 이화여대길 64,,02-365-3275
포트캔커피 신촌점,서울 서대문구 신촌로11길 35 1층 101호,월&화&수&목&일 08:00 ~ 22:00,02-336-0831
한숨,서울 서대문구 연세로9길 30 2층,영업시간 월&화&수&목&일 16:00 ~ 02:00,02-365-0606
팔공티 이화여대점,서울 서대문구 이화여대길 48 1층,토&일 09:00 ~ 19:30,
쉬즈베이글 이대점,서울 서대문구 이화여대3길 45 1층 101호,토&일 08:30 ~ 20:30,02-792-0425
카페베네 연세의료원ABMRC점,서울 서대문구 연세로 50-1 연세의료원 에비슨 연구센터 1층,매일 00:00 ~ 24:00,02-2227-8078
라떼킹 신촌점,서울 서대문구 신촌로 109 신촌르메이에르타운5 1층 101호,일 09:00 ~ 20:00,070-8657-3675
어썸차드 신촌점,서울 서대문구 신촌로 127 지하2층,,
팔공티 신촌점,서울 서대문구 연세로5길 32 2층,월&화&수&목&일 09:00 ~ 22:00,
공차 이대익스프레스점,서울 서대문구 이화여대길 48,매일 08:00 ~ 20:00,070-4208-0933
매머드익스프레스 이대점,서울 서대문구 이화여대8길 2 1층,토&일 09:00 ~ 20:30,
베가니끄,서울 서대문구 이화여대길 52-35 1층,매일 12:30 ~ 21:30,010-4518-8290
샤갈의눈내리는마을,서울 서대문구 명물길 21,,
잠바주스 연세대학교점,서울 서대문구 연세로 50 지하1층,토&일요일,02-364-5544
라이프커피 이대점,서울 서대문구 이화여대7길 14 1층,일요일,
리버트리커피,서울 서대문구 신촌로 141,매일 10:00 ~ 22:00,
디저트바 이브흐,서울 서대문구 신촌역로 22-5 박스퀘어 2층 45호,토&일요일,0507-1418-2658
주카,서울 서대문구 이화여대길 72-10 1층,월&화&수&목&금&일 10:00 ~ 19:40,02-6290-6956
보비커피,서울 서대문구 이화여대길 50-12 신촌럭키아파트 후문상가 201호,매일 00:00 ~ 24:00,010-751-2860
공차 현대신촌점,서울 서대문구 신촌로 83 지하 1층,토&일 10:30 ~ 20:30,
더벤티 이화여대포스코관점,서울 서대문구 이화여대길 52 1층,토&일요일,
프린세스다이어리 이대점,서울 서대문구 이화여대길 26,,
빽다방 이대점,서울 서대문구 이화여대길 28 1층,매일 07:00 ~ 22:30,070-7777-9020
수카페&쿠킹스튜디오,서울 서대문구 신촌로1길 7 1층,일요일,02-336-8779
씨유그릭,서울 서대문구 이화여대길 42 1층,토&일 11:00 ~ 22:30,010-5029-0741
파노라마 신촌점,서울 서대문구 연세로7안길 21 B01호,,
사주랑타로랑,서울 서대문구 명물길 34 지하1층,,
파티션 WSC,서울 서대문구 이화여대길 88-9 2층,월&화&토&일 13:00 ~ 19:00,0507-1386-2018
와드커피 이대점,서울 서대문구 이화여대길 86 1층,,010-6207-7271
페라 본점,서울 서대문구 이화여대8길 2 1층,,02-313-6085
달리는커피 서울신촌점,서울 서대문구 신촌로 63,일요일,02-6953-0004
작고 귀엽고 소중해,서울 서대문구 연세로12길 23 2층,월&화&수&금&토&일 12:00 ~ 21:00,010-2166-8602
카페슬래시,서울 서대문구 성산로 519,토&일요일,02-6951-4848
전광수커피 포레스트 신촌기차역점,서울 서대문구 신촌역로 19 1층,,
투썸플레이스 신촌세브란스점,서울 서대문구 연세로 50-1 3층,매일 07:00 ~ 19:00,02-2227-8424
랑데자뷰 신촌유플렉스점,서울 서대문구 연세로 13 2층,매일 10:30 ~ 22:00,02-3145-1522
화수목,서울 서대문구 연세로4길 39,토&일요일,02-365-8910
스페이스,서울 서대문구 연세로 42-22 1~3층,,
퐁치커피익스프레스 이대신촌점,서울 서대문구 이화여대길 43 1층,매일 00:00 ~ 24:00,
카페리세 신촌점,서울 서대문구 신촌로11길 61 1층,,
라플로르,서울 서대문구 봉원사2길 2,화~일 10:00 ~ 21:00,
코티커피 신촌역점,서울 서대문구 신촌로 75 1층 제1호,토&일 09:00 ~ 22:30,
작은카페,서울 서대문구 연세로2길 31 1층,토&일 11:00 ~ 19:30,02-364-0202
소원나무,서울 서대문구 이화여대5길 18,,02-6403-8459
패스트카페 신촌점,서울 서대문구 연세로4길 61 지하1&1층,매일 00:00 ~ 24:00,
투썸플레이스 세브란스병원점,서울 서대문구 연세로 50-1 세브란스병원 3층,,
파스쿠찌 연세세브란스2호점,서울 서대문구 연세로 50-1 신촌세브란스 암병원 5층,일요일,02-2227-8273
블루포트 이화여대점,서울 서대문구 이화여대길 52 헬렌관 1층 B01호,토&일 10:00 ~ 18:00,02-3277-4888
10593베이글커피하우스 신촌점,서울 서대문구 명물길 28 1층,매일 10:30 ~ 22:00,
엠쓰리,서울 서대문구 연희로 30,화~일 12:00 ~ 20:00,
and커피바,서울 서대문구 신촌로 57 3층 301호,월&수&목&금&토&일 13:00 ~ 20:00,
뚜뚜아미,서울 서대문구 신촌역로 14 2층,,
핑거커피 신촌점,서울 서대문구 신촌로 109 신촌르메이에르타운5 B205-1호,,
테이블에이5,서울 서대문구 이화여대5길 16,,070-8777-1213
파스쿠찌 연세심혈관병원점,서울 서대문구 연세로 50-1 1층,일요일,02-2227-8266
잠바주스 연세세브란스점,서울 서대문구 연세로 50-1 암병동 3층,일 09:00 ~ 18:00,02-2227-8274
카페몬지 현대백화점 신촌점,서울 서대문구 신촌로 83 10층,,02-3145-2092
와플덴 이대정문점,서울 서대문구 이화여대길 58,일요일,
카페아이엔지 이화여대국제교육관점,서울 서대문구 이화여대길 52 2층 203호,토&일 11:00 ~ 17:00,
카페스위밍풀,서울 서대문구 이화여대1길 38 다올노블리움 2층,,
림더숍,서울 서대문구 연세로2마길 14 2층,수~일 11:00 ~ 19:00,
공감사주카페,서울 서대문구 이화여대길 3,,02-364-0080
크로플덕 오리아가씨 신촌점,서울 서대문구 신촌역로 33 다솔빌딩 지하1층,토&일 12:30 ~ 02:00,010-8692-2497
나띵벗커피,서울 서대문구 이화여대3길 42-19 1층,토&일 09:00 ~ 21:00,
카페시크릿,서울 서대문구 신촌로 109 신촌르메이에르타운5 1층 110-2호,,010-4157-5016
지니,서울 서대문구 신촌역로 7 신촌푸르지오시티 104호,일요일,010-2622-5967
방앗간커피,서울 서대문구 신촌로 143 2층,,
밀키,서울 서대문구 이화여대길 1 1층,토&일 11:00 ~ 21:00,
단데농,서울 서대문구 신촌로 57 1층,화~일 11:00 ~ 20:30,070-8711-0070
띵크커피 신촌현대점,서울 서대문구 신촌로 83 4층,매일 10:30 ~ 20:30,02-3145-2410
카페자리,서울 서대문구 이화여대8길 3 연화프라자 1층,토&일 08:00 ~ 22:00,
윙고카페 세브란스병원점,서울 서대문구 연세로 50-1 본관 3층 푸드코트,,
카페마지오,서울 서대문구 신촌로 171 1층,일요일,02-6013-0520
라이프,서울 서대문구 연희로 26 동방사회복지회 본관 1층 102호,,070-8882-4052
라마커피,서울 서대문구 신촌로 197 5층,,070-8240-3103
클로버,서울 서대문구 신촌역로 22-5 신촌 박스퀘어 1층 2호,일요일,
연세삼성학술정보관 카페,서울 서대문구 연세로 50,,
방긋 디저트카페&공방,서울 서대문구 신촌로1길 14 1층,매일 11:30 ~ 22:00,0507-1410-9897
우주라이크카페 이대점,서울 서대문구 신촌역로 22-8,,
가빈커피,서울 서대문구 명물길 49 2층,매일 10:00 ~ 22:00,070-4647-0244
꿈꾸는옥탑,서울 서대문구 연세로5나길 10,,070-8225-6516
랙돌고양이 카페 디캣,서울 서대문구 연세로5나길 10 5층,토&일 12:00 ~ 22:00,070-8899-9997
인생이야기,서울 서대문구 이화여대길 86 3층,,02-362-8457
하이빙수 신촌점,서울 서대문구 명물길 23,매일 00:00 ~ 23:59,0507-464-0702
게이트오브스토리,서울 서대문구 신촌역로 22-8 7층,,02-313-8938
라브리,서울 서대문구 이화여대8길 2 지하1층 B102호,,02-2654-1936
아날로그네버다이스,서울 서대문구 신촌로 57 3층,월&수&목&금&토&일 13:00 ~ 20:00,
카페라티노,서울 서대문구 이화여대8길 2 무궁화상가아파트 1층 107호,,
레이지리자드,서울 서대문구 신촌로 141 위고인빌딩 9층,일요일,02-393-9932
만족커피 신촌연세대점,서울 서대문구 연세로 25-1,,
카페베네 아라마크 연세의료원종합관점,서울 서대문구 연세로 50 연세의료원 장례식장 건물 2층,,
에잇비돌체 신촌점,서울 서대문구 신촌로 99 엘리트빌딩 지하1층,,
Studiowup?: Billy's House,서울 서대문구 성산로 539,,
카페 필름포럼,서울 서대문구 성산로 527 하늬솔빌딩 A동 지하1층,,02-363-2537
그대를위한커피,서울 서대문구 신촌로1길 26 1층,매일 09:00 ~ 16:00,
비긴어게인,서울 서대문구 연세로7안길 10-3,,02-363-6373
라까프,서울 서대문구 연세로12길 27 1층 2호,,
크레스타운 이대점,서울 서대문구 이화여대길 45 2&3층,매일 07:00 ~ 22:00,
노뜨흐프헹땅,서울 서대문구 이화여대5길 15 2층,금~일 12:00 ~ 20:30,02-393-7733
예스커피,서울 서대문구 이화여대1안길 3,,
마시그래이 신촌점,서울 서대문구 연세로7안길 2,토&일 10:10 ~ 19:30,02-333-0600
카페베네 세브란스치과대학점,서울 서대문구 연세로 50-1 치과대학 2층,매일 00:00 ~ 24:00,
플로체플라워 신촌1호점,서울 서대문구 연세로2가길 5 1층,,02-363-4300
멜론콜리,서울 서대문구 연세로5가길 25,,
님버스커피,서울 서대문구 연희로 32 1층,일요일,070-8270-5204
햅윗버터,서울 서대문구 이화여대길 72-6 1층,월&화&수&목&일 11:00 ~ 18:00,010-8643-2648
쥬시빈 이대점,서울 서대문구 이화여대길 22,,
다나제과,서울 서대문구 이화여대길 52-33,토&일요일,
카페베네 아라마크 연세의료원ABMRC점,서울 서대문구 연세로 50-1,,
비비안의서재,서울 서대문구 신촌로 169-7,,02-313-3538
연세대학교 글로벌라운지,서울 서대문구 연세로 50,,
카페베네 연세의료원점,서울 서대문구 연세로 50 연세대학교학생회관,매일 00:00 ~ 24:00,
카페1000,서울 서대문구 신촌로 189,,
비전스터디카페,서울 서대문구 이화여대길 88-14,,02-393-0527
대현동전통찻집,서울 서대문구 신촌역로 16,,
모스,서울 서대문구 연세로4길 30,,
카페데어데어,서울 서대문구 이화여대길 88-12 1층,,070-7594-1141
그루밍커피,서울 서대문구 이화여대3길 26 1층,일요일,
서울엠티,서울 서대문구 신촌역로 12,,
차미리 연대점,서울 서대문구 연세로 26 1층,토&일 11:00 ~ 18:00,02-363-2325
나무아래 이대점,서울 서대문구 이화여대7길 27-4,,070-8116-2209
마호가니 연세대 공학관점,서울 서대문구 연세로 50 제4공학관 1층,,02-364-0330
코코부코 이대점,서울 서대문구 신촌역로 17 110호,,
커피덕후,서울 서대문구 신촌로3길 29,,
Cafe HE,서울 서대문구 이화여대길 72-6 1층,일요일,010-9624-8924
예스터데이,서울 서대문구 연세로4길 48,,02-312-3126
에버라인,서울 서대문구 신촌역로 29,,
밍글컵,서울 서대문구 신촌역로 39,,
카페디헤바,서울 서대문구 이화여대3길 10 2층,매일 10:00 ~ 23:00,02-312-0013
라플,서울 서대문구 신촌역로 39,월&화&수&일요일,
프랑스구르메 와인카페,서울 서대문구 신촌역로 22-5 박스퀘어 2층 60~61호,,
차얌 신촌점,서울 서대문구 연세로 30 창천빌딩 1층,,
러브스토리 신촌점,서울 서대문구 명물길 66,매일 12:00 ~ 24:00,
카페빌라 드 그릭,서울 서대문구 연세로11길 28 2층,,
커피조에,서울 서대문구 이화여대길 50-6 1층,,
카프요거트 Calf yogurt,서울 서대문구 이화여대길 88-19,매일 11:00 ~ 21:00,
소설,서울 서대문구 연세로4길 51 지하1층,,
카페달빛,서울 서대문구 성산로22길 4 1층 102호,일요일,02-6235-9995
BBC커피,서울 서대문구 이화여대1안길 16,,02-363-1017
빅파운드커피,서울 서대문구 이화여대2가길 24,,
버슴새,서울 서대문구 연세로4길 39,,02-364-5844
페리윙클,서울 서대문구 신촌로1길 14 1층,월&수&목&금&토&일 10:00 ~ 20:00,010-4240-1106
카페테라스,서울 서대문구 명물길 2 3층,,
카사블랑카,서울 서대문구 연세로4길 50,,
아이프렌즈,서울 서대문구 연세로5길 26-17,,070-7651-5625
에이그레이스,서울 서대문구 연대동문길 65,,070-7604-7441
언더독커피,서울 서대문구 연세로12길 27 1층,일요일,070-8098-2019
롬,서울 서대문구 창천동 30,,
셀프커피숍,서울 서대문구 명물1길 2,,
